ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1980,1980-09-07,1,23.167,NYG,@,STL,W 41-35,,,,,,,,,,,,,,,,,,
2,1980,1980-09-14,2,23.174,NYG,,WAS,L 21-23,,,,,,,,,,,,,,,,,,
3,1980,1980-09-22,3,23.182,NYG,@,PHI,L 3-35,,,,,,,,,,,,,,,,,,
4,1980,1980-09-28,4,23.188,NYG,,RAM,L 7-28,,6,14,42.86,72,1,0,83.0,0,0,5.14,6.57,0,0,,0,0,0
5,1980,1980-10-05,5,23.195,NYG,@,DAL,L 3-24,,9,19,47.37,92,0,2,22.1,0,0,4.84,0.11,1,10,10.00,0,0,0
6,1980,1980-10-12,6,23.202,NYG,,PHI,L 16-31,,,,,,,,,,,,,,,,,,
7,1980,1980-10-19,7,23.209,NYG,@,SDG,L 7-44,,1,2,50.00,4,0,0,56.2,0,0,2.00,2.00,0,0,,0,0,0
8,1980,1980-10-26,8,23.216,NYG,,DEN,L 9-14,,,,,,,,,,,,,,,,,,
9,1980,1980-11-02,9,23.223,NYG,@,TAM,L 13-30,,,,,,,,,,,,,,,,,,
10,1980,1980-11-09,10,23.230,NYG,,DAL,W 38-35,,,,,,,,,,,,,,,,,,
11,1980,1980-11-16,11,23.237,NYG,,GNB,W 27-21,,,,,,,,,,,,,,,,,,
12,1980,1980-11-23,12,23.244,NYG,@,SFO,L 0-12,,,,,,,,,,,,,,,,,,
13,1980,1980-11-30,13,23.251,NYG,,STL,L 7-23,,,,,,,,,,,,,,,,,,
14,1980,1980-12-07,14,23.258,NYG,@,SEA,W 27-21,*,8,18,44.44,161,2,1,90.3,0,0,8.94,8.67,5,-5,-1.00,0,0,0
15,1980,1980-12-13,15,23.264,NYG,@,WAS,L 13-16,*,11,27,40.74,131,0,2,25.4,0,0,4.85,1.52,1,-2,-2.00,0,0,0
16,1980,1980-12-21,16,23.272,NYG,,OAK,L 17-33,*,17,32,53.13,150,1,1,63.3,0,0,4.69,3.91,3,15,5.00,0,0,0
17,1981,1981-09-06,1,24.166,NYG,,PHI,L 10-24,,0,0,,0,0,0,,0,,,,0,0,,0,,
18,1981,1981-09-13,2,24.173,NYG,@,WAS,W 17-7,,0,0,,0,0,0,,0,,,,0,0,,0,,
19,1981,1981-09-20,3,24.180,NYG,,NOR,W 20-7,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
20,1981,1981-09-27,4,24.187,NYG,@,DAL,L 10-18,,0,0,,0,0,0,,0,,,,0,0,,0,,
21,1981,1981-10-04,5,24.194,NYG,,GNB,L 14-27,,0,0,,0,0,0,,0,,,,0,0,,0,,
22,1981,1981-10-11,6,24.201,NYG,,STL,W 34-14,,0,0,,0,0,0,,0,,,,1,3,3.00,0,0,0
