ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1968,1968-11-17,10,24.010,SFO,,RAM,T 20-20,1,3,3.00,0,0,0,0
2,1970,1970-09-20,1,25.317,SFO,,WAS,W 26-17,,,,,,,
3,1970,1970-09-27,2,25.324,SFO,,CLE,W 34-31,,,,,,,
4,1970,1970-10-04,3,25.331,SFO,@,ATL,L 20-21,,,,,,,
5,1970,1970-10-11,4,25.338,SFO,@,RAM,W 20-6,0,0,,0,1,0,0
6,1970,1970-10-18,5,25.345,SFO,,NOR,T 20-20,,,,,,,
7,1970,1970-10-25,6,25.352,SFO,,DEN,W 19-14,,,,,,,
8,1970,1970-11-01,7,25.359,SFO,,GNB,W 26-10,,,,,,,
9,1970,1970-11-08,8,26.001,SFO,@,CHI,W 37-16,,,,,,,
10,1970,1970-11-15,9,26.008,SFO,@,HOU,W 30-20,,,,,,,
11,1970,1970-11-22,10,26.015,SFO,@,DET,L 7-28,,,,,,,
12,1970,1970-11-29,11,26.022,SFO,,RAM,L 13-30,,,,,,,
13,1970,1970-12-06,12,26.029,SFO,,ATL,W 24-20,,,,,,,
14,1970,1970-12-13,13,26.036,SFO,@,NOR,W 38-27,,,,,,,
15,1970,1970-12-20,14,26.043,SFO,@,OAK,W 38-7,,,,,,,
16,1971,1971-09-19,1,26.316,SFO,@,ATL,L 17-20,,,,,,,
17,1971,1971-09-26,2,26.323,SFO,@,NOR,W 38-20,,,,,,,
18,1971,1971-10-03,3,26.330,SFO,@,PHI,W 31-3,,,,,,,
19,1971,1971-10-10,4,26.337,SFO,,RAM,L 13-20,,,,,,,
20,1971,1971-10-17,5,26.344,SFO,,CHI,W 13-0,,,,,,,
21,1971,1971-10-24,6,26.351,SFO,@,STL,W 26-14,,,,,,,
22,1971,1971-10-31,7,26.358,SFO,,NWE,W 27-10,,,,,,,
23,1971,1971-11-07,8,27.000,SFO,@,MIN,W 13-9,,,,,,,
24,1971,1971-11-14,9,27.007,SFO,,NOR,L 20-26,,,,,,,
25,1971,1971-11-21,10,27.014,SFO,@,RAM,L 6-17,,,,,,,
26,1971,1971-11-28,11,27.021,SFO,@,NYJ,W 24-21,,,,,,,
27,1971,1971-12-06,12,27.029,SFO,,KAN,L 17-26,,,,,,,
28,1971,1971-12-12,13,27.035,SFO,,ATL,W 24-3,,,,,,,
29,1971,1971-12-19,14,27.042,SFO,,DET,W 31-27,,,,,,,
30,1972,1972-09-17,1,27.315,SFO,,SDG,W 34-3,,,,,,,
31,1972,1972-09-24,2,27.322,SFO,@,BUF,L 20-27,,,,,,,
32,1972,1972-10-01,3,27.329,SFO,@,NOR,W 37-2,0,0,,0,1,0,0
33,1972,1972-10-08,4,27.336,SFO,@,RAM,L 7-31,,,,,,,
34,1972,1972-10-15,5,27.343,SFO,,NYG,L 17-23,,,,,,,
35,1972,1972-10-22,6,27.350,SFO,,NOR,T 20-20,,,,,,,
36,1972,1972-10-29,7,27.357,SFO,@,ATL,W 49-14,,,,,,,
37,1972,1972-11-05,8,27.364,SFO,@,GNB,L 24-34,,,,,,,
38,1972,1972-11-12,9,28.005,SFO,,BAL,W 24-21,,,,,,,
39,1972,1972-11-19,10,28.012,SFO,@,CHI,W 34-21,,,,,,,
40,1972,1972-11-23,11,28.016,SFO,@,DAL,W 31-10,,,,,,,
41,1972,1972-12-04,12,28.027,SFO,,RAM,L 16-26,,,,,,,
42,1972,1972-12-10,13,28.033,SFO,,ATL,W 20-0,,,,,,,
43,1972,1972-12-16,14,28.039,SFO,,MIN,W 20-17,,,,,,,
44,1973,1973-09-16,1,28.313,SFO,@,MIA,L 13-21,,,,,,,
45,1973,1973-09-23,2,28.320,SFO,@,DEN,W 36-34,,,,,,,
46,1973,1973-09-30,3,28.327,SFO,,RAM,L 20-40,,,,,,,
47,1973,1973-10-07,4,28.334,SFO,@,ATL,W 13-9,,,,,,,
48,1973,1973-10-14,5,28.341,SFO,,MIN,L 13-17,,,,,,,
49,1973,1973-10-21,6,28.348,SFO,,NOR,W 40-0,,,,,,,
50,1973,1973-10-28,7,28.355,SFO,,ATL,L 3-17,,,,,,,
51,1973,1973-11-04,8,28.362,SFO,@,DET,L 20-30,,,,,,,
52,1973,1973-11-11,9,29.004,SFO,@,WAS,L 9-33,,,,,,,
53,1973,1973-11-18,10,29.011,SFO,@,RAM,L 13-31,,,,,,,
54,1973,1973-11-26,11,29.019,SFO,,GNB,W 20-6,,,,,,,
55,1973,1973-12-02,12,29.025,SFO,,PHI,W 38-28,,,,,,,
56,1973,1973-12-09,13,29.032,SFO,@,NOR,L 10-16,,,,,,,
57,1973,1973-12-15,14,29.038,SFO,,PIT,L 14-37,,,,,,,
58,1974,1974-09-15,1,29.312,SFO,@,NOR,W 17-13,,,,,,,
59,1974,1974-09-22,2,29.319,SFO,@,ATL,W 16-10,,,,,,,
60,1974,1974-09-29,3,29.326,SFO,,CIN,L 3-21,,,,,,,
61,1974,1974-10-06,4,29.333,SFO,,STL,L 9-34,,,,,,,
62,1974,1974-10-14,5,29.341,SFO,@,DET,L 13-17,,,,,,,
63,1974,1974-10-20,6,29.347,SFO,@,RAM,L 14-37,,,,,,,
64,1974,1974-10-27,7,29.354,SFO,,OAK,L 24-35,,,,,,,
65,1974,1974-11-04,8,29.362,SFO,,RAM,L 13-15,,,,,,,
66,1974,1974-11-10,9,30.003,SFO,@,DAL,L 14-20,,,,,,,
67,1974,1974-11-17,10,30.010,SFO,@,CHI,W 34-0,,,,,,,
68,1974,1974-11-24,11,30.017,SFO,,ATL,W 27-0,,,,,,,
69,1974,1974-12-01,12,30.024,SFO,@,CLE,L 0-7,,,,,,,
70,1974,1974-12-08,13,30.031,SFO,,GNB,W 7-6,,,,,,,
71,1974,1974-12-15,14,30.038,SFO,,NOR,W 35-21,,,,,,,
72,1975,1975-09-21,1,30.318,SFO,@,MIN,L 17-27,,,,,,,
73,1975,1975-09-28,2,30.325,SFO,,RAM,L 14-23,,,,,,,
74,1975,1975-10-05,3,30.332,SFO,@,KAN,W 20-3,,,,,,,
75,1975,1975-10-12,4,30.339,SFO,,ATL,L 3-17,,,,,,,
76,1975,1975-10-19,5,30.346,SFO,,NOR,W 35-21,,,,,,,
77,1975,1975-10-26,6,30.353,SFO,@,NWE,L 16-24,,,,,,,
78,1975,1975-11-02,7,30.360,SFO,,DET,L 17-28,,,,,,,
79,1975,1975-11-09,8,31.002,SFO,@,RAM,W 24-23,,,,,,,
80,1975,1975-11-16,9,31.009,SFO,,CHI,W 31-3,,,,,,,
81,1975,1975-11-23,10,31.016,SFO,@,NOR,W 16-6,,,,,,,
82,1975,1975-11-30,11,31.023,SFO,@,PHI,L 17-27,,,,,,,
83,1975,1975-12-07,12,31.030,SFO,,HOU,L 13-27,,,,,,,
84,1975,1975-12-14,13,31.037,SFO,@,ATL,L 9-31,,,,,,,
85,1975,1975-12-21,14,31.044,SFO,,NYG,L 23-26,,,,,,,
86,1976,1976-09-12,1,31.310,SFO,@,GNB,W 26-14,,,,,,,
87,1976,1976-09-19,2,31.317,SFO,,CHI,L 12-19,,,,,,,
88,1976,1976-09-26,3,31.324,SFO,@,SEA,W 37-21,,,,,,,
89,1976,1976-10-03,4,31.331,SFO,,NYJ,W 17-6,,,,,,,
90,1976,1976-10-11,5,31.339,SFO,@,RAM,W 16-0,,,,,,,
91,1976,1976-10-17,6,31.345,SFO,,NOR,W 33-3,,,,,,,
92,1976,1976-10-23,7,31.351,SFO,,ATL,W 15-0,,,,,,,
93,1976,1976-10-31,8,31.359,SFO,@,STL,L 20-23,,,,,,,
94,1976,1976-11-07,9,32.000,SFO,,WAS,L 21-24,,,,,,,
95,1976,1976-11-14,10,32.007,SFO,@,ATL,L 16-21,,,,,,,
96,1976,1976-11-21,11,32.014,SFO,,RAM,L 3-23,,,,,,,
97,1976,1976-11-29,12,32.022,SFO,,MIN,W 20-16,,,,,,,
98,1976,1976-12-05,13,32.028,SFO,@,SDG,L 7-13,,,,,,,
99,1976,1976-12-12,14,32.035,SFO,@,NOR,W 27-7,,,,,,,
100,1977,1977-09-19,1,32.316,SFO,@,PIT,L 0-27,,,,,,,
101,1977,1977-09-25,2,32.322,SFO,,MIA,L 15-19,,,,,,,
102,1977,1977-10-02,3,32.329,SFO,@,RAM,L 14-34,,,,,,,
