ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2012,2012-09-10,1,23.002,CIN,@,BAL,L 13-44,*,5,4,28,7.00,0,80.0%,5.60,0,0
2,2012,2012-09-16,2,23.008,CIN,,CLE,W 34-27,*,5,5,66,13.20,0,100.0%,13.20,0,0
3,2012,2012-09-23,3,23.015,CIN,@,WAS,W 38-31,,3,3,63,21.00,1,100.0%,21.00,1,6
4,2012,2012-09-30,4,23.022,CIN,@,JAX,W 27-10,*,5,0,0,,0,0.0%,0.00,0,0
5,2012,2012-10-07,5,23.029,CIN,,MIA,L 13-17,*,6,4,41,10.25,0,66.7%,6.83,0,0
6,2012,2012-10-14,6,23.036,CIN,@,CLE,L 24-34,*,5,2,12,6.00,0,40.0%,2.40,0,0
7,2012,2012-11-04,8,23.057,CIN,,DEN,L 23-31,,0,,,,,0.0%,,,
8,2012,2012-11-18,10,23.071,CIN,@,KAN,W 28-6,,,,,,,0.0%,,,
9,2012,2012-12-16,14,23.099,MIA,,JAX,W 24-3,,,,,,,0.0%,,,
10,2012,2012-12-23,15,23.106,MIA,,BUF,W 24-10,,4,3,27,9.00,0,75.0%,6.75,0,0
11,2012,2012-12-30,16,23.113,MIA,@,NWE,L 0-28,,7,3,40,13.33,0,42.9%,5.71,0,0
