ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2002,2002-09-15,2,25.028,JAX,@,KAN,W 23-16,,,,,,,0.0%,,,,,
2,2002,2002-09-29,3,25.042,JAX,,NYJ,W 28-3,,,,,,,0.0%,,,,,
3,2002,2002-10-06,4,25.049,JAX,,PHI,W 28-25,,0,,,,,0.0%,,,,,
4,2002,2002-10-13,5,25.056,JAX,@,TEN,L 14-23,,0,,,,,0.0%,,,,,
5,2002,2002-10-20,6,25.063,JAX,@,BAL,L 10-17,,,,,,,0.0%,,,,,
6,2002,2002-10-27,7,25.070,JAX,,HOU,L 19-21,,0,,,,,0.0%,,,,,
7,2002,2002-11-03,8,25.077,JAX,@,NYG,L 17-24,,0,,,,,0.0%,,,,,
8,2002,2002-11-10,9,25.084,JAX,,WAS,W 26-7,,0,,,,,0.0%,,,,,
9,2002,2002-11-17,10,25.091,JAX,@,HOU,W 24-21,,0,,,,,0.0%,,,,,
10,2002,2002-11-24,11,25.098,JAX,@,DAL,L 19-21,,,,,,,0.0%,,,,,
11,2002,2002-12-01,12,25.105,JAX,,PIT,L 23-25,,,,,,,0.0%,,,,,
12,2002,2002-12-08,13,25.112,JAX,,CLE,L 20-21,,0,,,,,0.0%,,,,,
13,2002,2002-12-15,14,25.119,JAX,@,CIN,W 29-15,,0,,,,,0.0%,,,,,
14,2002,2002-12-22,15,25.126,JAX,,TEN,L 10-28,,0,0,0,,0,0.0%,,1,32,32.00,0
15,2003,2003-09-14,2,26.027,JAX,,BUF,L 17-38,,1,1,29,29.00,0,100.0%,29.00,1,21,21.00,0
16,2003,2003-09-21,3,26.034,JAX,@,IND,L 13-23,,1,1,16,16.00,0,100.0%,16.00,0,0,,0
17,2003,2003-09-28,4,26.041,JAX,@,HOU,L 20-24,,4,1,22,22.00,0,25.0%,5.50,0,0,,0
18,2003,2003-10-05,5,26.048,JAX,,SDG,W 27-21,,0,,,,,0.0%,,,,,
19,2003,2003-11-09,9,26.083,JAX,,IND,W 28-23,,,,,,,0.0%,,,,,
20,2003,2003-11-16,10,26.090,JAX,@,TEN,L 3-10,,1,,,,,0.0%,,,,,
21,2003,2003-11-23,11,26.097,JAX,@,NYJ,L 10-13,,,,,,,0.0%,,,,,
22,2003,2003-11-30,12,26.104,JAX,,TAM,W 17-10,,0,,,,,0.0%,,,,,
23,2003,2003-12-07,13,26.111,JAX,,HOU,W 27-0,,0,,,,,0.0%,,,,,
24,2003,2003-12-14,14,26.118,JAX,@,NWE,L 13-27,,0,,,,,0.0%,,,,,
25,2003,2003-12-21,15,26.125,JAX,,NOR,W 20-19,,,,,,,0.0%,,,,,
26,2003,2003-12-28,16,26.132,JAX,@,ATL,L 14-21,,0,,,,,0.0%,,,,,
