ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,2001,2001-09-09,1,23.105,BAL,,CHI,W 17-6,,,,,
2,2001,2001-09-23,2,23.119,BAL,@,CIN,L 10-21,,,,,
3,2001,2001-09-30,3,23.126,BAL,@,DEN,W 20-13,,,,,
4,2001,2001-10-07,4,23.133,BAL,,TEN,W 26-7,,,,,
5,2001,2001-10-14,5,23.140,BAL,@,GNB,L 23-31,,,,,
6,2001,2001-10-21,6,23.147,BAL,@,CLE,L 14-24,,,,,
7,2001,2001-10-28,7,23.154,BAL,,JAX,W 18-17,,,,,
8,2001,2001-11-04,8,23.161,BAL,@,PIT,W 13-10,,,,,
9,2001,2001-11-12,9,23.169,BAL,@,TEN,W 16-10,,,,,
10,2001,2001-11-18,10,23.175,BAL,,CLE,L 17-27,,,,,
11,2001,2001-11-25,11,23.182,BAL,@,JAX,W 24-21,,,,,
12,2001,2001-12-02,12,23.189,BAL,,IND,W 39-27,,,,,
13,2001,2001-12-16,13,23.203,BAL,,PIT,L 21-26,,,,,
14,2001,2001-12-23,14,23.210,BAL,,CIN,W 16-0,,,,,
15,2001,2001-12-29,15,23.216,BAL,@,TAM,L 10-22,,,,,
16,2001,2002-01-07,16,23.225,BAL,,MIN,W 19-3,,,,,
17,2002,2002-09-08,1,24.104,BAL,@,CAR,L 7-10,*,,,,
18,2002,2002-09-15,2,24.111,BAL,,TAM,L 0-25,*,,,,
19,2002,2002-09-30,3,24.126,BAL,,DEN,W 34-23,*,,,,
20,2002,2002-10-06,4,24.132,BAL,@,CLE,W 26-21,*,,,,
21,2002,2002-10-13,5,24.139,BAL,@,IND,L 20-22,*,,,,
22,2002,2002-10-20,6,24.146,BAL,,JAX,W 17-10,*,,,,
23,2002,2002-10-27,7,24.153,BAL,,PIT,L 18-31,*,,,,
24,2002,2002-11-03,8,24.160,BAL,@,ATL,L 17-20,*,,,,
25,2002,2002-11-10,9,24.167,BAL,,CIN,W 38-27,*,2.0,0,0,0
26,2002,2002-11-17,10,24.174,BAL,@,MIA,L 7-26,*,,,,
27,2002,2002-11-24,11,24.181,BAL,,TEN,W 13-12,*,,,,
28,2002,2002-12-01,12,24.188,BAL,@,CIN,W 27-23,*,,,,
29,2002,2002-12-08,13,24.195,BAL,,NOR,L 25-37,*,,,,
30,2002,2002-12-15,14,24.202,BAL,@,HOU,W 23-19,*,,,,
31,2002,2002-12-22,15,24.209,BAL,,CLE,L 13-14,*,,,,
