ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1984,1984-09-02,1,21.302,STL,@,GNB,L 23-24,1,10,10.00,0
2,1984,1984-09-09,2,21.309,STL,,BUF,W 37-7,0,0,,0
3,1984,1984-09-16,3,21.316,STL,@,IND,W 34-33,0,0,,0
4,1984,1984-09-23,4,21.323,STL,@,NOR,L 24-34,0,0,,0
5,1984,1984-09-30,5,21.330,STL,,MIA,L 28-36,0,0,,0
6,1984,1984-10-07,6,21.337,STL,@,DAL,W 31-20,0,0,,0
7,1984,1984-10-14,7,21.344,STL,,CHI,W 38-21,0,0,,0
8,1984,1984-10-21,8,21.351,STL,,WAS,W 26-24,0,0,,0
9,1984,1984-10-28,9,21.358,STL,@,PHI,W 34-14,0,0,,0
10,1984,1984-11-04,10,21.365,STL,,RAM,L 13-16,0,0,,0
11,1984,1984-11-11,11,22.006,STL,,DAL,L 17-24,0,0,,0
12,1984,1984-11-18,12,22.013,STL,@,NYG,L 10-16,0,0,,0
13,1984,1984-11-25,13,22.020,STL,,PHI,W 17-16,0,0,,0
14,1984,1984-12-02,14,22.027,STL,@,NWE,W 33-10,0,0,,0
15,1984,1984-12-09,15,22.034,STL,,NYG,W 31-21,0,0,,0
16,1984,1984-12-16,16,22.041,STL,@,WAS,L 27-29,2,13,6.50,0
17,1985,1985-09-15,2,22.314,PHI,,RAM,L 6-17,,,,
18,1985,1985-09-22,3,22.321,PHI,@,WAS,W 19-6,,,,
19,1985,1985-09-29,4,22.328,PHI,,NYG,L 10-16,,,,
20,1985,1985-10-06,5,22.335,PHI,@,NOR,L 21-23,,,,
21,1985,1985-10-13,6,22.342,PHI,,STL,W 30-7,,,,
22,1985,1985-10-27,8,22.356,PHI,,BUF,W 21-17,,,,
23,1985,1985-11-03,9,22.363,PHI,@,SFO,L 13-24,,,,
24,1985,1985-11-10,10,23.005,PHI,,ATL,W 23-17,,,,
25,1985,1985-11-17,11,23.012,PHI,@,STL,W 24-14,,,,
26,1985,1985-11-24,12,23.019,PHI,@,DAL,L 17-34,,,,
27,1985,1985-12-01,13,23.026,PHI,,MIN,L 23-28,,,,
28,1985,1985-12-08,14,23.033,PHI,,WAS,L 12-17,,,,
29,1985,1985-12-15,15,23.040,PHI,@,SDG,L 14-20,,,,
30,1985,1985-12-22,16,23.047,PHI,@,MIN,W 37-35,,,,
