ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
45,1998,1998-12-27,16,26.013,ARI,,SDG,W 16-13,,1,,,,,0.0%,,,
46,1999,1999-09-12,1,26.272,ARI,@,PHI,W 25-24,,,,,,,0.0%,,,
47,1999,1999-09-19,2,26.279,ARI,@,MIA,L 16-19,*,,,,,,0.0%,,,
48,1999,1999-09-27,3,26.287,ARI,,SFO,L 10-24,,2,1,7,7.00,0,50.0%,3.50,0,0
49,1999,1999-10-03,4,26.293,ARI,@,DAL,L 7-35,*,2,1,3,3.00,0,50.0%,1.50,0,0
50,1999,1999-10-17,6,26.307,ARI,,WAS,L 10-24,,,,,,,0.0%,,,
51,1999,1999-10-31,7,26.321,ARI,,NWE,L 3-27,,1,,,,,0.0%,,,
52,1999,1999-11-07,8,26.328,ARI,@,NYJ,L 7-12,*,2,2,12,6.00,0,100.0%,6.00,0,0
53,1999,1999-11-14,9,26.335,ARI,,DET,W 23-19,*,2,1,3,3.00,0,50.0%,1.50,0,0
54,1999,1999-11-21,10,26.342,ARI,,DAL,W 13-9,,1,1,3,3.00,0,100.0%,3.00,0,0
55,1999,1999-11-28,11,26.349,ARI,@,NYG,W 34-24,,4,1,9,9.00,1,25.0%,2.25,1,6
56,1999,1999-12-05,12,26.356,ARI,,PHI,W 21-17,,2,2,16,8.00,0,100.0%,8.00,0,0
57,1999,1999-12-12,13,26.363,ARI,@,WAS,L 3-28,,1,,,,,0.0%,,,
58,1999,1999-12-19,14,27.005,ARI,,BUF,L 21-31,,,,,,,0.0%,,,
59,1999,1999-12-26,15,27.012,ARI,@,ATL,L 14-37,,1,1,11,11.00,0,100.0%,11.00,0,0
60,1999,2000-01-02,16,27.019,ARI,@,GNB,L 24-49,,2,1,7,7.00,0,50.0%,3.50,0,0
61,2000,2000-09-03,1,27.264,MIN,,CHI,W 30-27,,,,,,,0.0%,,,
62,2000,2000-09-10,2,27.271,MIN,,MIA,W 13-7,,,,,,,0.0%,,,
63,2000,2000-09-17,3,27.278,MIN,@,NWE,W 21-13,*,3,3,16,5.33,1,100.0%,5.33,1,6
64,2000,2000-10-01,4,27.292,MIN,@,DET,W 31-24,*,,,,,,0.0%,,,
65,2000,2000-10-09,5,27.300,MIN,,TAM,W 30-23,,,,,,,0.0%,,,
66,2000,2000-10-15,6,27.306,MIN,@,CHI,W 28-16,,2,1,9,9.00,0,50.0%,4.50,0,0
67,2000,2000-10-22,7,27.313,MIN,,BUF,W 31-27,,4,3,12,4.00,0,75.0%,3.00,0,0
68,2000,2000-11-06,9,27.328,MIN,@,GNB,L 20-26,,,,,,,0.0%,,,
69,2000,2000-11-12,10,27.334,MIN,,ARI,W 31-14,,1,,,,,0.0%,,,
70,2000,2000-11-19,11,27.341,MIN,,CAR,W 31-17,,,,,,,0.0%,,,
71,2000,2000-11-23,12,27.345,MIN,@,DAL,W 27-15,,3,2,26,13.00,0,66.7%,8.67,0,0
72,2000,2000-11-30,13,27.352,MIN,,DET,W 24-17,*,4,3,28,9.33,0,75.0%,7.00,0,0
73,2000,2000-12-10,14,27.362,MIN,@,STL,L 29-40,*,5,5,53,10.60,1,100.0%,10.60,1,6
74,2000,2000-12-17,15,28.003,MIN,,GNB,L 28-33,*,4,3,32,10.67,1,75.0%,8.00,1,6
75,2000,2000-12-24,16,28.010,MIN,@,IND,L 10-31,*,3,2,4,2.00,0,66.7%,1.33,0,0
