ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
42,1992,1992-12-27,16,24.019,PIT,,CLE,W 23-13,26,103,3.96,1,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,,,,0,0,,0,1,6
43,1993,1993-09-05,1,24.271,PIT,,SFO,L 13-24,17,80,4.71,1,6,6,30,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
44,1993,1993-09-12,2,24.278,PIT,@,RAM,L 0-27,15,50,3.33,0,3,1,-4,-4.00,0,33.3%,-1.33,0,0,,0,0,0,,,,,,0,0,,0,0,0
45,1993,1993-09-19,3,24.285,PIT,,CIN,W 34-7,23,103,4.48,0,5,5,33,6.60,0,100.0%,6.60,0,0,,0,0,0,,,,,,0,0,,0,0,0
46,1993,1993-09-27,4,24.293,PIT,@,ATL,W 45-17,20,63,3.15,3,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,,,,,0,0,,0,3,18
47,1993,1993-10-10,5,24.306,PIT,,SDG,W 16-3,23,110,4.78,0,4,4,24,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
48,1993,1993-10-17,6,24.313,PIT,,NOR,W 37-14,21,75,3.57,1,4,3,35,11.67,1,75.0%,8.75,0,0,,0,0,0,,,,,,0,0,,0,2,12
49,1993,1993-10-24,7,24.320,PIT,@,CLE,L 23-28,28,87,3.11,2,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,,,,,,0,0,,0,2,12
50,1993,1993-11-07,8,24.334,PIT,@,CIN,W 24-16,25,120,4.80,1,6,3,35,11.67,0,50.0%,5.83,0,0,,0,0,0,,,,,,0,0,,0,1,6
51,1993,1993-11-15,9,24.342,PIT,,BUF,W 23-0,5,23,4.60,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
52,1994,1994-09-04,1,25.270,PIT,,DAL,L 9-26,14,44,3.14,0,4,2,7,3.50,0,50.0%,1.75,0,0,,0,0,0,,,,,,0,0,,0,0,0
53,1994,1994-09-11,2,25.277,PIT,@,CLE,W 17-10,31,84,2.71,1,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,,,,,0,0,,0,1,6
54,1994,1994-09-18,3,25.284,PIT,,IND,W 31-21,31,179,5.77,1,4,3,13,4.33,0,75.0%,3.25,0,0,,0,0,0,,,,,,0,0,,0,1,6
55,1994,1994-09-25,4,25.291,PIT,@,SEA,L 13-30,21,96,4.57,0,4,1,7,7.00,0,25.0%,1.75,0,0,,0,0,0,,,,,,0,0,,0,0,0
56,1994,1994-10-03,5,25.299,PIT,,HOU,W 30-14,21,115,5.48,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
57,1994,1994-10-16,6,25.312,PIT,,CIN,W 14-10,1,-3,-3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
58,1994,1994-11-14,10,25.341,PIT,,BUF,W 23-10,8,32,4.00,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,,,,,0,0,,0,0,0
59,1994,1994-11-20,11,25.347,PIT,,MIA,W 16-13,31,88,2.84,1,4,4,29,7.25,0,100.0%,7.25,0,0,,0,0,0,,,,,,0,0,,0,1,6
60,1994,1994-11-27,12,25.354,PIT,@,RAI,W 21-3,20,82,4.10,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
61,1994,1994-12-18,15,26.010,PIT,,CLE,W 17-7,32,106,3.31,1,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,,,,,0,0,,0,1,6
62,1994,1994-12-24,16,26.016,PIT,@,SDG,L 34-37,6,28,4.67,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
