ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2010,2010-10-24,6,22.317,MIA,,PIT,L 22-23,,,,
2,2010,2010-12-25,15,23.014,DAL,@,ARI,L 26-27,,,,
3,2011,2011-10-02,4,23.295,DAL,,DET,L 30-34,,,,
4,2011,2011-10-23,6,23.316,DAL,,STL,W 34-7,,,,
5,2011,2011-12-04,12,23.358,DAL,@,ARI,L 13-19,,,,
6,2011,2011-12-17,14,24.006,DAL,@,TAM,W 31-15,,,,
7,2011,2011-12-24,15,24.013,DAL,,PHI,L 7-20,,,,
8,2012,2012-10-14,5,24.308,IND,@,NYJ,L 9-35,,0.0,1,0
9,2012,2012-10-21,6,24.315,IND,,CLE,W 17-13,,0.0,1,1
10,2012,2012-10-28,7,24.322,IND,@,TEN,W 19-13,,,,
11,2012,2012-11-18,10,24.343,IND,@,NWE,L 24-59,,0.0,0,1
12,2012,2012-12-02,12,24.357,IND,@,DET,W 35-33,,,,
13,2012,2012-12-09,13,24.364,IND,,TEN,W 27-23,,,,
14,2012,2012-12-23,15,25.012,IND,@,KAN,W 20-13,,,,
15,2012,2012-12-30,16,25.019,IND,,HOU,W 28-16,,1.0,1,0
16,2013,2013-09-09,1,25.272,PHI,@,WAS,W 33-27,,0.0,0,1
17,2013,2013-09-15,2,25.278,PHI,,SDG,L 30-33,,,,
18,2013,2013-09-19,3,25.282,PHI,,KAN,L 16-26,,0.0,2,0
19,2013,2013-09-29,4,25.292,PHI,@,DEN,L 20-52,,0.0,1,0
20,2013,2013-10-06,5,25.299,PHI,@,NYG,W 36-21,,,,
21,2013,2013-10-13,6,25.306,PHI,@,TAM,W 31-20,,,,
22,2013,2013-10-20,7,25.313,PHI,,DAL,L 3-17,,0.0,0,1
23,2013,2013-10-27,8,25.320,PHI,,NYG,L 7-15,,0.0,2,1
24,2013,2013-11-03,9,25.327,PHI,@,OAK,W 49-20,,,,
25,2013,2013-11-10,10,25.334,PHI,@,GNB,W 27-13,,0.0,1,0
26,2013,2013-11-17,11,25.341,PHI,,WAS,W 24-16,,,,
27,2013,2013-12-01,12,25.355,PHI,,ARI,W 24-21,,,,
28,2013,2013-12-08,13,25.362,PHI,,DET,W 34-20,*,0.0,2,0
29,2013,2013-12-15,14,26.004,PHI,@,MIN,L 30-48,,,,
30,2013,2013-12-22,15,26.011,PHI,,CHI,W 54-11,,0.0,1,1
31,2013,2013-12-29,16,26.018,PHI,@,DAL,W 24-22,,,,
32,2014,2014-09-07,1,26.270,WAS,@,HOU,L 6-17,,,,
33,2014,2014-09-14,2,26.277,WAS,,JAX,W 41-10,,0.0,1,0
34,2014,2014-09-21,3,26.284,WAS,@,PHI,L 34-37,,0.0,1,0
35,2014,2014-09-25,4,26.288,WAS,,NYG,L 14-45,,0.0,2,1
36,2014,2014-10-06,5,26.299,WAS,,SEA,L 17-27,,,,
37,2014,2014-10-12,6,26.305,WAS,@,ARI,L 20-30,,,,
