ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1997,1997-08-31,1,22.311,CIN,,ARI,W 24-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,41,20.50,0,0,0
2,1997,1997-09-07,2,22.318,CIN,@,BAL,L 10-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,88,29.33,0,0,0
3,1997,1997-09-21,3,22.332,CIN,@,DEN,L 20-38,,5,58,11.60,0,4,4,30,7.50,0,100.0%,7.50,0,0,,0,0,0,,,,,,1,53,53.00,0,0,0
4,1997,1997-09-28,4,22.339,CIN,,NYJ,L 14-31,,9,48,5.33,0,3,2,30,15.00,0,66.7%,10.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
5,1997,1997-10-05,5,22.346,CIN,@,JAX,L 13-21,,7,35,5.00,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
6,1997,1997-10-12,6,22.353,CIN,@,TEN,L 7-30,,8,39,4.88,1,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
7,1997,1997-10-19,7,22.360,CIN,,PIT,L 10-26,,5,8,1.60,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
8,1997,1997-10-26,8,23.002,CIN,@,NYG,L 27-29,,5,8,1.60,1,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
9,1997,1997-11-02,9,23.009,CIN,,SDG,W 38-31,,19,123,6.47,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
10,1997,1997-11-09,10,23.016,CIN,@,IND,W 28-13,,22,97,4.41,1,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,,,,,0,0,,0,1,6
11,1997,1997-11-16,11,23.023,CIN,@,PIT,L 3-20,,19,78,4.11,0,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
12,1997,1997-11-23,12,23.030,CIN,,JAX,W 31-26,,26,88,3.38,1,5,5,48,9.60,0,100.0%,9.60,0,0,,0,0,0,,,,,,0,0,,0,1,6
13,1997,1997-11-30,13,23.037,CIN,@,PHI,L 42-44,,19,114,6.00,0,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,,,,,0,0,,0,0,0
14,1997,1997-12-04,14,23.041,CIN,,TEN,W 41-14,,39,246,6.31,4,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,,,,,,0,0,,0,4,24
15,1997,1997-12-14,15,23.051,CIN,,DAL,W 31-24,,26,127,4.88,1,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0,,,,,,0,0,,0,1,6
16,1997,1997-12-21,16,23.058,CIN,,BAL,W 16-14,,24,60,2.50,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
17,1998,1998-09-06,1,23.317,CIN,,TEN,L 14-23,,19,91,4.79,1,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
18,1998,1998-09-13,2,23.324,CIN,@,DET,W 34-28,,17,77,4.53,1,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
19,1998,1998-09-20,3,23.331,CIN,,GNB,L 6-13,,16,28,1.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
20,1998,1998-09-27,4,23.338,CIN,@,BAL,L 24-31,,25,116,4.64,0,6,2,6,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
21,1998,1998-10-11,5,23.352,CIN,,PIT,W 25-20,,23,99,4.30,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
22,1998,1998-10-18,6,23.359,CIN,@,TEN,L 14-44,,14,124,8.86,1,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
23,1998,1998-10-25,7,24.001,CIN,@,OAK,L 10-27,,13,59,4.54,0,4,3,25,8.33,1,75.0%,6.25,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
24,1998,1998-11-01,8,24.008,CIN,,DEN,L 26-33,,35,110,3.14,0,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
25,1998,1998-11-08,9,24.015,CIN,@,JAX,L 11-24,,16,76,4.75,0,6,6,27,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
26,1998,1998-11-15,10,24.022,CIN,@,MIN,L 3-24,,21,66,3.14,0,3,3,14,4.67,0,100.0%,4.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
27,1998,1998-11-22,11,24.029,CIN,,BAL,L 13-20,,13,35,2.69,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
28,1998,1998-11-29,12,24.036,CIN,,JAX,L 17-34,,16,107,6.69,0,6,4,44,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
29,1998,1998-12-06,13,24.043,CIN,,BUF,L 20-33,,11,43,3.91,1,4,3,2,0.67,0,75.0%,0.50,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
30,1998,1998-12-13,14,24.050,CIN,@,IND,L 26-39,,9,29,3.22,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
31,1998,1998-12-27,16,24.064,CIN,,TAM,L 0-35,,14,70,5.00,0,5,3,51,17.00,0,60.0%,10.20,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
32,1999,1999-09-12,1,24.323,CIN,@,TEN,L 35-36,*,21,66,3.14,1,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,,,,,0,0,,0,1,6
33,1999,1999-09-19,2,24.330,CIN,,SDG,L 7-34,*,12,37,3.08,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
34,1999,1999-09-26,3,24.337,CIN,@,CAR,L 3-27,*,20,113,5.65,0,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
35,1999,1999-10-03,4,24.344,CIN,,STL,L 10-38,*,15,39,2.60,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
36,1999,1999-10-10,5,24.351,CIN,@,CLE,W 18-17,*,28,168,6.00,0,3,1,1,1.00,0,33.3%,0.33,0,0,,0,0,0,,,,,,0,0,,0,0,0
37,1999,1999-10-17,6,24.358,CIN,,PIT,L 3-17,*,16,78,4.88,0,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
38,1999,1999-10-24,7,25.000,CIN,@,IND,L 10-31,*,6,7,1.17,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
39,1999,1999-10-31,8,25.007,CIN,,JAX,L 10-41,*,14,32,2.29,0,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,,,,,0,0,,0,0,0
40,1999,1999-11-07,9,25.014,CIN,@,SEA,L 20-37,*,16,81,5.06,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
41,1999,1999-11-14,10,25.021,CIN,,TEN,L 14-24,*,14,33,2.36,0,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0,,,,,,0,0,,0,0,0
42,1999,1999-11-21,11,25.028,CIN,,BAL,L 31-34,*,15,74,4.93,0,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
43,1999,1999-11-28,12,25.035,CIN,@,PIT,W 27-20,*,23,120,5.22,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,,,,,0,0,,0,0,0
