ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-10-02,3,23.093,BAL,@,CRD,L 13-55,5,24,4.80,0,1,5,5.00,0
2,1950,1950-10-15,4,23.106,BAL,,PHI,L 14-24,9,40,4.44,0,0,0,,0
3,1950,1950-10-22,5,23.113,BAL,@,RAM,L 27-70,6,29,4.83,0,0,0,,0
4,1952,1952-09-28,1,25.089,CHI,@,GNB,W 24-14,1,4,4.00,0,0,0,,0
5,1952,1952-10-26,5,25.117,CHI,@,RAM,L 7-31,3,-3,-1.00,0,1,-2,-2.00,0
6,1952,1952-11-02,6,25.124,CHI,@,SFO,W 20-17,9,46,5.11,0,0,0,,0
7,1952,1952-11-09,7,25.131,CHI,,GNB,L 28-41,2,12,6.00,0,0,0,,0
8,1952,1952-12-07,11,25.159,CHI,@,DET,L 21-45,3,-3,-1.00,0,0,0,,0
9,1953,1953-09-27,1,26.088,CHI,@,BAL,L 9-13,3,3,1.00,0,0,0,,0
10,1953,1953-10-04,2,26.095,CHI,@,GNB,W 17-13,2,10,5.00,0,0,0,,0
11,1953,1953-10-11,3,26.102,CHI,,BAL,L 14-16,1,9,9.00,0,0,0,,0
12,1953,1953-10-18,4,26.109,CHI,,SFO,L 28-35,4,-1,-0.25,0,0,0,,0
13,1953,1953-11-15,8,26.137,CHI,@,WAS,W 27-24,3,9,3.00,0,0,0,,0
14,1953,1953-11-22,9,26.144,CHI,,DET,L 16-20,6,56,9.33,0,1,0,0.00,0
15,1953,1953-11-29,10,26.151,CHI,,RAM,W 24-21,3,44,14.67,0,0,0,,0
16,1953,1953-12-06,11,26.158,CHI,@,DET,L 7-13,0,0,,0,4,74,18.50,0
17,1954,1954-09-26,1,27.087,CHI,@,DET,L 23-48,3,-3,-1.00,0,0,0,,0
18,1954,1954-10-03,2,27.094,CHI,@,GNB,W 10-3,4,-12,-3.00,0,2,4,2.00,0
19,1954,1954-10-10,3,27.101,CHI,,BAL,W 28-9,5,16,3.20,0,0,0,,0
20,1954,1954-11-21,9,27.143,CHI,@,BAL,W 28-13,4,16,4.00,0,0,0,,0
21,1954,1954-12-05,11,27.157,CHI,@,CRD,W 29-7,1,-3,-3.00,0,0,0,,0
22,1954,1954-12-12,12,27.164,CHI,,DET,W 28-24,1,24,24.00,0,1,-4,-4.00,0
23,1955,1955-10-09,3,28.100,PIT,,NYG,W 30-23,3,6,2.00,0,1,12,12.00,0
24,1955,1955-10-15,4,28.106,PIT,,PHI,W 13-7,7,34,4.86,0,2,17,8.50,0
25,1955,1955-10-23,5,28.114,PIT,@,NYG,W 19-17,1,-6,-6.00,0,0,0,,0
26,1955,1955-10-30,6,28.121,PIT,@,PHI,L 0-24,2,-5,-2.50,0,0,0,,0
27,1955,1955-11-13,8,28.135,PIT,,DET,L 28-31,1,4,4.00,0,2,11,5.50,0
28,1955,1955-11-20,9,28.142,PIT,@,CLE,L 14-41,2,-1,-0.50,0,1,36,36.00,0
29,1955,1955-11-27,10,28.149,PIT,,WAS,L 14-23,2,1,0.50,0,2,6,3.00,0
30,1955,1955-12-04,11,28.156,PIT,,CLE,L 7-30,0,0,,0,1,-6,-6.00,0
