ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1996,1996-11-17,11,23.356,IND,,NYJ,W 34-29,,0,0,0,,0,0.0%,,0,0,,0,1,16,16.00,0,0,0
2,1996,1996-11-24,12,23.363,IND,@,NWE,L 13-27,,0,,,,,0.0%,,,,,,0,0,,0,,
3,1996,1996-12-01,13,24.004,IND,,BUF,W 13-10,,,,,,,0.0%,,,,,,0,0,,0,,
4,1996,1996-12-05,14,24.008,IND,,PHI,W 37-10,,,,,,,0.0%,,,,,,0,0,,0,,
5,1996,1996-12-15,15,24.018,IND,@,KAN,W 24-19,,,,,,,0.0%,,,,,,0,0,,0,,
6,1996,1996-12-22,16,24.025,IND,@,CIN,L 24-31,,0,,,,,0.0%,,,,,,0,0,,0,,
7,1997,1997-08-31,1,24.277,IND,@,MIA,L 10-16,,,,,,,0.0%,,,,,,0,0,,0,,
8,1997,1997-09-07,2,24.284,IND,,NWE,L 6-31,,0,,,,,0.0%,,,,,,0,0,,0,,
9,1997,1997-09-14,3,24.291,IND,,SEA,L 3-31,,,,,,,0.0%,,,,,,0,0,,0,,
10,1997,1997-09-21,4,24.298,IND,@,BUF,L 35-37,,,,,,,0.0%,,,,,,0,0,,0,,
11,1997,1997-10-05,5,24.312,IND,,NYJ,L 12-16,,0,,,,,0.0%,,,,,,0,0,,0,,
12,1997,1997-10-12,6,24.319,IND,@,PIT,L 22-24,,,,,,,0.0%,,,,,,0,0,,0,,
13,1997,1997-10-20,7,24.327,IND,,BUF,L 6-9,,,,,,,0.0%,,,,,,0,0,,0,,
14,1997,1997-10-26,8,24.333,IND,@,SDG,L 19-35,,,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,0,0
15,1997,1997-11-02,9,24.340,IND,,TAM,L 28-31,,0,,,,,0.0%,,,,,,0,0,,0,,
