ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1970,1970-09-19,1,25.276,CHI,@,NYG,W 24-16,,,,,,
2,1970,1970-09-27,2,25.284,CHI,,PHI,W 20-16,,,,,,
3,1970,1970-10-05,3,25.292,CHI,@,DET,L 14-28,,,,,,
4,1970,1970-10-11,4,25.298,CHI,,MIN,L 0-24,,,,,,
5,1970,1970-10-18,5,25.305,CHI,,SDG,L 7-20,1,6,6.00,0,0,0
6,1970,1970-10-25,6,25.312,CHI,,DET,L 10-16,,,,,,
7,1970,1970-11-01,7,25.319,CHI,@,ATL,W 23-14,,,,,,
8,1970,1970-11-08,8,25.326,CHI,,SFO,L 16-37,1,14,14.00,0,0,0
9,1970,1970-11-15,9,25.333,CHI,@,GNB,L 19-20,1,11,11.00,0,0,0
10,1970,1970-11-22,10,25.340,CHI,,BUF,W 31-13,,,,,,
11,1970,1970-11-29,11,25.347,CHI,@,BAL,L 20-21,2,2,1.00,1,1,6
12,1970,1970-12-05,12,25.353,CHI,@,MIN,L 13-16,1,11,11.00,0,0,0
13,1970,1970-12-13,13,25.361,CHI,,GNB,W 35-17,,,,,,
14,1970,1970-12-20,14,26.003,CHI,@,NOR,W 24-3,,,,,,
15,1971,1971-09-19,1,26.276,CHI,,PIT,W 17-15,,,,,,
16,1971,1971-09-26,2,26.283,CHI,@,MIN,W 20-17,,,,,,
17,1971,1971-10-03,3,26.290,CHI,@,RAM,L 3-17,,,,,,
18,1971,1971-10-10,4,26.297,CHI,,NOR,W 35-14,,,,,,
19,1971,1971-10-17,5,26.304,CHI,@,SFO,L 0-13,,,,,,
20,1971,1971-10-24,6,26.311,CHI,@,DET,W 28-23,,,,,,
21,1971,1971-10-31,7,26.318,CHI,,DAL,W 23-19,,,,,,
22,1971,1971-11-07,8,26.325,CHI,,GNB,L 14-17,,,,,,
23,1971,1971-11-14,9,26.332,CHI,,WAS,W 16-15,,,,,,
24,1971,1971-11-21,10,26.339,CHI,,DET,L 3-28,,,,,,
25,1971,1971-11-29,11,26.347,CHI,@,MIA,L 3-34,,,,,,
26,1971,1971-12-05,12,26.353,CHI,@,DEN,L 3-6,,,,,,
27,1971,1971-12-12,13,26.360,CHI,@,GNB,L 10-31,,,,,,
28,1971,1971-12-19,14,27.002,CHI,,MIN,L 10-27,,,,,,
29,1972,1972-09-17,1,27.275,CHI,,ATL,L 21-37,,,,,,
30,1972,1972-09-24,2,27.282,CHI,,RAM,T 13-13,,,,,,
31,1972,1972-10-01,3,27.289,CHI,,DET,L 24-38,,,,,,
32,1972,1972-10-08,4,27.296,CHI,@,GNB,L 17-20,,,,,,
33,1972,1972-10-15,5,27.303,CHI,@,CLE,W 17-0,,,,,,
34,1972,1972-10-23,6,27.311,CHI,,MIN,W 13-10,,,,,,
35,1972,1972-10-29,7,27.317,CHI,@,STL,W 27-10,,,,,,
36,1972,1972-11-05,8,27.324,CHI,@,DET,L 0-14,,,,,,
37,1972,1972-11-12,9,27.331,CHI,,GNB,L 17-23,,,,,,
38,1972,1972-11-19,10,27.338,CHI,,SFO,L 21-34,,,,,,
39,1972,1972-11-26,11,27.345,CHI,,CIN,L 3-13,,,,,,
40,1972,1972-12-03,12,27.352,CHI,@,MIN,L 10-23,,,,,,
41,1972,1972-12-10,13,27.359,CHI,@,PHI,W 21-12,,,,,,
42,1972,1972-12-17,14,28.000,CHI,@,OAK,L 21-28,,,,,,
43,1973,1973-09-16,1,28.273,CHI,,DAL,L 17-20,,,,,,
44,1973,1973-09-23,2,28.280,CHI,,MIN,L 13-22,,,,,,
45,1973,1973-09-30,3,28.287,CHI,@,DEN,W 33-14,,,,,,
46,1973,1973-10-07,4,28.294,CHI,@,NOR,L 16-21,,,,,,
47,1973,1973-10-14,5,28.301,CHI,@,ATL,L 6-46,,,,,,
48,1973,1973-10-21,6,28.308,CHI,,NWE,L 10-13,,,,,,
49,1973,1973-10-28,7,28.315,CHI,,HOU,W 35-14,,,,,,
50,1973,1973-11-04,8,28.322,CHI,@,GNB,W 31-17,,,,,,
51,1973,1973-11-12,9,28.330,CHI,@,KAN,L 7-19,,,,,,
52,1973,1973-11-18,10,28.336,CHI,,DET,L 7-30,,,,,,
53,1973,1973-11-25,11,28.343,CHI,@,MIN,L 13-31,,,,,,
54,1973,1973-12-02,12,28.350,CHI,,RAM,L 0-26,,,,,,
55,1973,1973-12-09,13,28.357,CHI,@,DET,L 7-40,,,,,,
56,1973,1973-12-16,14,28.364,CHI,,GNB,L 0-21,,,,,,
57,1974,1974-09-22,2,29.279,CHI,,NYJ,L 21-23,,,,,,
58,1974,1974-09-29,3,29.286,CHI,@,MIN,L 7-11,,,,,,
59,1974,1974-10-06,4,29.293,CHI,,NOR,W 24-10,,,,,,
60,1974,1974-10-27,7,29.314,CHI,@,BUF,L 6-16,,,,,,
61,1974,1974-11-03,8,29.321,CHI,,MIN,L 0-17,,,,,,
62,1974,1974-11-10,9,29.328,CHI,@,GNB,L 3-20,,,,,,
63,1974,1974-11-17,10,29.335,CHI,,SFO,L 0-34,,,,,,
64,1974,1974-11-24,11,29.342,CHI,@,DET,L 17-34,,,,,,
65,1974,1974-12-01,12,29.349,CHI,,NYG,W 16-13,,,,,,
66,1974,1974-12-08,13,29.356,CHI,@,SDG,L 21-28,,,,,,
67,1974,1974-12-15,14,29.363,CHI,@,WAS,L 0-42,,,,,,
