ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2015,2015-09-13,1,22.350,SEA,@,STL,L 31-34,,4,4,34,8.50,0,100.0%,8.50,0,0,,0,2,56,28.00,0,2,63,31.50,1,1,6
2,2015,2015-09-20,2,22.357,SEA,@,GNB,L 17-27,*,2,2,17,8.50,0,100.0%,8.50,0,0,,0,4,79,19.75,0,2,22,11.00,0,0,0
3,2015,2015-09-27,3,22.364,SEA,,CHI,W 26-0,*,1,0,0,,0,0.0%,0.00,0,0,,0,1,105,105.00,1,3,9,3.00,0,1,6
4,2015,2015-10-05,4,23.007,SEA,,DET,W 13-10,*,5,4,58,14.50,0,80.0%,11.60,1,1,1.00,0,2,30,15.00,0,5,42,8.40,0,0,0
5,2015,2015-10-11,5,23.013,SEA,@,CIN,L 24-27,,5,2,29,14.50,0,40.0%,5.80,0,0,,0,1,21,21.00,0,2,8,4.00,0,0,0
6,2015,2015-10-18,6,23.020,SEA,,CAR,L 23-27,,2,0,0,,0,0.0%,0.00,0,0,,0,2,27,13.50,0,4,28,7.00,0,0,0
7,2015,2015-10-22,7,23.024,SEA,@,SFO,W 20-3,,5,5,79,15.80,1,100.0%,15.80,0,0,,0,1,20,20.00,0,5,11,2.20,0,1,6
8,2015,2015-11-01,8,23.034,SEA,@,DAL,W 13-12,,4,3,36,12.00,0,75.0%,9.00,0,0,,0,1,18,18.00,0,1,12,12.00,0,0,0
9,2015,2015-11-15,9,23.048,SEA,,ARI,L 32-39,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,5,104,20.80,0,1,0,0.00,0,0,0
10,2015,2015-11-22,10,23.055,SEA,,SFO,W 29-13,,5,4,48,12.00,2,80.0%,9.60,1,5,5.00,0,0,0,,0,4,1,0.25,0,2,12
11,2015,2015-11-29,11,23.062,SEA,,PIT,W 39-30,*,3,3,38,12.67,0,100.0%,12.67,0,0,,0,5,148,29.60,0,0,0,,0,0,0
12,2015,2015-12-06,12,23.069,SEA,@,MIN,W 38-7,,7,7,90,12.86,0,100.0%,12.86,1,7,7.00,0,1,47,47.00,0,3,19,6.33,0,0,0
13,2015,2015-12-13,13,23.076,SEA,@,BAL,W 35-6,*,7,6,104,17.33,2,85.7%,14.86,0,0,,0,0,0,,0,1,0,0.00,0,2,12
14,2015,2015-12-20,14,23.083,SEA,,CLE,W 30-13,,7,5,55,11.00,1,71.4%,7.86,0,0,,0,4,91,22.75,0,1,5,5.00,0,1,6
15,2015,2015-12-27,15,23.090,SEA,,STL,L 17-23,*,7,3,33,11.00,0,42.9%,4.71,0,0,,0,4,106,26.50,0,2,20,10.00,0,0,0
16,2015,2016-01-03,16,23.097,SEA,@,ARI,W 36-6,*,4,2,36,18.00,0,50.0%,9.00,2,7,3.50,0,0,0,,0,4,139,34.75,0,0,0
17,2016,2016-09-11,1,23.349,SEA,,MIA,W 12-10,*,8,3,17,5.67,0,37.5%,2.13,0,0,,0,0,0,,0,3,40,13.33,0,0,0
18,2016,2016-09-18,2,23.356,SEA,@,LAR,L 3-9,*,4,4,99,24.75,0,100.0%,24.75,0,0,,0,0,0,,0,0,0,,0,0,0
19,2016,2016-09-25,3,23.363,SEA,,SFO,W 37-18,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,70,23.33,0,0,0
20,2016,2016-10-02,4,24.004,SEA,@,NYJ,W 27-17,,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,2,8,4.00,0,0,0
21,2016,2016-10-16,5,24.018,SEA,,ATL,W 26-24,*,5,3,23,7.67,0,60.0%,4.60,1,2,2.00,0,4,85,21.25,0,3,21,7.00,0,0,0
22,2016,2016-10-23,6,24.025,SEA,@,ARI,T 6-6,*,2,2,13,6.50,0,100.0%,6.50,0,0,,0,2,51,25.50,0,1,0,0.00,0,0,0
23,2016,2016-10-30,7,24.032,SEA,@,NOR,L 20-25,*,4,4,32,8.00,0,100.0%,8.00,0,0,,0,4,115,28.75,0,2,14,7.00,0,0,0
24,2016,2016-11-07,8,24.040,SEA,,BUF,W 31-25,*,2,1,17,17.00,0,50.0%,8.50,1,13,13.00,0,1,43,43.00,0,2,20,10.00,0,0,0
