ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2006,2006-11-12,9,22.259,GNB,@,MIN,W 23-17,,,,,,,,,,,0.0%,,,,,,
2,2008,2008-11-16,10,24.264,DEN,@,ATL,W 24-20,,4,35,8.75,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
3,2008,2008-11-23,11,24.271,DEN,,OAK,L 10-31,,,,,,,,,,,0.0%,,,,,,
4,2008,2008-11-30,12,24.278,DEN,@,NYJ,W 34-17,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,0,1
5,2008,2008-12-14,14,24.292,DEN,@,CAR,L 10-30,,7,51,7.29,0,3,3,24,8.00,1,100.0%,8.00,1,6,0.0,0,0
6,2008,2008-12-21,15,24.299,DEN,,BUF,L 23-30,*,6,44,7.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
