ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1996,1996-09-29,4,22.094,ATL,@,SFO,L 17-39,,,,,,,,,,,,,,,
2,1996,1996-10-06,5,22.101,ATL,@,DET,L 24-28,,,,,,,,,,,,,,,
3,1996,1996-10-13,6,22.108,ATL,,HOU,L 13-23,,,,,,,,,,,,,,,
4,1996,1996-10-20,7,22.115,ATL,@,DAL,L 28-32,,,,,,,,,,,,,,,
5,1996,1996-10-27,8,22.122,ATL,,PIT,L 17-20,,,,,,,,,,,,,,,
6,1996,1996-11-03,9,22.129,ATL,,CAR,W 20-17,,,,,,,,,,,,,,,
7,1996,1996-11-10,10,22.136,ATL,@,STL,L 16-59,,,,,,,,,,,,,,,
8,1996,1996-11-24,12,22.150,ATL,@,CIN,L 31-41,,,,,,,,,,,,,,,
9,1996,1996-12-02,13,22.158,ATL,,SFO,L 10-34,,,,,,,,,,,,,,,
10,1997,1997-08-31,1,23.065,ATL,@,DET,L 17-28,,0,0,,0,,,,,,,,,,
11,1997,1997-09-07,2,23.072,ATL,,CAR,L 6-9,,0,0,,0,,,,,,,,,,
12,1997,1997-09-14,3,23.079,ATL,,OAK,L 31-36,,1,34,34.00,0,0,0,,0,0,0,0.0,0,0,0
13,1997,1997-09-21,4,23.086,ATL,@,SFO,L 7-34,,0,0,,0,,,,,,,,,,
14,1997,1997-09-28,5,23.093,ATL,,DEN,L 21-29,,1,15,15.00,0,0,0,,0,0,0,0.0,0,0,0
15,1997,1997-10-12,6,23.107,ATL,@,NOR,W 23-17,,0,0,,0,,,,,,,,,,
16,1997,1997-10-19,7,23.114,ATL,,SFO,L 28-35,,1,19,19.00,0,0,0,,0,0,0,0.0,0,0,0
17,1997,1997-10-26,8,23.121,ATL,@,CAR,L 12-21,,1,15,15.00,0,0,0,,0,0,0,0.0,0,0,0
18,1997,1997-11-02,9,23.128,ATL,,STL,W 34-31,,1,23,23.00,0,0,0,,0,0,0,0.0,0,0,0
19,1997,1997-11-09,10,23.135,ATL,,TAM,L 10-31,,0,0,,0,,,,,,,,,,
20,1997,1997-11-23,12,23.149,ATL,,NOR,W 20-3,,0,0,,0,,,,,,,,,,
21,1997,1997-11-30,13,23.156,ATL,@,SEA,W 24-17,,0,0,,0,,,,,,,,,,
22,1997,1997-12-14,15,23.170,ATL,,PHI,W 20-17,,0,0,,0,,,,,,,,,,
23,1997,1997-12-21,16,23.177,ATL,@,ARI,L 26-29,,0,0,,0,,,,,,,,,,
24,1998,1998-09-06,1,24.071,ATL,@,CAR,W 19-14,,,,,,,,,,,,,,,
25,1998,1998-09-13,2,24.078,ATL,,PHI,W 17-12,,,,,,,,,,,,,,,
26,1998,1998-09-27,3,24.092,ATL,@,SFO,L 20-31,,,,,,,,,,,,,,,
27,1998,1998-10-05,5,24.100,GNB,,MIN,L 24-37,,,,,,,,,,,,,,,
28,1998,1998-10-15,6,24.110,GNB,@,DET,L 20-27,,,,,,,,,,,,,,,
29,1998,1998-11-01,8,24.127,CAR,,NOR,W 31-17,,,,,,,,,,,,,,,
30,1998,1998-11-08,9,24.134,CAR,@,SFO,L 23-25,,,,,,,,,,,,,,,
