ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1970,1970-09-20,1,22.223,BUF,,DEN,L 10-25,1,1,100.0,1,1,100.0,0,4
2,1970,1970-10-04,3,22.237,BUF,,NYJ,W 34-31,4,4,100.0,2,2,100.0,0,10
3,1970,1970-10-11,4,22.244,BUF,@,PIT,L 10-23,1,1,100.0,1,2,50.0,0,4
4,1970,1970-10-18,5,22.251,BUF,,MIA,L 14-33,2,2,100.0,,1,0.0,0,2
5,1970,1970-10-25,6,22.258,BUF,@,NYJ,W 10-6,1,1,100.0,1,3,33.3,0,4
6,1970,1970-11-01,7,22.265,BUF,@,BOS,W 45-10,6,6,100.0,1,2,50.0,0,9
7,1970,1970-11-08,8,22.272,BUF,,CIN,L 14-43,2,2,100.0,,1,0.0,0,2
8,1970,1970-11-15,9,22.279,BUF,@,BAL,T 17-17,2,2,100.0,1,2,50.0,0,5
9,1970,1970-11-22,10,22.286,BUF,@,CHI,L 13-31,1,2,50.0,,1,0.0,0,1
10,1970,1970-11-29,11,22.293,BUF,,BOS,L 10-14,1,1,100.0,1,1,100.0,0,4
11,1970,1970-12-06,12,22.300,BUF,@,NYG,L 6-20,,,,2,3,66.7,0,6
12,1970,1970-12-13,13,22.307,BUF,,BAL,L 14-20,2,2,100.0,,,,0,2
13,1970,1970-12-20,14,22.314,BUF,@,MIA,L 7-45,1,1,100.0,,,,0,1
14,1971,1971-09-19,1,23.222,BUF,,DAL,L 37-49,4,5,80.0,1,2,50.0,0,7
15,1971,1971-09-26,2,23.229,BUF,,MIA,L 14-29,2,2,100.0,,1,0.0,0,2
16,1971,1971-10-03,3,23.236,BUF,@,MIN,L 0-19,,,,,1,0.0,0,0
17,1971,1971-10-10,4,23.243,BUF,,BAL,L 0-43,,,,,1,0.0,0,0
18,1971,1971-10-17,5,23.250,BUF,@,NYJ,L 17-28,2,2,100.0,1,1,100.0,0,5
19,1971,1971-10-23,6,23.256,BUF,@,SDG,L 3-20,,,,1,4,25.0,0,3
