ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1967,1967-12-10,12,22.015,HOU,,OAK,L 7-19,0,0,,0,1,23,0
2,1968,1968-11-17,11,22.358,HOU,,DEN,W 38-17,0,0,,0,1,9,0
3,1969,1969-10-05,4,23.314,HOU,,BUF,W 28-14,0,0,,0,1,26,0
4,1969,1969-11-23,11,23.363,HOU,@,MIA,W 32-7,0,0,,0,1,9,0
5,1970,1970-09-20,1,24.299,HOU,@,PIT,W 19-7,,,,,,,
6,1970,1970-09-27,2,24.306,HOU,,MIA,L 10-20,,,,,,,
7,1970,1970-10-04,3,24.313,HOU,@,CIN,W 20-13,,,,,,,
8,1970,1970-10-11,4,24.320,HOU,,BAL,L 20-24,,,,,,,
9,1970,1970-10-18,5,24.327,HOU,,PIT,L 3-7,,,,,,,
10,1970,1970-10-25,6,24.334,HOU,@,SDG,T 31-31,,,,,,,
11,1970,1970-11-01,7,24.341,HOU,@,STL,L 0-44,,,,,,,
12,1971,1971-09-19,1,25.298,HOU,@,CLE,L 0-31,,,,,,,
13,1971,1971-10-24,6,25.333,HOU,@,PIT,L 16-23,,,,,,,
14,1971,1971-10-31,7,25.340,HOU,,CIN,W 10-6,,,,,,,
15,1971,1971-11-07,8,25.347,HOU,@,NWE,L 20-28,,,,,,,
16,1971,1971-11-14,9,25.354,HOU,@,OAK,L 21-41,,,,,,,
17,1971,1971-11-21,10,25.361,HOU,@,CIN,L 13-28,,,,,,,
18,1971,1971-11-28,11,26.003,HOU,,CLE,L 24-37,,,,,,,
19,1971,1971-12-05,12,26.010,HOU,,PIT,W 29-3,,,,,,,
20,1971,1971-12-12,13,26.017,HOU,@,BUF,W 20-14,,,,,,,
21,1971,1971-12-19,14,26.024,HOU,,SDG,W 49-33,,,,,,,
22,1972,1972-09-17,1,26.297,HOU,@,DEN,L 17-30,,,,,,,
23,1972,1972-09-24,2,26.304,HOU,@,MIA,L 13-34,,,,,,,
24,1972,1972-10-01,3,26.311,HOU,,NYJ,W 26-20,,,,,,,
25,1972,1972-10-09,4,26.319,HOU,,OAK,L 0-34,,,,,,,
26,1972,1972-10-22,6,26.332,HOU,,CLE,L 17-23,,,,,,,
27,1972,1972-11-12,9,26.353,PIT,,KAN,W 16-7,,,,,,,
28,1972,1972-11-19,10,26.360,PIT,@,CLE,L 24-26,,,,,,,
29,1972,1972-11-26,11,27.001,PIT,,MIN,W 23-10,,,,,,,
30,1972,1972-12-03,12,27.008,PIT,,CLE,W 30-0,,,,,,,
31,1972,1972-12-10,13,27.015,PIT,@,HOU,W 9-3,,,,,,,
32,1972,1972-12-17,14,27.022,PIT,@,SDG,W 24-2,,,,,,,
33,1973,1973-09-16,1,27.295,PIT,,DET,W 24-10,,,,,,,
34,1973,1973-09-23,2,27.302,PIT,,CLE,W 33-6,,,,,,,
35,1973,1973-10-14,5,27.323,PIT,@,CIN,L 7-19,,,,,,,
36,1973,1973-10-21,6,27.330,PIT,,NYJ,W 26-14,,,,,,,
37,1973,1973-10-28,7,27.337,PIT,,CIN,W 20-13,,,,,,,
38,1973,1973-11-05,8,27.345,PIT,,WAS,W 21-16,,,,,,,
39,1973,1973-11-11,9,27.351,PIT,@,OAK,W 17-9,1,9,9.00,0,0,0,0
40,1973,1973-11-18,10,27.358,PIT,,DEN,L 13-23,,,,,,,
41,1973,1973-11-25,11,28.000,PIT,@,CLE,L 16-21,,,,,,,
42,1973,1973-12-03,12,28.008,PIT,@,MIA,L 26-30,,,,,,,
43,1973,1973-12-09,13,28.014,PIT,,HOU,W 33-7,,,,,,,
44,1973,1973-12-15,14,28.020,PIT,@,SFO,W 37-14,,,,,,,
45,1974,1974-09-15,1,28.294,NWE,,MIA,W 34-24,,,,,,,
46,1974,1974-09-22,2,28.301,NWE,@,NYG,W 28-20,,,,,,,
47,1974,1974-09-29,3,28.308,NWE,,RAM,W 20-14,,,,,,,
48,1974,1974-10-06,4,28.315,NWE,,BAL,W 42-3,,,,,,,
49,1974,1974-10-13,5,28.322,NWE,@,NYJ,W 24-0,,,,,,,
50,1974,1974-10-20,6,28.329,NWE,@,BUF,L 28-30,,,,,,,
51,1974,1974-10-27,7,28.336,NWE,@,MIN,W 17-14,,,,,,,
52,1974,1974-11-03,8,28.343,NWE,,BUF,L 28-29,,,,,,,
53,1974,1974-11-10,9,28.350,NWE,,CLE,L 14-21,,,,,,,
54,1974,1974-11-17,10,28.357,NWE,,NYJ,L 16-21,,,,,,,
55,1974,1974-11-24,11,28.364,NWE,@,BAL,W 27-17,,,,,,,
56,1974,1974-12-01,12,29.006,NWE,@,OAK,L 26-41,,,,,,,
