ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,1995,1995-09-03,1,21.296,SDG,@,OAK,L 7-17,,,,
2,1995,1995-09-10,2,21.303,SDG,,SEA,W 14-10,,,,
3,1995,1995-09-17,3,21.310,SDG,@,PHI,W 27-21,,,,
4,1995,1995-09-24,4,21.317,SDG,,DEN,W 17-6,,,,
5,1995,1995-10-01,5,21.324,SDG,@,PIT,L 16-31,,,,
6,1995,1995-10-09,6,21.332,SDG,@,KAN,L 23-29,,,,
7,1995,1995-10-15,7,21.338,SDG,,DAL,L 9-23,,,,
8,1995,1995-10-22,8,21.345,SDG,@,SEA,W 35-25,,1,31,0
9,1995,1995-11-05,9,21.359,SDG,,MIA,L 14-24,,,,
10,1995,1995-11-12,10,22.001,SDG,,KAN,L 7-22,,,,
11,1995,1995-11-19,11,22.008,SDG,@,DEN,L 27-30,,,,
12,1995,1995-11-27,12,22.016,SDG,,OAK,W 12-6,,,,
13,1995,1995-12-03,13,22.022,SDG,,CLE,W 31-13,,,,
14,1995,1995-12-09,14,22.028,SDG,,ARI,W 28-25,,,,
15,1995,1995-12-17,15,22.036,SDG,@,IND,W 27-24,,,,
16,1995,1995-12-23,16,22.042,SDG,@,NYG,W 27-17,,,,
17,1996,1996-09-01,1,22.295,SDG,,SEA,W 29-7,,1,22,0
18,1996,1996-09-08,2,22.302,SDG,,CIN,W 27-14,,,,
19,1996,1996-09-15,3,22.309,SDG,@,GNB,L 10-42,,,,
20,1996,1996-09-22,4,22.316,SDG,@,OAK,W 40-34,,,,
21,1996,1996-09-29,5,22.323,SDG,,KAN,W 22-19,,,,
22,1996,1996-10-06,6,22.330,SDG,@,DEN,L 17-28,,,,
23,1996,1996-10-21,7,22.345,SDG,,OAK,L 14-23,,1,20,0
24,1996,1996-10-27,8,22.351,SDG,@,SEA,L 13-32,,,,
25,1996,1996-11-03,9,22.358,SDG,@,IND,W 26-19,,1,36,0
26,1996,1996-11-11,10,23.000,SDG,,DET,W 27-21,,,,
27,1996,1996-11-17,11,23.006,SDG,,TAM,L 17-25,,,,
28,1996,1996-11-24,12,23.013,SDG,@,KAN,W 28-14,,,,
29,1996,1996-12-01,13,23.020,SDG,,NWE,L 7-45,,,,
30,1996,1996-12-08,14,23.027,SDG,@,PIT,L 3-16,,,,
31,1996,1996-12-14,15,23.033,SDG,@,CHI,L 14-27,,,,
32,1996,1996-12-22,16,23.041,SDG,,DEN,W 16-10,,,,
33,1997,1997-08-31,1,23.293,SDG,@,NWE,L 7-41,,,,
34,1997,1997-09-07,2,23.300,SDG,@,NOR,W 20-6,,,,
35,1997,1997-09-14,3,23.307,SDG,,CAR,L 7-26,,,,
36,1997,1997-09-21,4,23.314,SDG,@,SEA,L 22-26,,1,11,0
37,1997,1997-10-05,6,23.328,SDG,@,OAK,W 25-10,,,,
38,1997,1997-10-16,7,23.339,SDG,@,KAN,L 3-31,,,,
39,1997,1997-10-26,8,23.349,SDG,,IND,W 35-19,,,,
40,1997,1997-11-02,9,23.356,SDG,@,CIN,L 31-38,,,,
41,1997,1997-11-09,10,23.363,SDG,,SEA,L 31-37,,,,
42,1997,1997-11-16,11,24.005,SDG,,OAK,L 13-38,,,,
43,1997,1997-11-23,12,24.012,SDG,@,SFO,L 10-17,,,,
44,1997,1997-11-30,13,24.019,SDG,,DEN,L 28-38,,,,
45,1997,1997-12-07,14,24.026,SDG,,ATL,L 3-14,,,,
46,1997,1997-12-14,15,24.033,SDG,,KAN,L 7-29,,,,
47,1997,1997-12-21,16,24.040,SDG,@,DEN,L 3-38,,,,
48,1998,1998-09-06,1,24.299,SDG,,BUF,W 16-14,,1,0,0
49,1998,1998-09-13,2,24.306,SDG,@,TEN,W 13-7,,,,
50,1998,1998-09-20,3,24.313,SDG,@,KAN,L 7-23,,,,
51,1998,1998-09-27,4,24.320,SDG,,NYG,L 16-34,,,,
52,1998,1998-10-04,5,24.327,SDG,@,IND,L 12-17,,,,
53,1998,1998-10-11,6,24.334,SDG,@,OAK,L 6-7,,,,
54,1998,1998-10-18,7,24.341,SDG,,PHI,W 13-10,,,,
55,1998,1998-10-25,8,24.348,SDG,,SEA,L 20-27,,,,
56,1998,1998-11-08,9,24.362,SDG,@,DEN,L 10-27,,,,
57,1998,1998-11-15,10,25.004,SDG,,BAL,W 14-13,,1,0,0
58,1998,1998-11-22,11,25.011,SDG,,KAN,W 38-37,,,,
59,1998,1998-12-20,15,25.039,SDG,,OAK,L 10-17,,,,
