ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
197,2009,2009-11-29,11,35.316,BAL,,PIT,W 20-17,*,12,7,62,8.86,1,58.3%,5.17,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
198,2009,2009-12-07,12,35.324,BAL,@,GNB,L 14-27,*,6,2,13,6.50,0,33.3%,2.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
199,2009,2009-12-13,13,35.330,BAL,,DET,W 48-3,*,6,5,94,18.80,1,83.3%,15.67,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
200,2009,2009-12-20,14,35.337,BAL,,CHI,W 31-7,*,10,6,87,14.50,1,60.0%,8.70,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
201,2009,2009-12-27,15,35.344,BAL,@,PIT,L 20-23,*,13,7,77,11.00,0,53.8%,5.92,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,1
202,2009,2010-01-03,16,35.351,BAL,@,OAK,W 21-13,*,3,1,23,23.00,0,33.3%,7.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
203,2010,2010-09-13,1,36.239,BAL,@,NYJ,W 10-9,*,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
204,2010,2010-09-19,2,36.245,BAL,@,CIN,L 10-15,*,6,1,31,31.00,1,16.7%,5.17,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,2,0
205,2010,2010-09-26,3,36.252,BAL,,CLE,W 24-17,*,8,4,30,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
206,2010,2010-10-03,4,36.259,BAL,@,PIT,W 17-14,*,8,6,80,13.33,0,75.0%,10.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
207,2010,2010-10-10,5,36.266,BAL,,DEN,W 31-17,*,6,3,47,15.67,0,50.0%,7.83,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
208,2010,2010-10-17,6,36.273,BAL,@,NWE,L 20-23,*,10,8,100,12.50,0,80.0%,10.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
209,2010,2010-10-24,7,36.280,BAL,,BUF,W 37-34,*,3,2,48,24.00,0,66.7%,16.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
210,2010,2010-11-07,8,36.294,BAL,,MIA,W 26-10,*,5,4,42,10.50,1,80.0%,8.40,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
211,2010,2010-11-11,9,36.298,BAL,@,ATL,L 21-26,*,6,4,48,12.00,1,66.7%,8.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
212,2010,2010-11-21,10,36.308,BAL,@,CAR,W 37-13,*,6,3,42,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
213,2010,2010-11-28,11,36.315,BAL,,TAM,W 17-10,*,13,8,87,10.88,1,61.5%,6.69,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
214,2010,2010-12-05,12,36.322,BAL,,PIT,L 10-13,*,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
215,2010,2010-12-13,13,36.330,BAL,@,HOU,W 34-28,*,10,6,78,13.00,2,60.0%,7.80,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
216,2010,2010-12-19,14,36.336,BAL,,NOR,W 30-24,*,2,1,42,42.00,0,50.0%,21.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
217,2010,2010-12-26,15,36.343,BAL,@,CLE,W 20-10,,6,4,50,12.50,1,66.7%,8.33,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
218,2010,2011-01-02,16,36.350,BAL,,CIN,W 13-7,*,3,3,34,11.33,0,100.0%,11.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
219,2011,2011-09-11,1,37.237,NYJ,,DAL,W 27-24,,6,3,19,6.33,0,50.0%,3.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
220,2011,2011-09-18,2,37.244,NYJ,,JAX,W 32-3,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
221,2011,2011-09-25,3,37.251,NYJ,@,OAK,L 24-34,*,10,6,45,7.50,0,60.0%,4.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
222,2011,2011-10-02,4,37.258,NYJ,@,BAL,L 17-34,*,3,2,37,18.50,0,66.7%,12.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
223,2011,2011-10-09,5,37.265,NYJ,@,NWE,L 21-30,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
224,2011,2011-10-16,6,37.272,HOU,@,BAL,L 14-29,,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
225,2011,2011-10-23,7,37.279,HOU,@,TEN,W 41-7,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
226,2011,2011-10-30,8,37.286,HOU,,JAX,W 24-14,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
227,2011,2011-11-06,9,37.293,HOU,,CLE,W 30-12,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
228,2011,2011-11-13,10,37.300,HOU,@,TAM,W 37-9,,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
229,2011,2011-11-27,11,37.314,HOU,@,JAX,W 20-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
230,2011,2011-12-11,13,37.328,HOU,@,CIN,W 20-19,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
