ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,22.352,HOU,,IND,W 34-24,,,,,,,,
2,2010,2010-09-19,2,22.359,HOU,@,WAS,W 30-27,,0,0,,0,0.0,1,1
3,2010,2010-09-26,3,23.001,HOU,,DAL,L 13-27,,0,0,,0,0.0,2,0
4,2010,2010-10-03,4,23.008,HOU,@,OAK,W 31-24,,0,0,,0,0.0,2,0
5,2010,2010-10-10,5,23.015,HOU,,NYG,L 10-34,,1,0,0.00,0,0.0,1,4
6,2010,2010-10-17,6,23.022,HOU,,KAN,W 35-31,,0,0,,0,0.0,1,2
7,2010,2010-11-07,8,23.043,HOU,,SDG,L 23-29,,,,,,,,
8,2010,2010-11-14,9,23.050,HOU,@,JAX,L 24-31,,0,0,,0,0.0,3,0
9,2010,2010-11-21,10,23.057,HOU,@,NYJ,L 27-30,,0,0,,0,0.0,2,0
10,2010,2010-11-28,11,23.064,HOU,,TEN,W 20-0,,0,0,,0,0.0,1,0
11,2010,2010-12-02,12,23.068,HOU,@,PHI,L 24-34,,,,,,,,
12,2010,2010-12-13,13,23.079,HOU,,BAL,L 28-34,,0,0,,0,0.0,3,1
13,2010,2010-12-19,14,23.085,HOU,@,TEN,L 17-31,,0,0,,0,1.0,1,0
14,2010,2010-12-26,15,23.092,HOU,@,DEN,L 23-24,,0,0,,0,0.0,1,0
15,2010,2011-01-02,16,23.099,HOU,,JAX,W 34-17,,0,0,,0,0.0,0,1
16,2011,2011-09-11,1,23.351,HOU,,IND,W 34-7,,0,0,,0,0.0,1,0
17,2011,2011-09-18,2,23.358,HOU,@,MIA,W 23-13,,0,0,,0,0.0,1,1
18,2011,2011-09-25,3,24.000,HOU,@,NOR,L 33-40,,,,,,,,
19,2011,2011-10-02,4,24.007,HOU,,PIT,W 17-10,,0,0,,0,0.0,0,0
20,2011,2011-10-09,5,24.014,HOU,,OAK,L 20-25,,0,0,,0,0.0,1,1
21,2011,2011-10-16,6,24.021,HOU,@,BAL,L 14-29,,0,0,,0,0.0,0,1
22,2011,2011-10-23,7,24.028,HOU,@,TEN,W 41-7,,0,0,,0,0.0,0,1
23,2011,2011-10-30,8,24.035,HOU,,JAX,W 24-14,,0,0,,0,0.0,0,1
24,2011,2011-11-06,9,24.042,HOU,,CLE,W 30-12,,0,0,,0,0.0,3,0
25,2011,2011-11-13,10,24.049,HOU,@,TAM,W 37-9,,,,,,,,
26,2011,2011-11-27,11,24.063,HOU,@,JAX,W 20-13,,,,,,,,
27,2011,2011-12-04,12,24.070,HOU,,ATL,W 17-10,,,,,,,,
28,2011,2011-12-11,13,24.077,HOU,@,CIN,W 20-19,,0,0,,0,0.0,0,1
29,2011,2011-12-18,14,24.084,HOU,,CAR,L 13-28,,0,0,,0,1.0,3,2
30,2011,2011-12-22,15,24.088,HOU,@,IND,L 16-19,,0,0,,0,0.0,0,4
31,2011,2012-01-01,16,24.098,HOU,,TEN,L 22-23,,0,0,,0,0.0,5,1
32,2012,2012-09-09,1,24.350,HOU,,MIA,W 30-10,,,,,,,,
33,2012,2012-09-16,2,24.357,HOU,@,JAX,W 27-7,,0,0,,0,0.0,1,0
34,2012,2012-09-23,3,24.364,HOU,@,DEN,W 31-25,,0,0,,0,0.0,1,0
35,2012,2012-09-30,4,25.005,HOU,,TEN,W 38-14,,0,0,,0,0.0,2,1
36,2012,2012-10-08,5,25.013,HOU,@,NYJ,W 23-17,,0,0,,0,0.0,1,1
37,2012,2012-10-14,6,25.019,HOU,,GNB,L 24-42,,0,0,,0,0.0,4,1
38,2012,2012-10-21,7,25.026,HOU,,BAL,W 43-13,,0,0,,0,0.0,0,1
39,2012,2012-11-04,8,25.040,HOU,,BUF,W 21-9,,0,0,,0,0.0,1,0
40,2012,2012-11-11,9,25.047,HOU,@,CHI,W 13-6,*,0,0,,0,0.0,3,1
41,2012,2012-11-18,10,25.054,HOU,,JAX,W 43-37,*,0,0,,0,0.0,1,0
42,2012,2012-11-22,11,25.058,HOU,@,DET,W 34-31,*,0,0,,0,0.0,1,1
43,2012,2012-12-02,12,25.068,HOU,@,TEN,W 24-10,,0,0,,0,0.0,0,0
44,2012,2012-12-10,13,25.076,HOU,@,NWE,L 14-42,,0,0,,0,0.0,0,5
45,2012,2012-12-16,14,25.082,HOU,,IND,W 29-17,,0,0,,0,0.0,1,0
46,2012,2012-12-23,15,25.089,HOU,,MIN,L 6-23,,0,0,,0,0.0,1,0
47,2012,2012-12-30,16,25.096,HOU,@,IND,L 16-28,,0,0,,0,0.0,2,1
48,2013,2013-09-09,1,25.349,HOU,@,SDG,W 31-28,*,0,0,,0,0.0,2,1
49,2013,2013-09-15,2,25.355,HOU,,TEN,W 30-24,*,0,0,,0,0.0,0,1
50,2013,2013-09-22,3,25.362,HOU,@,BAL,L 9-30,*,0,0,,0,0.0,1,2
51,2013,2013-09-29,4,26.004,HOU,,SEA,L 20-23,*,0,0,,0,0.0,0,2
52,2013,2013-10-06,5,26.011,HOU,@,SFO,L 3-34,*,0,0,,0,0.0,0,2
53,2013,2013-10-13,6,26.018,HOU,,STL,L 13-38,*,0,0,,0,0.0,3,1
54,2013,2013-10-20,7,26.025,HOU,@,KAN,L 16-17,*,0,0,,0,1.0,5,0
55,2013,2013-11-03,8,26.039,HOU,,IND,L 24-27,*,0,0,,0,0.0,3,1
56,2013,2013-11-10,9,26.046,HOU,@,ARI,L 24-27,*,0,0,,0,0.0,4,0
57,2013,2013-11-17,10,26.053,HOU,,OAK,L 23-28,*,0,0,,0,0.0,2,0
58,2013,2013-11-24,11,26.060,HOU,,JAX,L 6-13,*,0,0,,0,0.5,1,3
59,2013,2013-12-01,12,26.067,HOU,,NWE,L 31-34,*,0,0,,0,0.0,2,1
60,2013,2013-12-05,13,26.071,HOU,@,JAX,L 20-27,*,0,0,,0,0.0,3,1
61,2013,2013-12-15,14,26.081,HOU,@,IND,L 3-25,,0,0,,0,0.0,1,2
62,2013,2013-12-22,15,26.088,HOU,,DEN,L 13-37,,0,0,,0,0.0,1,0
63,2013,2013-12-29,16,26.095,HOU,@,TEN,L 10-16,*,0,0,,0,0.0,2,1
64,2014,2014-09-07,1,26.347,MIA,,NWE,W 33-20,,0,0,,0,0.0,2,0
65,2014,2014-09-14,2,26.354,MIA,@,BUF,L 10-29,*,0,0,,0,0.0,3,2
66,2014,2014-09-21,3,26.361,MIA,,KAN,L 15-34,,0,0,,0,0.0,2,1
67,2014,2014-09-28,4,27.003,MIA,@,OAK,W 38-14,*,0,0,,0,0.0,1,0
68,2014,2014-10-12,5,27.017,MIA,,GNB,L 24-27,,0,0,,0,0.0,2,0
69,2014,2014-10-19,6,27.024,MIA,@,CHI,W 27-14,,0,0,,0,0.0,1,0
70,2014,2014-10-26,7,27.031,MIA,@,JAX,W 27-13,*,0,0,,0,0.0,1,1
71,2014,2014-11-02,8,27.038,MIA,,SDG,W 37-0,,0,0,,0,1.0,1,2
72,2014,2014-11-09,9,27.045,MIA,@,DET,L 16-20,,0,0,,0,0.0,1,2
73,2014,2014-11-13,10,27.049,MIA,,BUF,W 22-9,,0,0,,0,1.0,1,0
74,2014,2014-11-23,11,27.059,MIA,@,DEN,L 36-39,,,,,,,,
75,2014,2014-12-01,12,27.067,MIA,@,NYJ,W 16-13,*,,,,,,,
76,2014,2014-12-07,13,27.073,MIA,,BAL,L 13-28,,0,0,,0,0.0,2,0
77,2014,2014-12-14,14,27.080,MIA,@,NWE,L 13-41,,0,0,,0,0.0,1,3
78,2014,2014-12-21,15,27.087,MIA,,MIN,W 37-35,,0,0,,0,0.0,1,0
79,2014,2014-12-28,16,27.094,MIA,,NYJ,L 24-37,,0,0,,0,0.0,3,0
80,2015,2015-09-13,1,27.353,MIA,@,WAS,W 17-10,*,0,0,,0,0.0,3,1
81,2015,2015-09-20,2,27.360,MIA,@,JAX,L 20-23,*,0,0,,0,0.0,1,0
82,2015,2015-09-27,3,28.002,MIA,,BUF,L 14-41,*,0,0,,0,0.0,1,0
83,2015,2015-10-04,4,28.009,MIA,,NYJ,L 14-27,*,0,0,,0,0.0,2,1
84,2015,2015-10-18,5,28.023,MIA,@,TEN,W 38-10,*,0,0,,0,0.0,0,3
85,2015,2015-10-25,6,28.030,MIA,,HOU,W 44-26,*,0,0,,0,0.0,2,1
86,2015,2015-10-29,7,28.034,MIA,@,NWE,L 7-36,*,0,0,,0,0.0,0,0
87,2015,2015-11-08,8,28.044,MIA,@,BUF,L 17-33,*,0,0,,0,0.0,1,1
88,2015,2015-11-15,9,28.051,MIA,@,PHI,W 20-19,*,0,0,,0,0.0,1,0
89,2015,2015-11-22,10,28.058,MIA,,DAL,L 14-24,*,0,0,,0,0.0,1,0
90,2015,2015-11-29,11,28.065,MIA,@,NYJ,L 20-38,*,0,0,,0,0.0,2,1
91,2015,2015-12-14,13,28.080,MIA,,NYG,L 24-31,*,0,0,,0,0.0,0,0
92,2016,2016-09-11,1,28.352,MIA,@,SEA,L 10-12,,0,0,,0,0.0,0,1
93,2016,2016-11-13,9,29.049,MIA,@,SDG,W 31-24,,0,0,,0,0.0,4,0
94,2016,2016-11-20,10,29.056,MIA,@,LAR,W 14-10,,0,0,,0,0.0,2,0
95,2016,2016-11-27,11,29.063,MIA,,SFO,W 31-24,,0,0,,0,0.0,1,0
96,2016,2016-12-04,12,29.070,MIA,@,BAL,L 6-38,*,0,0,,0,0.0,1,0
97,2016,2016-12-11,13,29.077,MIA,,ARI,W 26-23,*,0,0,,0,0.0,1,1
98,2016,2016-12-17,14,29.083,MIA,@,NYJ,W 34-13,*,0,0,,0,0.0,1,3
99,2016,2016-12-24,15,29.090,MIA,@,BUF,W 34-31,*,0,0,,0,0.0,1,1
100,2016,2017-01-01,16,29.098,MIA,,NWE,L 14-35,*,0,0,,0,0.0,0,0
101,2017,2017-09-10,1,29.350,SFO,,CAR,L 3-23,*,0,0,,0,0.0,1,1
102,2017,2017-09-17,2,29.357,SFO,@,SEA,L 9-12,*,0,0,,0,0.0,1,1
103,2017,2017-09-21,3,29.361,SFO,,LAR,L 39-41,*,0,0,,0,0.0,3,1
104,2017,2017-10-01,4,30.006,SFO,@,ARI,L 15-18,*,0,0,,0,0.0,1,1
105,2017,2017-10-08,5,30.013,SFO,@,IND,L 23-26,*,0,0,,0,0.0,2,0
106,2017,2017-10-15,6,30.020,SFO,@,WAS,L 24-26,*,0,0,,0,0.0,4,3
107,2017,2017-10-22,7,30.027,SFO,,DAL,L 10-40,*,0,0,,0,0.0,0,1
108,2017,2017-10-29,8,30.034,SFO,@,PHI,L 10-33,*,0,0,,0,1.0,1,0
109,2017,2017-11-05,9,30.041,SFO,,ARI,L 10-20,*,0,0,,0,0.0,0,1
110,2017,2017-11-12,10,30.048,SFO,,NYG,W 31-21,*,0,0,,0,0.0,1,2
111,2017,2017-11-26,11,30.062,SFO,,SEA,L 13-24,*,0,0,,0,0.0,0,0
112,2017,2017-12-03,12,30.069,SFO,@,CHI,W 15-14,*,0,0,,0,0.0,1,0
113,2017,2017-12-10,13,30.076,SFO,@,HOU,W 26-16,*,0,0,,0,0.0,1,1
114,2017,2017-12-17,14,30.083,SFO,,TEN,W 25-23,*,0,0,,0,0.0,1,0
115,2017,2017-12-24,15,30.090,SFO,,JAX,W 44-33,*,0,0,,0,0.0,1,0
116,2017,2017-12-31,16,30.097,SFO,@,LAR,W 34-13,*,0,0,,0,0.0,1,2
117,2018,2018-09-09,1,30.349,SFO,@,MIN,L 16-24,*,0,0,,0,0.0,1,3
118,2018,2018-09-16,2,30.356,SFO,,DET,W 30-27,*,0,0,,0,0.0,1,1
119,2018,2018-09-23,3,30.363,SFO,@,KAN,L 27-38,*,0,0,,0,0.0,0,1
