ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1973,1973-09-17,1,22.228,NYJ,@,GNB,L 7-23,1,17,17.00,1,0,0,,0,1,6
2,1973,1973-09-23,2,22.234,NYJ,@,BAL,W 34-10,,,,,,,,,,
3,1973,1973-09-30,3,22.241,NYJ,@,BUF,L 7-9,,,,,,,,,,
4,1973,1973-10-07,4,22.248,NYJ,@,MIA,L 3-31,1,8,8.00,0,0,0,,0,0,0
5,1973,1973-10-14,5,22.255,NYJ,@,NWE,W 9-7,1,11,11.00,0,0,0,,0,0,0
6,1973,1973-10-21,6,22.262,NYJ,@,PIT,L 14-26,,,,,,,,,,
7,1973,1973-10-28,7,22.269,NYJ,,DEN,L 28-40,1,19,19.00,0,0,0,,0,0,0
8,1973,1973-11-04,8,22.276,NYJ,,MIA,L 14-24,,,,,,,,,,
9,1973,1973-11-11,9,22.283,NYJ,,NWE,W 33-13,,,,,,,,,,
10,1973,1973-11-18,10,22.290,NYJ,@,CIN,L 14-20,,,,,,,,,,
11,1973,1973-11-25,11,22.297,NYJ,,ATL,L 20-28,,,,,,,,,,
12,1973,1973-12-02,12,22.304,NYJ,,BAL,W 20-17,,,,,,,,,,
13,1973,1973-12-09,13,22.311,NYJ,@,PHI,L 23-24,,,,,,,,,,
14,1973,1973-12-16,14,22.318,NYJ,,BUF,L 14-34,2,23,11.50,0,0,0,,0,0,0
15,1974,1974-09-15,1,23.226,NYJ,@,KAN,L 16-24,3,53,17.67,0,0,0,,0,0,0
16,1974,1974-09-22,2,23.233,NYJ,@,CHI,W 23-21,3,42,14.00,0,0,0,,0,0,0
17,1974,1974-09-29,3,23.240,NYJ,@,BUF,L 12-16,1,12,12.00,0,0,0,,0,0,0
18,1974,1974-10-07,4,23.248,NYJ,@,MIA,L 17-21,3,19,6.33,0,0,0,,0,0,0
19,1974,1974-10-13,5,23.254,NYJ,,NWE,L 0-24,3,31,10.33,0,0,0,,0,0,0
20,1974,1974-10-20,6,23.261,NYJ,,BAL,L 20-35,5,56,11.20,1,0,0,,0,1,6
21,1974,1974-10-27,7,23.268,NYJ,,RAM,L 13-20,4,33,8.25,0,0,0,,0,0,0
22,1974,1974-11-03,8,23.275,NYJ,,HOU,L 22-27,4,93,23.25,1,0,0,,0,1,6
23,1974,1974-11-10,9,23.282,NYJ,@,NYG,W 26-20,4,57,14.25,1,0,0,,0,1,6
24,1974,1974-11-17,10,23.289,NYJ,@,NWE,W 21-16,1,34,34.00,1,0,0,,0,1,6
25,1974,1974-11-24,11,23.296,NYJ,,MIA,W 17-14,,,,,,,,,,
26,1974,1974-12-01,12,23.303,NYJ,,SDG,W 27-14,1,12,12.00,0,0,0,,0,0,0
27,1974,1974-12-08,13,23.310,NYJ,,BUF,W 20-10,1,20,20.00,0,0,0,,0,0,0
28,1974,1974-12-15,14,23.317,NYJ,@,BAL,W 45-38,7,117,16.71,0,2,0,0.00,0,0,0
29,1975,1975-11-09,8,24.281,NYJ,@,MIA,L 7-27,,,,,,,,,,
30,1975,1975-11-16,9,24.288,NYJ,@,BAL,L 19-52,,,,,,,,,,
31,1975,1975-11-23,10,24.295,NYJ,,STL,L 6-37,,,,,,,,,,
32,1975,1975-11-30,11,24.302,NYJ,,PIT,L 7-20,,,,,,,,,,
33,1975,1975-12-07,12,24.309,NYJ,@,NWE,W 30-28,,,,,,,,,,
34,1975,1975-12-21,14,24.323,NYJ,,DAL,L 21-31,,,,,,,,,,
35,1976,1976-09-12,1,25.224,NYJ,@,CLE,L 17-38,2,36,18.00,0,0,0,,0,0,0
36,1976,1976-09-19,2,25.231,NYJ,@,DEN,L 3-46,,,,,,,,,,
37,1976,1976-09-26,3,25.238,NYJ,@,MIA,L 0-16,1,12,12.00,0,0,0,,0,0,0
38,1976,1976-10-03,4,25.245,NYJ,@,SFO,L 6-17,2,29,14.50,0,0,0,,0,0,0
39,1976,1976-10-10,5,25.252,NYJ,,BUF,W 17-14,1,21,21.00,0,0,0,,0,0,0
40,1976,1976-10-18,6,25.260,NYJ,@,NWE,L 7-41,1,13,13.00,0,0,0,,0,0,0
41,1976,1976-10-24,7,25.266,NYJ,,BAL,L 0-20,5,79,15.80,0,0,0,,0,0,0
42,1976,1976-10-31,8,25.273,NYJ,@,BUF,W 19-14,1,20,20.00,1,0,0,,0,1,6
43,1976,1976-11-07,9,25.280,NYJ,,MIA,L 7-27,2,57,28.50,0,0,0,,0,0,0
44,1976,1976-11-14,10,25.287,NYJ,,TAM,W 34-0,1,10,10.00,0,0,0,,0,0,0
45,1976,1976-11-21,11,25.294,NYJ,,NWE,L 24-38,,,,,,,,,,
46,1976,1976-11-28,12,25.301,NYJ,@,BAL,L 16-33,2,66,33.00,1,0,0,,0,1,6
47,1976,1976-12-05,13,25.308,NYJ,,WAS,L 16-37,2,60,30.00,0,0,0,,0,0,0
48,1976,1976-12-12,14,25.315,NYJ,,CIN,L 3-42,,,,,,,,,,
49,1977,1977-09-18,1,26.229,NYJ,@,HOU,L 0-20,3,40,13.33,0,0,0,,0,0,0
50,1977,1977-09-25,2,26.236,NYJ,,BAL,L 12-20,,,,,,,,,,
51,1977,1977-10-02,3,26.243,NYJ,,NWE,W 30-27,1,49,49.00,0,0,0,,0,0,0
52,1977,1977-10-09,4,26.250,NYJ,@,BUF,W 24-19,,,,,,,,,,
53,1977,1977-10-16,5,26.257,NYJ,@,MIA,L 17-21,1,17,17.00,0,0,0,,0,0,0
54,1977,1977-10-23,6,26.264,NYJ,,OAK,L 27-28,,,,,,,,,,
55,1977,1977-10-30,7,26.271,NYJ,@,NWE,L 13-24,2,23,11.50,0,0,0,,0,0,0
56,1977,1977-11-06,8,26.278,NYJ,,MIA,L 10-14,,,,,,,,,,
57,1977,1977-11-20,10,26.292,NYJ,@,BAL,L 12-33,,,,,,,,,,
58,1977,1977-12-11,13,26.313,NYJ,,BUF,L 10-14,,,,,,,,,,
