ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2011,2011-11-20,10,24.267,BUF,@,MIA,L 8-35,,0,,,,,0.0%,,,,,,,,
2,2011,2011-11-27,11,24.274,BUF,@,NYJ,L 24-28,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
3,2011,2011-12-04,12,24.281,BUF,,TEN,L 17-23,,2,2,16,8.00,0,100.0%,8.00,1,12,12.00,0,0.0,0,0
4,2011,2011-12-11,13,24.288,BUF,@,SDG,L 10-37,*,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0.0,0,0
5,2011,2011-12-18,14,24.295,BUF,,MIA,L 23-30,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,1
6,2011,2011-12-24,15,24.301,BUF,,DEN,W 40-14,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0.0,0,0
