ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1978,1978-09-10,2,21.114,NYG,,DAL,L 24-34,,,,,,,,,,,,
2,1978,1978-09-17,3,21.121,NYG,,KAN,W 26-10,,,,,,,,,,,,
3,1978,1978-10-01,5,21.135,NYG,@,ATL,L 20-23,,,,,,,,,,,,
4,1978,1978-10-08,6,21.142,NYG,@,DAL,L 3-24,,,,,,,,,,,,
5,1978,1978-10-15,7,21.149,NYG,,TAM,W 17-14,,,,,,,,,,,,
6,1978,1978-10-22,8,21.156,NYG,,WAS,W 17-6,,,,,,,,,,,,
7,1978,1978-10-29,9,21.163,NYG,@,NOR,L 17-28,,,,,,,,,,,,
8,1978,1978-11-05,10,21.170,NYG,@,STL,L 10-20,,,,,,,,,,,,
9,1978,1978-11-12,11,21.177,NYG,@,WAS,L 13-16,,,,,,,,,,,,
10,1978,1978-11-19,12,21.184,NYG,,PHI,L 17-19,0,0,,0,0,0,,0,0.0,1,11,0
11,1978,1978-11-26,13,21.191,NYG,@,BUF,L 17-41,,,,,,,,,,,,
12,1978,1978-12-03,14,21.198,NYG,,RAM,L 17-20,,,,,,,,,,,,
13,1978,1978-12-10,15,21.205,NYG,,STL,W 17-0,,,,,,,,,,,,
14,1978,1978-12-17,16,21.212,NYG,@,PHI,L 3-20,,,,,,,,,,,,
15,1979,1979-09-02,1,22.106,NYG,@,PHI,L 17-23,,,,,,,,,,,,
16,1979,1979-09-09,2,22.113,NYG,,STL,L 14-27,,,,,,,,,,,,
17,1979,1979-09-17,3,22.121,NYG,@,WAS,L 0-27,,,,,,,,,,,,
18,1979,1979-09-23,4,22.127,NYG,,PHI,L 13-17,,,,,,,,,,,,
19,1979,1979-09-30,5,22.134,NYG,@,NOR,L 14-24,,,,,,,,,,,,
20,1979,1979-10-07,6,22.141,NYG,,TAM,W 17-14,0,0,,0,0,0,,0,0.0,1,25,0
21,1979,1979-10-14,7,22.148,NYG,,SFO,W 32-16,,,,,,,,,,,,
22,1979,1979-10-21,8,22.155,NYG,@,KAN,W 21-17,,,,,,,,,,,,
23,1979,1979-10-28,9,22.162,NYG,@,RAM,W 20-14,,,,,,,,,,,,
24,1979,1979-11-04,10,22.169,NYG,,DAL,L 14-16,,,,,,,,,,,,
25,1979,1979-11-11,11,22.176,NYG,,ATL,W 24-3,,,,,,,,,,,,
26,1979,1979-11-18,12,22.183,NYG,@,TAM,L 3-31,,,,,,,,,,,,
27,1979,1979-11-25,13,22.190,NYG,,WAS,W 14-6,,,,,,,,,,,,
28,1979,1979-12-02,14,22.197,NYG,@,DAL,L 7-28,,,,,,,,,,,,
29,1979,1979-12-09,15,22.204,NYG,@,STL,L 20-29,,,,,,,,,,,,
30,1980,1980-09-07,1,23.111,OAK,@,KAN,W 27-14,0,0,,0,0,0,,0,0.0,1,22,0
31,1980,1980-09-14,2,23.118,OAK,@,SDG,L 24-30,,,,,,,,,,,,
32,1980,1980-09-21,3,23.125,OAK,,WAS,W 24-21,,,,,,,,,,,,
33,1980,1980-09-28,4,23.132,OAK,@,BUF,L 7-24,,,,,,,,,,,,
34,1980,1980-10-05,5,23.139,OAK,,KAN,L 17-31,,,,,,,,,,,,
35,1980,1980-10-12,6,23.146,OAK,,SDG,W 38-24,,,,,,,,,,,,
36,1980,1980-10-20,7,23.154,OAK,@,PIT,W 45-34,,,,,,,,,,,,
37,1980,1980-10-26,8,23.160,OAK,,SEA,W 33-14,,,,,,,,,,,,
38,1980,1980-11-02,9,23.167,OAK,,MIA,W 16-10,,,,,,,,,,,,
39,1980,1980-11-09,10,23.174,OAK,,CIN,W 28-17,0,0,,0,0,0,,0,0.0,2,0,0
40,1980,1980-11-17,11,23.182,OAK,@,SEA,W 19-17,,,,,,,,,,,,
41,1980,1980-11-23,12,23.188,OAK,@,PHI,L 7-10,,,,,,,,,,,,
42,1980,1980-12-01,13,23.196,OAK,,DEN,W 9-3,,,,,,,,,,,,
43,1980,1980-12-07,14,23.202,OAK,,DAL,L 13-19,,,,,,,,,,,,
44,1980,1980-12-14,15,23.209,OAK,@,DEN,W 24-21,,,,,,,,,,,,
45,1980,1980-12-21,16,23.216,OAK,@,NYG,W 33-17,0,0,,0,1,0,0.00,0,0.0,0,0,0
46,1981,1981-09-06,1,24.110,OAK,@,DEN,L 7-9,,,,,,,,,,,,
47,1981,1981-09-14,2,24.118,OAK,@,MIN,W 36-10,,,,,,,,,,,,
48,1981,1981-09-20,3,24.124,OAK,,SEA,W 20-10,,,,,,,,,,,,
49,1981,1981-09-27,4,24.131,OAK,@,DET,L 0-16,0,0,,0,0,0,,0,0.0,1,4,0
50,1981,1981-10-04,5,24.138,OAK,,DEN,L 0-17,,,,,,,,,,,,
51,1981,1981-10-11,6,24.145,OAK,@,KAN,L 0-27,,,,,,,,,,,,
52,1981,1981-10-18,7,24.152,OAK,,TAM,W 18-16,,,,,,,,,,,,
53,1981,1981-10-25,8,24.159,OAK,,KAN,L 17-28,0,0,,0,0,0,,0,0.0,1,0,0
54,1981,1981-11-01,9,24.166,OAK,,NWE,W 27-17,,,,,,,,,,,,
55,1981,1981-11-08,10,24.173,OAK,@,HOU,L 16-17,,,,,,,,,,,,
56,1981,1981-11-15,11,24.180,OAK,@,MIA,W 33-17,,,,,,,,,,,,
57,1981,1981-11-22,12,24.187,OAK,,SDG,L 21-55,,,,,,,,,,,,
58,1981,1981-11-29,13,24.194,OAK,@,SEA,W 32-31,,,,,,,,,,,,
59,1981,1981-12-07,14,24.202,OAK,,PIT,W 30-27,0,0,,0,0,0,,0,0.0,1,34,0
60,1981,1981-12-13,15,24.208,OAK,,CHI,L 6-23,,,,,,,,,,,,
61,1981,1981-12-21,16,24.216,OAK,@,SDG,L 10-23,,,,,,,,,,,,
62,1982,1982-09-12,1,25.116,RAI,@,SFO,W 23-17,0,0,,0,0,0,,0,1.0,0,0,0
63,1982,1982-09-19,2,25.123,RAI,@,ATL,W 38-14,,,,,,,,,,,,
64,1982,1982-11-22,3,25.187,RAI,,SDG,W 28-24,,,,,,,,,,,,
65,1982,1982-11-28,4,25.193,RAI,@,CIN,L 17-31,,,,,,,,,,,,
66,1982,1982-12-05,5,25.200,RAI,,SEA,W 28-23,,,,,,,,,,,,
67,1982,1982-12-12,6,25.207,RAI,@,KAN,W 21-16,,,,,,,,,,,,
68,1982,1982-12-18,7,25.213,RAI,,RAM,W 37-31,,,,,,,,,,,,
69,1982,1982-12-26,8,25.221,RAI,,DEN,W 27-10,,,,,,,,,,,,
70,1982,1983-01-02,9,25.228,RAI,@,SDG,W 41-34,,,,,,,,,,,,
71,1983,1983-09-04,1,26.108,RAI,@,CIN,W 20-10,,,,,,,,,,,,
72,1983,1983-09-11,2,26.115,RAI,,HOU,W 20-6,,,,,,,,,,,,
73,1983,1983-09-19,3,26.123,RAI,,MIA,W 27-14,,,,,,,,,,,,
74,1983,1983-09-25,4,26.129,RAI,@,DEN,W 22-7,,,,,,,,,,,,
75,1983,1983-10-02,5,26.136,RAI,@,WAS,L 35-37,,,,,,,,,,,,
76,1983,1983-10-09,6,26.143,RAI,,KAN,W 21-20,,,,,,,,,,,,
77,1983,1983-10-16,7,26.150,RAI,@,SEA,L 36-38,,,,,,,,,,,,
78,1983,1983-10-23,8,26.157,RAI,@,DAL,W 40-38,0,0,,0,0,0,,0,0.0,1,0,0
79,1983,1983-10-30,9,26.164,RAI,,SEA,L 21-34,,,,,,,,,,,,
80,1983,1983-11-06,10,26.171,RAI,@,KAN,W 28-20,,,,,,,,,,,,
81,1983,1983-11-13,11,26.178,RAI,,DEN,W 22-20,,,,,,,,,,,,
82,1983,1983-11-20,12,26.185,RAI,@,BUF,W 27-24,,,,,,,,,,,,
83,1983,1983-11-27,13,26.192,RAI,,NYG,W 27-12,,,,,,,,,,,,
84,1983,1983-12-01,14,26.196,RAI,@,SDG,W 42-10,,,,,,,,,,,,
85,1983,1983-12-11,15,26.206,RAI,,STL,L 24-34,,,,,,,,,,,,
86,1983,1983-12-18,16,26.213,RAI,,SDG,W 30-14,,,,,,,,,,,,
87,1984,1984-09-02,1,27.106,RAI,@,HOU,W 24-14,,,,,,,,,,,,
88,1984,1984-09-09,2,27.113,RAI,,GNB,W 28-7,,,,,,,,,,,,
89,1984,1984-09-16,3,27.120,RAI,@,KAN,W 22-20,,,,,,,,,,,,
90,1984,1984-09-24,4,27.128,RAI,,SDG,W 33-30,,,,,,,,,,,,
91,1984,1984-09-30,5,27.134,RAI,@,DEN,L 13-16,,,,,,,,,,,,
92,1984,1984-10-07,6,27.141,RAI,,SEA,W 28-14,,,,,,,,,,,,
93,1984,1984-10-14,7,27.148,RAI,,MIN,W 23-20,,,,,,,,,,,,
94,1984,1984-10-21,8,27.155,RAI,@,SDG,W 44-37,0,0,,0,0,0,,0,1.0,0,0,0
95,1984,1984-10-28,9,27.162,RAI,,DEN,L 19-22,,,,,,,,,,,,
96,1984,1984-11-04,10,27.169,RAI,@,CHI,L 6-17,,,,,,,,,,,,
97,1984,1984-11-12,11,27.177,RAI,@,SEA,L 14-17,,,,,,,,,,,,
98,1984,1984-11-18,12,27.183,RAI,,KAN,W 17-7,,,,,,,,,,,,
99,1984,1984-11-25,13,27.190,RAI,,IND,W 21-7,,,,,,,,,,,,
100,1984,1984-12-02,14,27.197,RAI,@,MIA,W 45-34,1,0,0.00,0,0,0,,0,0.0,0,0,0
101,1984,1984-12-10,15,27.205,RAI,@,DET,W 24-3,0,0,,0,0,0,,0,0.0,1,0,0
102,1984,1984-12-16,16,27.211,RAI,,PIT,L 7-13,,,,,,,,,,,,
103,1985,1985-09-08,1,28.112,KAN,@,NOR,W 47-27,,,,,,,,,,,,
104,1985,1985-09-12,2,28.116,KAN,,RAI,W 36-20,,,,,,,,,,,,
105,1985,1985-09-22,3,28.126,KAN,@,MIA,L 0-31,,,,,,,,,,,,
106,1985,1985-09-29,4,28.133,KAN,,SEA,W 28-7,,,,,,,,,,,,
