ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
107,1985,1985-10-06,5,28.140,KAN,@,RAI,L 10-19,,,,,,,,,,,,
108,1985,1985-10-20,7,28.154,RAI,@,CLE,W 21-20,,,,,,,,,,,,
109,1985,1985-10-28,8,28.162,RAI,,SDG,W 34-21,,,,,,,,,,,,
110,1985,1985-11-03,9,28.168,RAI,@,SEA,L 3-33,,,,,,,,,,,,
111,1985,1985-11-10,10,28.175,RAI,@,SDG,L 34-40,,,,,,,,,,,,
112,1985,1985-11-17,11,28.182,RAI,,CIN,W 13-6,,,,,,,,,,,,
113,1985,1985-11-24,12,28.189,RAI,,DEN,W 31-28,,,,,,,,,,,,
114,1985,1985-12-01,13,28.196,RAI,@,ATL,W 34-24,0,0,,0,0,0,,0,0.0,1,22,0
115,1985,1985-12-08,14,28.203,RAI,@,DEN,W 17-14,,,,,,,,,,,,
116,1985,1985-12-15,15,28.210,RAI,,SEA,W 13-3,,,,,,,,,,,,
117,1985,1985-12-23,16,28.218,RAI,@,RAM,W 16-6,,,,,,,,,,,,
118,1986,1986-12-14,15,29.209,RAI,,KAN,L 17-20,,,,,,,,,,,,
119,1986,1986-12-21,16,29.216,RAI,,IND,L 24-30,,,,,,,,,,,,
