ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-24,1,23.158,CRD,,PHI,L 7-45,1,34,34.00,1
2,1950,1950-10-02,2,23.166,CRD,,BAL,W 55-13,1,58,58.00,1
3,1950,1950-10-08,3,23.172,CRD,@,CHI,L 6-27,1,33,33.00,0
4,1950,1950-10-15,4,23.179,CRD,@,CLE,L 24-34,1,3,3.00,1
5,1950,1950-10-22,5,23.186,CRD,@,WAS,W 38-28,5,144,28.80,1
6,1950,1950-10-29,6,23.193,CRD,,NYG,W 17-3,3,24,8.00,0
7,1950,1950-11-12,8,23.207,CRD,@,NYG,L 21-51,1,34,34.00,1
8,1950,1950-11-23,10,23.218,CRD,,PIT,L 17-28,1,22,22.00,1
9,1951,1951-09-30,1,24.164,CRD,,PHI,L 14-17,3,48,16.00,0
10,1951,1951-10-07,2,24.171,CRD,,CHI,W 28-14,5,72,14.40,1
11,1951,1951-10-14,3,24.178,CRD,@,NYG,L 17-28,8,76,9.50,0
12,1951,1951-10-21,4,24.185,CRD,@,WAS,L 3-7,2,21,10.50,0
13,1951,1951-10-28,5,24.192,CRD,,PIT,L 14-28,8,78,9.75,0
14,1951,1951-11-04,6,24.199,CRD,,CLE,L 17-34,8,129,16.13,1
15,1951,1951-11-11,7,24.206,CRD,@,RAM,L 21-45,2,94,47.00,1
16,1951,1951-11-18,8,24.213,CRD,@,SFO,W 27-21,3,39,13.00,0
17,1951,1951-11-25,9,24.220,CRD,,NYG,L 0-10,5,47,9.40,0
18,1951,1951-12-02,10,24.227,CRD,@,CLE,L 28-49,4,49,12.25,0
19,1951,1951-12-09,11,24.234,CRD,,WAS,L 17-20,6,121,20.17,1
20,1951,1951-12-16,12,24.241,CRD,@,CHI,W 24-14,3,22,7.33,0
21,1953,1953-10-11,3,26.175,WAS,,NYG,W 13-9,1,6,6.00,0
22,1953,1953-10-25,5,26.189,WAS,@,BAL,L 17-27,3,39,13.00,0
23,1953,1953-11-08,7,26.203,WAS,,CRD,W 28-17,1,66,66.00,0
24,1953,1953-11-15,8,26.210,WAS,,CHI,L 24-27,3,27,9.00,0
25,1953,1953-11-29,10,26.224,WAS,@,PIT,W 17-9,1,9,9.00,0
26,1953,1953-12-06,11,26.231,WAS,,PHI,W 10-0,2,17,8.50,0
