ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-10-30,5,22.004,CLE,@,WAS,W 31-10,1,0,0.00,0,0,0,0,0,0
2,1961,1961-11-26,11,23.031,CLE,,NYG,L 21-37,1,11,11.00,0,0,0,0,0,0
3,1962,1962-09-16,1,23.325,CLE,,NYG,W 17-7,0,0,,0,0,0,1,0,0
4,1962,1962-09-30,3,23.339,CLE,@,PHI,L 7-35,0,0,,0,0,0,2,26,0
5,1962,1962-10-21,6,23.360,CLE,@,STL,W 34-7,0,0,,0,0,0,2,19,0
6,1962,1962-11-04,8,24.009,CLE,,PHI,T 14-14,0,0,,0,0,0,1,31,0
7,1962,1962-11-25,11,24.030,CLE,,PIT,W 35-14,0,0,,0,0,0,1,0,0
8,1963,1963-11-03,8,25.008,CLE,@,PHI,W 23-17,0,0,,0,0,0,1,39,0
9,1963,1963-11-24,11,25.029,CLE,,DAL,W 27-17,0,0,,0,1,6,1,36,1
10,1964,1964-09-20,2,25.330,CLE,,STL,T 33-33,0,0,,0,0,0,1,3,0
11,1964,1964-09-27,3,25.337,CLE,@,PHI,W 28-20,0,0,,0,0,0,1,64,0
12,1965,1965-10-03,3,26.342,CLE,@,PHI,W 35-17,0,0,,0,1,6,1,32,1
13,1965,1965-10-24,6,26.363,CLE,@,NYG,W 38-14,0,0,,0,0,0,1,9,0
14,1965,1965-11-21,10,27.026,CLE,@,DAL,W 24-17,0,0,,0,0,0,1,48,0
15,1965,1965-12-12,13,27.047,CLE,@,RAM,L 7-42,0,0,,0,0,0,1,9,0
16,1966,1966-09-11,1,27.320,CLE,@,WAS,W 38-14,0,0,,0,0,0,1,15,0
17,1966,1966-09-25,3,27.334,CLE,,STL,L 28-34,0,0,,0,0,0,1,0,0
18,1966,1966-10-02,4,27.341,CLE,@,NYG,W 28-7,0,0,,0,0,0,1,0,0
19,1966,1966-10-08,5,27.347,CLE,,PIT,W 41-10,0,0,,0,0,0,1,0,0
20,1966,1966-10-23,6,27.362,CLE,,DAL,W 30-21,0,0,,0,0,0,3,98,0
21,1966,1966-12-11,13,28.046,CLE,@,PHI,L 21-33,0,0,,0,1,6,1,39,1
22,1967,1967-09-17,1,28.326,CLE,,DAL,L 14-21,0,0,,0,0,0,1,0,0
23,1967,1967-10-01,3,28.340,CLE,@,NOR,W 42-7,0,0,,0,0,0,1,93,0
24,1967,1967-10-07,4,28.346,CLE,,PIT,W 21-10,0,0,,0,0,0,2,20,0
