ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,def_int,def_int_yds,def_int_td
1,1997,1997-08-31,1,23.215,SFO,@,TAM,L 6-13,,,,,,
2,1997,1997-09-07,2,23.222,SFO,@,STL,W 15-12,,,,,,
3,1997,1997-09-14,3,23.229,SFO,,NOR,W 33-7,,,,,,
4,1997,1997-09-21,4,23.236,SFO,,ATL,W 34-7,,,,,,
5,1997,1997-09-29,5,23.244,SFO,@,CAR,W 34-21,,,,,,
6,1997,1997-10-12,6,23.257,SFO,,STL,W 30-10,,,,,,
7,1997,1997-10-19,7,23.264,SFO,@,ATL,W 35-28,,,,,,
8,1997,1997-10-26,8,23.271,SFO,@,NOR,W 23-0,,0,0,1,22,0
9,1997,1997-11-02,9,23.278,SFO,,DAL,W 17-10,,,,,,
10,1997,1997-11-10,10,23.286,SFO,@,PHI,W 24-12,,,,,,
11,1997,1997-11-16,11,23.292,SFO,,CAR,W 27-19,,,,,,
12,1997,1997-11-23,12,23.299,SFO,,SDG,W 17-10,,,,,,
13,1997,1997-11-30,13,23.306,SFO,@,KAN,L 9-44,,,,,,
14,1997,1997-12-07,14,23.313,SFO,,MIN,W 28-17,,,,,,
15,1997,1997-12-15,15,23.321,SFO,,DEN,W 34-17,,,,,,
16,1997,1997-12-21,16,23.327,SFO,@,SEA,L 9-38,,,,,,
17,1998,1998-09-06,1,24.221,SFO,,NYJ,W 36-30,,,,,,
18,1998,1998-09-14,2,24.229,SFO,@,WAS,W 45-10,,,,,,
19,1998,1998-09-27,3,24.242,SFO,,ATL,W 31-20,,0,0,2,0,0
20,1998,1998-10-04,4,24.249,SFO,@,BUF,L 21-26,,,,,,
21,1998,1998-10-25,7,24.270,SFO,@,STL,W 28-10,,,,,,
22,1998,1998-11-01,8,24.277,SFO,@,GNB,L 22-36,,0,0,1,28,0
23,1998,1998-11-08,9,24.284,SFO,,CAR,W 25-23,,,,,,
24,1998,1998-11-15,10,24.291,SFO,@,ATL,L 19-31,,,,,,
25,1998,1998-11-22,11,24.298,SFO,,NOR,W 31-20,,0,0,1,6,0
26,1998,1998-11-30,12,24.306,SFO,,NYG,W 31-7,,,,,,
27,1998,1998-12-06,13,24.312,SFO,@,CAR,W 31-28,,,,,,
28,1999,1999-09-12,1,25.227,SFO,@,JAX,L 3-41,,,,,,
29,1999,1999-09-19,2,25.234,SFO,,NOR,W 28-21,,,,,,
30,1999,1999-09-27,3,25.242,SFO,@,ARI,W 24-10,,,,,,
31,1999,1999-10-03,4,25.248,SFO,,TEN,W 24-22,,,,,,
32,1999,1999-10-10,5,25.255,SFO,@,STL,L 20-42,,,,,,
33,1999,1999-10-17,6,25.262,SFO,,CAR,L 29-31,,,,,,
34,1999,1999-10-24,7,25.269,SFO,@,MIN,L 16-40,,,,,,
35,1999,1999-11-07,8,25.283,SFO,,PIT,L 6-27,*,,,,,
36,1999,1999-11-14,9,25.290,SFO,@,NOR,L 6-24,*,,,,,
37,1999,1999-11-21,10,25.297,SFO,,STL,L 7-23,,,,,,
38,1999,1999-11-29,11,25.305,SFO,,GNB,L 3-20,,,,,,
39,1999,1999-12-05,12,25.311,SFO,@,CIN,L 30-44,,,,,,
40,1999,1999-12-12,13,25.318,SFO,,ATL,W 26-7,,,,,,
41,1999,1999-12-18,14,25.324,SFO,@,CAR,L 24-41,,,,,,
42,1999,1999-12-26,15,25.332,SFO,,WAS,L 20-26,,,,,,
43,2000,2000-09-03,1,26.219,SFO,@,ATL,L 28-36,,,,,,
44,2000,2000-09-10,2,26.226,SFO,,CAR,L 22-38,*,,,,,
45,2000,2000-09-24,4,26.240,SFO,@,DAL,W 41-24,,,,,,
46,2000,2000-11-12,11,26.289,SFO,,KAN,W 21-7,*,0,0,1,23,0
47,2000,2000-11-19,12,26.296,SFO,,ATL,W 16-6,,,,,,
48,2000,2000-12-03,13,26.310,SFO,@,SDG,W 45-17,,0,0,2,52,0
49,2000,2000-12-10,14,26.317,SFO,,NOR,L 27-31,*,,,,,
50,2000,2000-12-17,15,26.324,SFO,,CHI,W 17-0,*,,,,,
51,2000,2000-12-23,16,26.330,SFO,@,DEN,L 9-38,,,,,,
52,2001,2001-09-09,1,27.224,SFO,,ATL,W 16-13,*,,,,,
53,2001,2001-09-23,2,27.238,SFO,,STL,L 26-30,*,,,,,
54,2001,2001-10-01,3,27.246,SFO,@,NYJ,W 19-17,*,,,,,
55,2001,2001-10-07,4,27.252,SFO,,CAR,W 24-14,*,,,,,
