ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1988,1988-09-04,1,23.008,CLE,@,KAN,W 6-3,0,0,,0,
2,1988,1988-09-11,2,23.015,CLE,,NYJ,L 3-23,0,0,,0,
3,1988,1988-09-19,3,23.023,CLE,,IND,W 23-17,0,0,,0,1.0
4,1988,1988-09-25,4,23.029,CLE,@,CIN,L 17-24,0,0,,0,1.0
5,1988,1988-10-02,5,23.036,CLE,@,PIT,W 23-9,0,0,,0,
6,1988,1988-10-09,6,23.043,CLE,,SEA,L 10-16,0,0,,0,
7,1988,1988-10-16,7,23.050,CLE,,PHI,W 19-3,0,0,,0,1.0
8,1988,1988-10-23,8,23.057,CLE,@,PHO,W 29-21,0,0,,0,
9,1988,1988-10-30,9,23.064,CLE,,CIN,W 23-16,0,0,,0,1.0
10,1988,1988-11-07,10,23.072,CLE,@,HOU,L 17-24,0,0,,0,
11,1988,1988-11-13,11,23.078,CLE,@,DEN,L 7-30,0,0,,0,
12,1988,1988-11-20,12,23.085,CLE,,PIT,W 27-7,0,0,,0,2.0
13,1988,1988-11-27,13,23.092,CLE,@,WAS,W 17-13,0,0,,0,
14,1988,1988-12-04,14,23.099,CLE,,DAL,W 24-21,0,0,,0,
15,1988,1988-12-12,15,23.107,CLE,@,MIA,L 31-38,0,0,,0,
16,1988,1988-12-18,16,23.113,CLE,,HOU,W 28-23,1,13,13.00,0,0.0
17,1989,1989-09-10,1,24.014,CLE,@,PIT,W 51-0,,,,,
18,1989,1989-09-17,2,24.021,CLE,,NYJ,W 38-24,0,0,,0,1.0
19,1989,1989-09-25,3,24.029,CLE,@,CIN,L 14-21,,,,,
20,1989,1989-10-01,4,24.035,CLE,,DEN,W 16-13,0,0,,0,1.0
21,1989,1989-10-08,5,24.042,CLE,@,MIA,L 10-13,,,,,
22,1989,1989-10-15,6,24.049,CLE,,PIT,L 7-17,,,,,
23,1989,1989-10-23,7,24.057,CLE,,CHI,W 27-7,0,0,,0,1.0
24,1989,1989-10-29,8,24.063,CLE,,HOU,W 28-17,,,,,
25,1989,1989-11-05,9,24.070,CLE,@,TAM,W 42-31,,,,,
26,1989,1989-11-12,10,24.077,CLE,@,SEA,W 17-7,0,0,,0,1.0
27,1989,1989-11-19,11,24.084,CLE,,KAN,T 10-10,0,0,,0,0.5
28,1989,1989-11-23,12,24.088,CLE,@,DET,L 10-13,,,,,
29,1989,1989-12-03,13,24.098,CLE,,CIN,L 0-21,,,,,
30,1989,1989-12-10,14,24.105,CLE,@,IND,L 17-23,0,0,,0,2.0
31,1989,1989-12-17,15,24.112,CLE,,MIN,W 23-17,0,0,,0,0.5
32,1989,1989-12-23,16,24.118,CLE,@,HOU,W 24-20,,,,,
33,1990,1990-09-09,1,25.013,CLE,,PIT,W 13-3,0,0,,0,2.0
34,1990,1990-09-16,2,25.020,CLE,@,NYJ,L 21-24,0,0,,0,2.0
35,1990,1990-09-23,3,25.027,CLE,,SDG,L 14-24,,,,,
36,1990,1990-09-30,4,25.034,CLE,@,KAN,L 0-34,,,,,
37,1990,1990-10-08,5,25.042,CLE,@,DEN,W 30-29,,,,,
38,1990,1990-10-14,6,25.048,CLE,@,NOR,L 20-25,0,0,,0,1.0
39,1990,1990-10-22,7,25.056,CLE,,CIN,L 13-34,,,,,
40,1990,1990-10-28,8,25.062,CLE,@,SFO,L 17-20,0,0,,0,1.0
41,1990,1990-11-04,9,25.069,CLE,,BUF,L 0-42,0,0,,0,1.0
42,1990,1990-11-18,10,25.083,CLE,,HOU,L 23-35,0,0,,0,1.0
43,1990,1990-11-25,11,25.090,CLE,,MIA,L 13-30,,,,,
44,1990,1990-12-02,12,25.097,CLE,,RAM,L 23-38,,,,,
45,1990,1990-12-09,13,25.104,CLE,@,HOU,L 14-58,0,0,,0,1.0
46,1990,1990-12-16,14,25.111,CLE,,ATL,W 13-10,0,0,,0,2.5
47,1990,1990-12-23,15,25.118,CLE,@,PIT,L 0-35,,,,,
48,1990,1990-12-30,16,25.125,CLE,@,CIN,L 14-21,,,,,
49,1991,1991-09-01,1,26.005,CLE,,DAL,L 14-26,,,,,
50,1991,1991-09-08,2,26.012,CLE,@,NWE,W 20-0,0,0,,0,2.0
51,1991,1991-09-15,3,26.019,CLE,,CIN,W 14-13,,,,,
52,1991,1991-09-22,4,26.026,CLE,@,NYG,L 10-13,0,0,,0,2.0
53,1991,1991-10-06,5,26.040,CLE,,NYJ,L 14-17,,,,,
54,1991,1991-10-13,6,26.047,CLE,@,WAS,L 17-42,,,,,
55,1991,1991-10-20,7,26.054,CLE,@,SDG,W 30-24,,,,,
56,1991,1991-10-27,8,26.061,CLE,,PIT,W 17-14,,,,,
57,1991,1991-11-03,9,26.068,CLE,@,CIN,L 21-23,,,,,
58,1991,1991-11-10,10,26.075,CLE,,PHI,L 30-32,0,0,,0,2.0
59,1991,1991-11-17,11,26.082,CLE,@,HOU,L 24-28,,,,,
60,1991,1991-11-24,12,26.089,CLE,,KAN,W 20-15,,,,,
61,1991,1991-12-01,13,26.096,CLE,@,IND,W 31-0,,,,,
62,1991,1991-12-08,14,26.103,CLE,,DEN,L 7-17,,,,,
63,1991,1991-12-15,15,26.110,CLE,,HOU,L 14-17,0,0,,0,1.0
64,1991,1991-12-22,16,26.117,CLE,@,PIT,L 10-17,0,0,,0,1.5
65,1992,1992-09-06,1,27.010,CLE,@,IND,L 3-14,,,,,
66,1992,1992-09-27,4,27.031,CLE,,DEN,L 0-12,0,0,,0,1.0
67,1992,1992-10-11,5,27.045,CLE,,PIT,W 17-9,,,,,
68,1992,1992-10-18,6,27.052,CLE,,GNB,W 17-6,,,,,
69,1992,1992-10-25,7,27.059,CLE,@,NWE,W 19-17,0,0,,0,1.0
70,1992,1992-11-01,8,27.066,CLE,@,CIN,L 10-30,,,,,
71,1992,1992-11-08,9,27.073,CLE,@,HOU,W 24-14,,,,,
72,1992,1992-11-15,10,27.080,CLE,,SDG,L 13-14,,,,,
73,1992,1992-11-22,11,27.087,CLE,@,MIN,L 13-17,,,,,
74,1992,1992-11-29,12,27.094,CLE,,CHI,W 27-14,0,0,,0,1.5
75,1992,1992-12-06,13,27.101,CLE,,CIN,W 37-21,0,0,,0,2.0
76,1992,1992-12-13,14,27.108,CLE,@,DET,L 14-24,0,0,,0,2.0
77,1992,1992-12-20,15,27.115,CLE,,HOU,L 14-17,,,,,
78,1992,1992-12-27,16,27.122,CLE,@,PIT,L 13-23,0,0,,0,1.0
79,1993,1993-09-05,1,28.009,CLE,,CIN,W 27-14,0,0,,0,2.0
80,1993,1993-09-13,2,28.017,CLE,,SFO,W 23-13,,,,,
81,1993,1993-09-19,3,28.023,CLE,@,RAI,W 19-16,,,,,
82,1993,1993-09-26,4,28.030,CLE,@,IND,L 10-23,,,,,
83,1993,1993-10-10,5,28.044,CLE,,MIA,L 14-24,,,,,
84,1993,1993-10-17,6,28.051,CLE,@,CIN,W 28-17,,,,,
85,1993,1993-10-24,7,28.058,CLE,,PIT,W 28-23,,,,,
86,1993,1993-11-07,8,28.072,CLE,,DEN,L 14-29,,,,,
87,1993,1993-11-14,9,28.079,CLE,@,SEA,L 5-22,,,,,
88,1993,1993-11-21,10,28.086,CLE,,HOU,L 20-27,,,,,
89,1993,1993-11-28,11,28.093,CLE,@,ATL,L 14-17,0,0,,0,1.0
90,1993,1993-12-05,12,28.100,CLE,,NOR,W 17-13,0,0,,0,1.0
91,1993,1993-12-12,13,28.107,CLE,@,HOU,L 17-19,0,0,,0,1.0
92,1993,1993-12-19,14,28.114,CLE,,NWE,L 17-20,,,,,
93,1993,1993-12-26,15,28.121,CLE,@,RAM,W 42-14,,,,,
94,1993,1994-01-02,16,28.128,CLE,@,PIT,L 9-16,0,0,,0,1.0
95,1994,1994-09-04,1,29.008,CLE,@,CIN,W 28-20,,,,,
96,1994,1994-09-11,2,29.015,CLE,,PIT,L 10-17,,,,,
97,1994,1994-09-18,3,29.022,CLE,,ARI,W 32-0,,,,,
98,1994,1994-09-25,4,29.029,CLE,@,IND,W 21-14,,,,,
99,1994,1994-10-02,5,29.036,CLE,,NYJ,W 27-7,,,,,
100,1994,1994-10-13,6,29.047,CLE,@,HOU,W 11-8,,,,,
101,1994,1994-10-23,7,29.057,CLE,,CIN,W 37-13,,,,,
102,1994,1994-10-30,8,29.064,CLE,@,DEN,L 14-26,,,,,
103,1994,1994-11-13,10,29.078,CLE,@,PHI,W 26-7,0,0,,0,2.0
104,1994,1994-11-20,11,29.085,CLE,@,KAN,L 13-20,,,,,
105,1994,1994-11-27,12,29.092,CLE,,HOU,W 34-10,0,0,,0,0.5
106,1994,1994-12-04,13,29.099,CLE,,NYG,L 13-16,,,,,
107,1994,1994-12-10,14,29.105,CLE,@,DAL,W 19-14,,,,,
108,1994,1994-12-18,15,29.113,CLE,@,PIT,L 7-17,0,0,,0,1.0
109,1994,1994-12-24,16,29.119,CLE,,SEA,W 35-9,0,0,,0,0.5
110,1995,1995-09-03,1,30.007,DEN,,BUF,W 22-7,0,0,,0,1.0
111,1995,1995-09-24,4,30.028,DEN,@,SDG,L 6-17,,,,,
112,1995,1995-10-01,5,30.035,DEN,@,SEA,L 10-27,0,0,,0,1.0
113,1995,1995-10-08,6,30.042,DEN,@,NWE,W 37-3,0,0,,0,2.0
114,1995,1995-10-16,7,30.050,DEN,,OAK,W 27-0,,,,,
115,1995,1995-10-22,8,30.056,DEN,,KAN,L 7-21,,,,,
116,1995,1995-11-05,9,30.070,DEN,,ARI,W 38-6,0,0,,0,1.0
117,1995,1995-11-12,10,30.077,DEN,@,PHI,L 13-31,,,,,
118,1995,1995-11-19,11,30.084,DEN,,SDG,W 30-27,,,,,
119,1995,1995-11-26,12,30.091,DEN,@,HOU,L 33-42,,,,,
120,1995,1995-12-03,13,30.098,DEN,,JAX,W 31-23,,,,,
121,1995,1995-12-10,14,30.105,DEN,,SEA,L 27-31,,,,,
122,1995,1995-12-17,15,30.112,DEN,@,KAN,L 17-20,,,,,
123,1995,1995-12-24,16,30.119,DEN,@,OAK,W 31-28,0,0,,0,1.0
124,1996,1996-09-01,1,31.005,DEN,,NYJ,W 31-6,0,0,,0,1.5
125,1996,1996-09-08,2,31.012,DEN,@,SEA,W 30-20,0,0,,0,0.5
126,1996,1996-09-15,3,31.019,DEN,,TAM,W 27-23,,,,,
127,1996,1996-09-22,4,31.026,DEN,@,KAN,L 14-17,0,0,,0,1.0
128,1996,1996-09-29,5,31.033,DEN,@,CIN,W 14-10,,,,,
129,1996,1996-10-06,6,31.040,DEN,,SDG,W 28-17,,,,,
130,1996,1996-10-20,7,31.054,NWE,@,IND,W 27-9,,,,,
131,1996,1996-10-27,8,31.061,DEN,,KAN,W 34-7,,,,,
132,1996,1996-11-04,9,31.069,DEN,@,OAK,W 22-21,,,,,
133,1996,1996-11-10,10,31.075,DEN,,CHI,W 17-12,,,,,
134,1996,1996-11-17,11,31.082,DEN,@,NWE,W 34-8,,,,,
135,1996,1996-11-24,12,31.089,DEN,@,MIN,W 21-17,,,,,
136,1996,1996-12-01,13,31.096,DEN,,SEA,W 34-7,,,,,
137,1996,1996-12-08,14,31.103,DEN,@,GNB,L 6-41,0,0,,0,0.5
138,1996,1996-12-15,15,31.110,DEN,,OAK,W 24-19,,,,,
139,1997,1997-08-31,1,32.004,DEN,,KAN,W 19-3,,,,,
140,1997,1997-09-07,2,32.011,DEN,@,SEA,W 35-14,,,,,
141,1997,1997-09-14,3,32.018,DEN,,STL,W 35-14,,,,,
142,1997,1997-09-21,4,32.025,DEN,,CIN,W 38-20,,,,,
143,1997,1997-09-28,5,32.032,DEN,@,ATL,W 29-21,,,,,
144,1997,1997-10-06,6,32.040,DEN,,NWE,W 34-13,,,,,
145,1997,1997-10-19,7,32.053,DEN,@,OAK,L 25-28,,,,,
146,1997,1997-10-26,8,32.060,DEN,@,BUF,W 23-20,,,,,
147,1997,1997-12-07,14,32.102,DEN,@,PIT,L 24-35,,,,,
148,1997,1997-12-21,16,32.116,KAN,,NOR,W 25-13,,,,,
