ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1991,1991-09-01,1,24.285,IND,,NWE,L 7-16,0,0,,0,,,,
2,1991,1991-09-08,2,24.292,IND,@,MIA,L 6-17,0,0,,0,,,,
3,1991,1991-09-15,3,24.299,IND,@,RAI,L 0-16,0,0,,0,,,,
4,1991,1991-09-22,4,24.306,IND,,DET,L 24-33,1,16,16.00,0,0,0,,0
5,1991,1991-09-29,5,24.313,IND,@,SEA,L 3-31,0,0,,0,,,,
6,1991,1991-10-06,6,24.320,IND,,PIT,L 3-21,0,0,,0,,,,
7,1991,1991-10-13,7,24.327,IND,@,BUF,L 6-42,1,19,19.00,0,0,0,,0
8,1991,1991-10-20,8,24.334,IND,,NYJ,L 6-17,0,0,,0,,,,
9,1991,1991-11-03,9,24.348,IND,,MIA,L 6-10,0,0,,0,,,,
10,1991,1991-11-10,10,24.355,IND,@,NYJ,W 28-27,0,0,,0,,,,
11,1991,1991-11-17,11,24.362,IND,,CHI,L 17-31,0,0,,0,,,,
12,1991,1991-11-24,12,25.004,IND,@,GNB,L 10-14,0,0,,0,,,,
13,1991,1991-12-08,14,25.018,IND,@,NWE,L 17-23,0,0,,0,,,,
14,1991,1991-12-15,15,25.025,IND,,BUF,L 7-35,0,0,,0,,,,
15,1991,1991-12-22,16,25.032,IND,@,TAM,L 3-17,0,0,,0,,,,
16,1992,1992-09-06,1,25.291,GNB,,MIN,L 20-23,,,,,,,,
17,1992,1992-09-20,3,25.305,GNB,,CIN,W 24-23,,,,,,,,
18,1992,1992-10-04,5,25.319,GNB,@,ATL,L 10-24,,,,,,,,
19,1992,1992-10-18,6,25.333,GNB,@,CLE,L 6-17,,,,,,,,
20,1992,1992-11-01,8,25.347,GNB,@,DET,W 27-13,,,,,,,,
21,1993,1993-09-05,1,26.289,SEA,@,SDG,L 12-18,,,,,0,0,,0
22,1993,1993-09-12,2,26.296,SEA,,RAI,L 13-17,0,0,,0,1,10,10.00,0
23,1993,1993-09-19,3,26.303,SEA,@,NWE,W 17-14,,,,,0,0,,0
24,1993,1993-09-26,4,26.310,SEA,@,CIN,W 19-10,,,,,0,0,,0
25,1993,1993-10-03,5,26.317,SEA,,SDG,W 31-14,,,,,0,0,,0
26,1993,1993-10-17,6,26.331,SEA,@,DET,L 10-30,,,,,0,0,,0
27,1993,1993-10-24,7,26.338,SEA,,NWE,W 10-9,,,,,0,0,,0
28,1993,1993-10-31,8,26.345,SEA,@,DEN,L 17-28,,,,,0,0,,0
29,1993,1993-11-07,9,26.352,SEA,@,HOU,L 14-24,,,,,0,0,,0
30,1993,1993-11-28,11,27.008,SEA,,DEN,L 9-17,,,,,0,0,,0
31,1993,1993-12-05,12,27.015,SEA,,KAN,L 16-31,,,,,0,0,,0
32,1993,1993-12-12,13,27.022,SEA,@,RAI,L 23-27,,,,,0,0,,0
33,1993,1993-12-19,14,27.029,SEA,,PHO,L 27-30,,,,,0,0,,0
34,1993,1993-12-26,15,27.036,SEA,,PIT,W 16-6,,,,,0,0,,0
35,1993,1994-01-02,16,27.043,SEA,@,KAN,L 24-34,,,,,0,0,,0
36,1994,1994-09-18,3,27.302,SEA,,SDG,L 10-24,,,,,0,0,,0
37,1994,1994-09-25,4,27.309,SEA,,PIT,W 30-13,,,,,0,0,,0
38,1994,1994-10-02,5,27.316,SEA,@,IND,L 15-17,,,,,0,0,,0
39,1994,1994-10-09,6,27.323,SEA,,DEN,L 9-16,,,,,0,0,,0
40,1994,1994-10-23,7,27.337,SEA,@,KAN,L 23-38,,,,,0,0,,0
41,1994,1994-10-30,8,27.344,SEA,@,SDG,L 15-35,0,0,,0,3,26,8.67,0
42,1994,1994-11-06,9,27.351,SEA,,CIN,L 17-20,,,,,0,0,,0
43,1994,1994-11-13,10,27.358,SEA,@,DEN,L 10-17,,,,,0,0,,0
44,1994,1994-11-20,11,28.000,SEA,,TAM,W 22-21,,,,,0,0,,0
45,1994,1994-11-27,12,28.007,SEA,,KAN,W 10-9,,,,,0,0,,0
46,1994,1994-12-04,13,28.014,SEA,,IND,L 19-31,,,,,0,0,,0
47,1994,1994-12-11,14,28.021,SEA,@,HOU,W 16-14,,,,,0,0,,0
48,1994,1994-12-18,15,28.028,SEA,,RAI,L 16-17,,,,,0,0,,0
