ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2014,2014-09-07,1,22.053,PHI,,JAX,W 34-17,,4,2,37,18.50,0,50.0%,9.25,0,0
2,2014,2014-09-15,2,22.061,PHI,@,IND,W 30-27,*,4,1,17,17.00,0,25.0%,4.25,0,0
3,2014,2014-09-21,3,22.067,PHI,,WAS,W 37-34,,9,8,59,7.38,2,88.9%,6.56,2,12
4,2014,2014-09-28,4,22.074,PHI,@,SFO,L 21-26,*,7,4,28,7.00,0,57.1%,4.00,0,0
5,2014,2014-10-05,5,22.081,PHI,,STL,W 34-28,*,7,4,35,8.75,0,57.1%,5.00,0,0
6,2014,2014-10-12,6,22.088,PHI,,NYG,W 27-0,*,6,4,50,12.50,0,66.7%,8.33,0,0
7,2014,2014-10-26,7,22.102,PHI,@,ARI,L 20-24,,11,6,47,7.83,0,54.5%,4.27,0,0
8,2014,2014-11-02,8,22.109,PHI,@,HOU,W 31-21,*,4,3,40,13.33,1,75.0%,10.00,1,6
9,2014,2014-11-10,9,22.117,PHI,,CAR,W 45-21,,9,7,138,19.71,2,77.8%,15.33,2,12
10,2014,2014-11-16,10,22.123,PHI,@,GNB,L 20-53,*,8,5,107,21.40,1,62.5%,13.38,1,6
11,2014,2014-11-23,11,22.130,PHI,,TEN,W 43-24,*,8,6,77,12.83,0,75.0%,9.63,0,0
12,2014,2014-11-27,12,22.134,PHI,@,DAL,W 33-10,*,5,4,51,12.75,1,80.0%,10.20,1,6
13,2014,2014-12-07,13,22.144,PHI,,SEA,L 14-24,*,5,2,23,11.50,0,40.0%,4.60,0,0
14,2014,2014-12-14,14,22.151,PHI,,DAL,L 27-38,*,1,0,0,,0,0.0%,0.00,0,0
15,2014,2014-12-20,15,22.157,PHI,@,WAS,L 24-27,,5,3,58,19.33,0,60.0%,11.60,0,0
16,2014,2014-12-28,16,22.165,PHI,@,NYG,W 34-26,,10,8,105,13.13,1,80.0%,10.50,1,6
17,2015,2015-09-14,1,23.060,PHI,@,ATL,L 24-26,*,13,10,102,10.20,0,76.9%,7.85,0,0
18,2015,2015-09-20,2,23.066,PHI,,DAL,L 10-20,*,9,6,80,13.33,1,66.7%,8.89,1,6
19,2015,2015-09-27,3,23.073,PHI,@,NYJ,W 24-17,*,8,6,49,8.17,0,75.0%,6.13,0,0
20,2015,2015-10-04,4,23.080,PHI,@,WAS,L 20-23,,8,3,50,16.67,0,37.5%,6.25,0,0
21,2015,2015-10-11,5,23.087,PHI,,NOR,W 39-17,*,7,5,44,8.80,0,71.4%,6.29,0,0
22,2015,2015-10-19,6,23.095,PHI,,NYG,W 27-7,,11,6,59,9.83,0,54.5%,5.36,0,0
23,2015,2015-10-25,7,23.101,PHI,@,CAR,L 16-27,*,7,3,14,4.67,0,42.9%,2.00,0,0
24,2015,2015-11-08,8,23.115,PHI,@,DAL,W 33-27,,12,9,133,14.78,1,75.0%,11.08,1,6
25,2015,2015-11-15,9,23.122,PHI,,MIA,L 19-20,*,5,3,21,7.00,0,60.0%,4.20,0,0
26,2015,2015-11-22,10,23.129,PHI,,TAM,L 17-45,*,4,4,13,3.25,0,100.0%,3.25,0,0
27,2015,2015-11-26,11,23.133,PHI,@,DET,L 14-45,*,5,3,60,20.00,1,60.0%,12.00,1,6
28,2015,2015-12-06,12,23.143,PHI,@,NWE,W 35-28,*,6,3,36,12.00,1,50.0%,6.00,1,6
29,2015,2015-12-13,13,23.150,PHI,,BUF,W 23-20,*,3,3,19,6.33,0,100.0%,6.33,0,0
30,2015,2015-12-20,14,23.157,PHI,,ARI,L 17-40,*,11,8,159,19.88,1,72.7%,14.45,1,6
31,2015,2015-12-26,15,23.163,PHI,,WAS,L 24-38,*,8,6,104,17.33,1,75.0%,13.00,1,6
32,2015,2016-01-03,16,23.171,PHI,@,NYG,W 35-30,*,9,7,54,7.71,2,77.8%,6.00,2,12
33,2016,2016-09-11,1,24.057,PHI,,CLE,W 29-10,*,14,7,114,16.29,1,50.0%,8.14,1,6
