ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-10-16,7,24.111,NWE,,NYJ,W 27-25,,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
2,2014,2014-10-26,8,24.121,NWE,,CHI,W 51-23,,17,86,5.06,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
3,2014,2014-11-02,9,24.128,NWE,,DEN,W 43-21,*,12,33,2.75,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
4,2014,2014-11-16,10,24.142,NWE,@,IND,W 42-20,*,37,201,5.43,4,0,0,0,,0,0.0%,,4,24,0.0,0,0
5,2014,2014-11-30,12,24.156,NWE,@,GNB,L 21-26,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
6,2014,2014-12-07,13,24.163,NWE,@,SDG,W 23-14,,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
7,2014,2014-12-14,14,24.170,NWE,,MIA,W 41-13,,11,62,5.64,0,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,1,0
8,2014,2014-12-21,15,24.177,NWE,@,NYJ,W 17-16,*,6,5,0.83,1,1,0,0,,0,0.0%,0.00,1,6,0.0,0,0
9,2015,2015-09-27,3,25.092,MIA,,BUF,L 14-41,,9,49,5.44,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
10,2015,2015-10-04,4,25.099,MIA,,NYJ,L 14-27,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
11,2015,2015-10-18,5,25.113,MIA,@,TEN,W 38-10,,7,24,3.43,0,1,1,12,12.00,0,100.0%,12.00,0,0,0.0,0,0
12,2015,2015-10-25,6,25.120,MIA,,HOU,W 44-26,,12,48,4.00,0,1,1,10,10.00,0,100.0%,10.00,0,0,0.0,0,0
13,2015,2015-10-29,7,25.124,MIA,@,NWE,L 7-36,,2,1,0.50,0,5,4,50,12.50,0,80.0%,10.00,0,0,0.0,0,0
14,2015,2015-11-08,8,25.134,MIA,@,BUF,L 17-33,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
15,2015,2015-12-27,15,25.183,JAX,@,NOR,L 27-38,,5,31,6.20,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
16,2015,2016-01-03,16,25.190,JAX,@,HOU,L 6-30,,9,23,2.56,0,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0
