ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2004,2004-11-28,11,25.254,CLE,@,CIN,L 48-58,,,,,,,,
2,2004,2004-12-05,12,25.261,CLE,,NWE,L 15-42,,,,,,,,
3,2004,2004-12-12,13,25.268,CLE,@,BUF,L 7-37,,,,,,,,
4,2004,2004-12-19,14,25.275,CLE,,SDG,L 0-21,,,,,,,,
5,2004,2004-12-26,15,25.282,CLE,@,MIA,L 7-10,,,,,,,,
6,2004,2005-01-02,16,25.289,CLE,@,HOU,W 22-14,,,,,,,,
7,2005,2005-09-11,1,26.176,CLE,,CIN,L 13-27,,,,,,,,
8,2005,2005-09-18,2,26.183,CLE,@,GNB,W 26-24,,,,,,,,
9,2005,2005-09-25,3,26.190,CLE,@,IND,L 6-13,,,,,,,,
10,2005,2005-10-09,4,26.204,CLE,,CHI,W 20-10,,,,,,,,
11,2005,2005-10-16,5,26.211,CLE,@,BAL,L 3-16,,,,,,,,
12,2005,2005-10-23,6,26.218,CLE,,DET,L 10-13,,,,,,,,
13,2005,2005-10-30,7,26.225,CLE,@,HOU,L 16-19,,,,,,,,
14,2005,2005-11-06,8,26.232,CLE,,TEN,W 20-14,,,,,,,,
15,2005,2005-11-13,9,26.239,CLE,@,PIT,L 21-34,,,,,,,,
16,2005,2005-11-20,10,26.246,CLE,,MIA,W 22-0,,,,,,,,
17,2005,2005-11-27,11,26.253,CLE,@,MIN,L 12-24,,,,,,,,
18,2005,2005-12-04,12,26.260,CLE,,JAX,L 14-20,,,,,,,,
19,2005,2005-12-11,13,26.267,CLE,@,CIN,L 20-23,,,,,,,,
20,2005,2005-12-18,14,26.274,CLE,@,OAK,W 9-7,,,,,,,,
21,2005,2006-01-01,16,26.288,CLE,,BAL,W 20-16,,,,,,,,
22,2007,2007-09-09,1,28.174,BUF,,DEN,L 14-15,,,,,,,,
23,2007,2007-09-16,2,28.181,BUF,@,PIT,L 3-26,,,,,,,,
24,2007,2007-09-23,3,28.188,BUF,@,NWE,L 7-38,,,,,,,,
25,2007,2007-09-30,4,28.195,BUF,,NYJ,W 17-14,,,,,,,,
26,2007,2007-10-08,5,28.203,BUF,,DAL,L 24-25,,,,,,,,
27,2007,2007-10-21,6,28.216,BUF,,BAL,W 19-14,,,,,,,,
28,2007,2007-10-28,7,28.223,BUF,@,NYJ,W 13-3,,,,,,,,
29,2007,2007-11-04,8,28.230,BUF,,CIN,W 33-21,,,,,,,,
30,2007,2007-11-11,9,28.237,BUF,@,MIA,W 13-10,,,,,,,,
31,2007,2007-11-18,10,28.244,BUF,,NWE,L 10-56,,,,,,,,
32,2007,2007-11-25,11,28.251,BUF,@,JAX,L 14-36,,1,6,6.00,0,0.0,,
33,2007,2007-12-02,12,28.258,BUF,@,WAS,W 17-16,,,,,,,,
34,2007,2007-12-09,13,28.265,BUF,,MIA,W 38-17,,,,,,,,
35,2007,2007-12-16,14,28.272,BUF,@,CLE,L 0-8,,,,,,,,
