ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1989,1989-09-10,1,23.008,NWE,@,NYJ,W 27-24,1,3,3.00,0,0,0
2,1989,1989-09-17,2,23.015,NWE,,MIA,L 10-24,1,10,10.00,1,1,6
3,1989,1989-09-24,3,23.022,NWE,,SEA,L 3-24,0,0,,0,,
4,1989,1989-10-01,4,23.029,NWE,@,BUF,L 10-31,1,29,29.00,0,0,0
5,1989,1989-10-08,5,23.036,NWE,,HOU,W 23-13,0,0,,0,,
6,1989,1989-10-15,6,23.043,NWE,@,ATL,L 15-16,3,41,13.67,0,0,0
7,1989,1989-10-22,7,23.050,NWE,@,SFO,L 20-37,1,19,19.00,0,0,0
8,1989,1989-10-29,8,23.057,NWE,@,IND,W 23-20,2,28,14.00,0,0,0
9,1989,1989-11-05,9,23.064,NWE,,NYJ,L 26-27,1,11,11.00,1,1,6
10,1989,1989-11-12,10,23.071,NWE,,NOR,L 24-28,5,105,21.00,1,1,6
11,1989,1989-11-19,11,23.078,NWE,,BUF,W 33-24,3,53,17.67,1,1,6
12,1989,1989-11-26,12,23.085,NWE,@,RAI,L 21-24,4,75,18.75,1,1,6
13,1989,1989-12-03,13,23.092,NWE,,IND,W 22-16,6,114,19.00,0,0,0
14,1989,1989-12-10,14,23.099,NWE,@,MIA,L 10-31,3,69,23.00,0,0,0
15,1989,1989-12-17,15,23.106,NWE,@,PIT,L 10-28,10,130,13.00,0,0,0
16,1989,1989-12-24,16,23.113,NWE,,RAM,L 20-24,8,108,13.50,0,0,0
17,1990,1990-09-09,1,24.007,NWE,,MIA,L 24-27,2,36,18.00,0,0,0
18,1990,1990-09-16,2,24.014,NWE,@,IND,W 16-14,2,40,20.00,1,1,6
19,1990,1990-09-23,3,24.021,NWE,@,CIN,L 7-41,5,61,12.20,0,0,0
20,1990,1990-09-30,4,24.028,NWE,,NYJ,L 13-37,3,62,20.67,0,0,0
21,1990,1990-10-07,5,24.035,NWE,,SEA,L 20-33,5,103,20.60,1,1,6
22,1990,1990-12-02,12,24.091,NWE,,KAN,L 7-37,3,34,11.33,0,0,0
23,1990,1990-12-09,13,24.098,NWE,@,PIT,L 3-24,6,70,11.67,0,0,0
24,1990,1990-12-15,14,24.104,NWE,,WAS,L 10-25,3,63,21.00,0,0,0
25,1990,1990-12-23,15,24.112,NWE,@,NYJ,L 7-42,4,69,17.25,0,0,0
26,1990,1990-12-30,16,24.119,NWE,,NYG,L 10-13,1,11,11.00,0,0,0
