ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
34,1983,1983-10-30,9,25.213,ATL,,NWE,W 24-13,3,3,100.0,1,1,100.0,0,6,0,0,,0
35,1983,1983-11-06,10,25.220,ATL,@,NOR,L 10-27,1,1,100.0,1,2,50.0,0,4,0,0,,0
36,1983,1983-11-14,11,25.228,ATL,,RAM,L 13-36,1,1,100.0,2,2,100.0,0,7,0,0,,0
37,1983,1983-11-20,12,25.234,ATL,,SFO,W 28-24,4,4,100.0,,1,0.0,0,4,0,0,,0
38,1983,1983-11-27,13,25.241,ATL,,GNB,W 47-41,5,5,100.0,2,2,100.0,0,11,0,0,,0
39,1983,1983-12-04,14,25.248,ATL,@,WAS,L 21-37,3,3,100.0,,,,0,3,,,,
40,1983,1983-12-10,15,25.254,ATL,@,MIA,L 24-31,3,3,100.0,1,1,100.0,0,6,0,0,,0
41,1983,1983-12-18,16,25.262,ATL,,BUF,W 31-14,4,4,100.0,1,1,100.0,0,7,0,0,,0
42,1984,1984-09-02,1,26.155,ATL,@,NOR,W 36-28,4,4,100.0,2,2,100.0,0,10,0,0,,0
43,1984,1984-09-09,2,26.162,ATL,,DET,L 24-27,3,3,100.0,1,2,50.0,0,6,0,0,,0
44,1984,1984-09-16,3,26.169,ATL,@,MIN,L 20-27,2,2,100.0,2,2,100.0,0,8,0,0,,0
45,1984,1984-09-23,4,26.176,ATL,,HOU,W 42-10,6,6,100.0,,,,0,6,,,,
46,1984,1984-09-30,5,26.183,ATL,@,SFO,L 5-14,,,,1,1,100.0,0,3,0,0,,0
47,1984,1984-10-07,6,26.190,ATL,@,RAM,W 30-28,3,3,100.0,3,3,100.0,0,12,0,0,,0
48,1984,1984-10-14,7,26.197,ATL,,NYG,L 7-19,1,1,100.0,,,,0,1,,,,
49,1984,1984-10-22,8,26.205,ATL,,RAM,L 10-24,1,1,100.0,1,3,33.3,0,4,0,0,,0
50,1984,1984-10-28,9,26.211,ATL,@,PIT,L 10-35,1,1,100.0,1,2,50.0,0,4,0,0,,0
51,1984,1984-11-05,10,26.219,ATL,@,WAS,L 14-27,2,2,100.0,,,,0,2,,,,
52,1984,1984-11-11,11,26.225,ATL,,NOR,L 13-17,1,1,100.0,2,3,66.7,0,7,0,0,,0
53,1984,1984-11-18,12,26.232,ATL,,CLE,L 7-23,1,1,100.0,,,,0,1,,,,
54,1984,1984-11-25,13,26.239,ATL,@,CIN,L 14-35,2,2,100.0,,1,0.0,0,2,0,0,,0
55,1984,1984-12-02,14,26.246,ATL,,SFO,L 17-35,2,2,100.0,1,1,100.0,0,5,0,0,,0
56,1984,1984-12-09,15,26.253,ATL,@,TAM,L 6-23,,,,2,2,100.0,0,6,0,0,,0
57,1984,1984-12-16,16,26.260,ATL,,PHI,W 26-10,2,2,100.0,4,5,80.0,0,14,0,0,,0
58,1985,1985-09-08,1,27.161,ATL,,DET,L 27-28,2,2,100.0,2,2,100.0,0,8,0,0,,0
59,1985,1985-09-15,2,27.168,ATL,@,SFO,L 16-35,1,1,100.0,3,3,100.0,0,10,0,0,,0
60,1985,1985-09-22,3,27.175,ATL,,DEN,L 28-44,4,4,100.0,,,,0,4,,,,
61,1985,1985-09-29,4,27.182,ATL,@,RAM,L 6-17,,,,2,2,100.0,0,6,0,0,,0
62,1985,1985-10-06,5,27.189,ATL,,SFO,L 17-38,2,2,100.0,1,1,100.0,0,5,0,0,,0
63,1985,1985-10-13,6,27.196,ATL,@,SEA,L 26-30,2,2,100.0,4,4,100.0,0,14,0,0,,0
64,1985,1985-10-20,7,27.203,ATL,,NOR,W 31-24,4,4,100.0,1,1,100.0,0,7,1,26,26.00,0
65,1985,1985-10-27,8,27.210,ATL,@,DAL,L 10-24,1,1,100.0,1,3,33.3,0,4,0,0,,0
66,1985,1985-11-03,9,27.217,ATL,,WAS,L 10-44,1,1,100.0,1,1,100.0,0,4,0,0,,0
67,1985,1985-11-10,10,27.224,ATL,@,PHI,L 17-23,2,2,100.0,1,2,50.0,0,5,0,0,,0
68,1985,1985-11-17,11,27.231,ATL,,RAM,W 30-14,3,3,100.0,3,3,100.0,0,12,0,0,,0
69,1985,1985-11-24,12,27.238,ATL,@,CHI,L 0-36,,,,,,,,,,,,
70,1985,1985-12-01,13,27.245,ATL,,RAI,L 24-34,3,3,100.0,1,1,100.0,0,6,0,0,,0
71,1985,1985-12-08,14,27.252,ATL,@,KAN,L 10-38,1,1,100.0,1,1,100.0,0,4,0,0,,0
72,1985,1985-12-15,15,27.259,ATL,,MIN,W 14-13,2,2,100.0,,2,0.0,0,2,0,0,,0
73,1985,1985-12-22,16,27.266,ATL,@,NOR,W 16-10,1,1,100.0,3,5,60.0,0,10,0,0,,0
74,1986,1986-09-07,1,28.160,ATL,@,NOR,W 31-10,4,4,100.0,1,1,100.0,0,7,0,0,,0
75,1986,1986-09-14,2,28.167,ATL,,STL,W 33-13,4,4,100.0,1,1,100.0,0,7,0,0,,0
76,1986,1986-09-21,3,28.174,ATL,@,DAL,W 37-35,4,4,100.0,3,5,60.0,0,13,0,0,,0
77,1986,1986-09-28,4,28.181,ATL,@,TAM,W 23-20,2,2,100.0,3,3,100.0,0,11,0,0,,0
78,1986,1986-10-05,5,28.188,ATL,,PHI,L 0-16,,,,,2,0.0,0,0,0,0,,0
79,1986,1986-10-12,6,28.195,ATL,,RAM,W 26-14,2,2,100.0,4,4,100.0,0,14,0,0,,0
80,1986,1986-10-19,7,28.202,ATL,,SFO,T 10-10,1,1,100.0,1,2,50.0,0,4,0,0,,0
81,1986,1986-10-26,8,28.209,ATL,@,RAM,L 7-14,1,1,100.0,,1,0.0,0,1,0,0,,0
82,1986,1986-11-02,9,28.216,ATL,@,NWE,L 17-25,1,1,100.0,1,3,33.3,0,4,0,0,,0
83,1986,1986-11-09,10,28.223,ATL,,NYJ,L 14-28,2,2,100.0,,2,0.0,0,2,0,0,,0
84,1987,1987-09-13,1,29.166,ATL,@,TAM,L 10-48,1,1,100.0,1,1,100.0,0,4,0,0,,0
85,1987,1987-09-20,2,29.173,ATL,,WAS,W 21-20,3,3,100.0,,,,0,3,1,37,37.00,0
86,1987,1987-10-25,6,29.208,ATL,@,HOU,L 33-37,3,3,100.0,4,4,100.0,0,15,0,0,,0
87,1987,1987-11-01,7,29.215,ATL,,NOR,L 0-38,,,,,1,0.0,0,0,0,0,,0
88,1987,1987-11-08,8,29.222,ATL,@,CLE,L 3-38,,,,1,1,100.0,0,3,0,0,,0
89,1987,1987-11-15,9,29.229,ATL,,CIN,L 10-16,1,1,100.0,1,1,100.0,0,4,0,0,,0
90,1987,1987-11-22,10,29.236,ATL,@,MIN,L 13-24,1,1,100.0,,1,0.0,0,1,0,0,,0
91,1987,1987-11-29,11,29.243,ATL,,STL,L 21-34,3,3,100.0,,,,0,3,,,,
92,1987,1987-12-06,12,29.250,ATL,@,DAL,W 21-10,3,3,100.0,,,,0,3,,,,
93,1987,1987-12-13,13,29.257,ATL,@,RAM,L 0-33,,,,,,,,,,,,
94,1987,1987-12-20,14,29.264,ATL,@,SFO,L 7-35,1,1,100.0,,1,0.0,0,1,0,0,,0
95,1987,1987-12-27,15,29.271,ATL,,DET,L 13-30,1,1,100.0,2,3,66.7,0,7,0,0,,0
