ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
38,2010,2010-11-07,9,24.349,SDG,@,HOU,W 29-23,,8,32,4.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,1,0,2,0.0,0,0
39,2010,2010-11-22,10,24.364,SDG,,DEN,W 35-14,,25,111,4.44,1,2,2,42,21.00,0,100.0%,21.00,0,0,,0,,1,6,0.0,0,0
40,2010,2010-11-28,11,25.005,SDG,@,IND,W 36-14,,26,103,3.96,1,2,2,15,7.50,0,100.0%,7.50,0,0,,0,,1,6,0.0,0,0
41,2010,2010-12-05,12,25.012,SDG,,OAK,L 13-28,*,7,16,2.29,0,6,6,47,7.83,0,100.0%,7.83,0,0,,0,,0,0,0.0,0,0
42,2010,2010-12-12,13,25.019,SDG,,KAN,W 31-0,,16,66,4.13,1,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,1,6,0.0,0,0
43,2010,2010-12-16,14,25.023,SDG,,SFO,W 34-7,,17,46,2.71,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,0,0
44,2010,2010-12-26,15,25.033,SDG,@,CIN,L 20-34,*,4,-2,-0.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
45,2011,2011-09-11,1,25.292,SDG,,MIN,W 24-17,,12,35,2.92,1,9,9,58,6.44,2,100.0%,6.44,0,0,,0,,3,18,0.0,1,0
46,2011,2011-09-18,2,25.299,SDG,@,NWE,L 21-35,,9,10,1.11,0,9,8,73,9.13,0,88.9%,8.11,0,0,,0,,0,0,0.0,2,0
47,2011,2011-09-25,3,25.306,SDG,,KAN,W 20-17,,4,19,4.75,0,5,3,24,8.00,0,60.0%,4.80,0,0,,0,,0,0,0.0,0,0
48,2011,2011-10-02,4,25.313,SDG,,MIA,W 26-16,,6,17,2.83,1,8,5,51,10.20,0,62.5%,6.38,0,0,,0,,1,6,0.0,0,0
49,2011,2011-10-09,5,25.320,SDG,@,DEN,W 29-24,,5,24,4.80,0,3,3,25,8.33,0,100.0%,8.33,0,0,,0,,0,0,0.0,0,0
50,2011,2011-10-23,6,25.334,SDG,@,NYJ,L 21-27,,11,58,5.27,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,0,0
51,2011,2011-11-06,8,25.348,SDG,,GNB,L 38-45,*,19,83,4.37,1,9,4,59,14.75,0,44.4%,6.56,0,0,,0,,1,6,0.0,0,0
52,2011,2011-11-10,9,25.352,SDG,,OAK,L 17-24,,7,36,5.14,0,9,5,37,7.40,0,55.6%,4.11,0,0,,0,,0,0,0.0,0,0
53,2011,2011-11-20,10,25.362,SDG,@,CHI,L 20-31,,3,14,4.67,0,7,5,24,4.80,0,71.4%,3.43,0,0,,0,,0,0,0.0,0,0
54,2011,2011-11-27,11,26.004,SDG,,DEN,L 13-16,,11,44,4.00,0,4,3,19,6.33,0,75.0%,4.75,0,0,,0,,0,0,0.0,0,0
55,2011,2011-12-05,12,26.012,SDG,@,JAX,W 38-14,,6,24,4.00,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,0,0
56,2011,2011-12-11,13,26.018,SDG,,BUF,W 37-10,,6,21,3.50,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,0,1
57,2011,2011-12-18,14,26.025,SDG,,BAL,W 34-14,,8,40,5.00,1,2,2,18,9.00,0,100.0%,9.00,0,0,,0,,1,6,0.0,0,0
58,2011,2011-12-24,15,26.031,SDG,@,DET,L 10-38,,5,7,1.40,0,10,6,32,5.33,0,60.0%,3.20,0,0,,0,,0,0,0.0,0,0
59,2011,2012-01-01,16,26.039,SDG,@,OAK,W 38-26,,9,58,6.44,1,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,1,6,0.0,0,0
60,2012,2012-09-09,1,26.291,CAR,@,TAM,L 10-16,,1,2,2.00,0,3,3,8,2.67,0,100.0%,2.67,0,0,,0,,0,0,0.0,0,0
61,2012,2012-09-16,2,26.298,CAR,,NOR,W 35-27,,2,3,1.50,1,2,2,23,11.50,0,100.0%,11.50,0,0,,0,,1,6,0.0,0,0
62,2012,2012-09-20,3,26.302,CAR,,NYG,L 7-36,*,3,4,1.33,0,5,4,47,11.75,0,80.0%,9.40,0,0,,0,,0,0,0.0,0,0
63,2012,2012-09-30,4,26.312,CAR,@,ATL,L 28-30,,4,14,3.50,0,3,1,8,8.00,0,33.3%,2.67,0,0,,0,,0,0,0.0,0,0
64,2012,2012-10-07,5,26.319,CAR,,SEA,L 12-16,,1,3,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
65,2012,2012-10-21,6,26.333,CAR,,DAL,L 14-19,,3,9,3.00,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,0,0
66,2012,2012-10-28,7,26.340,CAR,@,CHI,L 22-23,,3,7,2.33,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,,0,0,0.0,0,0
67,2012,2012-11-04,8,26.347,CAR,@,WAS,W 21-13,,3,4,1.33,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
68,2012,2012-11-11,9,26.354,CAR,,DEN,L 14-36,*,2,6,3.00,0,2,2,34,17.00,0,100.0%,17.00,0,0,,0,,0,0,0.0,0,0
69,2012,2012-11-18,10,26.361,CAR,,TAM,L 21-27,,0,0,,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
70,2012,2012-11-26,11,27.003,CAR,@,PHI,W 30-22,,1,3,3.00,0,2,2,24,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0
71,2012,2012-12-02,12,27.009,CAR,@,KAN,L 21-27,*,2,15,7.50,0,4,3,24,8.00,0,75.0%,6.00,0,0,,0,,0,0,0.0,0,0
72,2012,2012-12-09,13,27.016,CAR,,ATL,W 30-20,,5,20,4.00,0,3,3,18,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
73,2012,2012-12-16,14,27.023,CAR,@,SDG,W 31-7,*,9,40,4.44,2,4,2,24,12.00,0,50.0%,6.00,1,26,26.00,0,,2,12,0.0,0,0
74,2012,2012-12-23,15,27.030,CAR,,OAK,W 17-6,,5,28,5.60,0,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
75,2012,2012-12-30,16,27.037,CAR,@,NOR,W 44-38,*,10,25,2.50,3,3,1,22,22.00,0,33.3%,7.33,0,0,,0,,3,18,0.0,0,0
76,2013,2013-09-08,1,27.289,CAR,,SEA,L 7-12,*,4,10,2.50,0,1,1,-6,-6.00,0,100.0%,-6.00,0,0,,0,,0,0,0.0,0,0
77,2013,2013-09-15,2,27.296,CAR,@,BUF,L 23-24,*,6,25,4.17,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,,0,0,0.0,1,0
78,2013,2013-09-22,3,27.303,CAR,,NYG,W 38-0,*,9,18,2.00,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
79,2013,2013-10-06,4,27.317,CAR,@,ARI,L 6-22,*,4,31,7.75,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0
80,2013,2013-10-13,5,27.324,CAR,@,MIN,W 35-10,*,8,27,3.38,1,3,2,20,10.00,1,66.7%,6.67,0,0,,0,,2,12,0.0,0,0
81,2013,2013-10-20,6,27.331,CAR,,STL,W 30-15,,13,36,2.77,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
82,2013,2013-10-24,7,27.335,CAR,@,TAM,W 31-13,*,7,35,5.00,0,4,4,29,7.25,1,100.0%,7.25,0,0,,0,,1,6,0.0,0,0
83,2013,2013-11-03,8,27.345,CAR,,ATL,W 34-10,*,6,24,4.00,1,4,3,13,4.33,0,75.0%,3.25,0,0,,0,,1,6,0.0,0,0
84,2013,2013-11-10,9,27.352,CAR,@,SFO,W 10-9,,2,7,3.50,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,,0,0,0.0,0,0
85,2013,2013-11-18,10,27.360,CAR,,NWE,W 24-20,*,6,17,2.83,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
86,2013,2013-11-24,11,28.001,CAR,@,MIA,W 20-16,*,4,23,5.75,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,1,0
87,2013,2013-12-01,12,28.008,CAR,,TAM,W 27-6,*,9,48,5.33,0,4,3,41,13.67,0,75.0%,10.25,0,0,,0,,0,0,0.0,1,0
88,2013,2013-12-08,13,28.015,CAR,@,NOR,L 13-31,,3,12,4.00,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,,0,0,0.0,0,0
89,2013,2013-12-15,14,28.022,CAR,,NYJ,W 30-20,*,12,18,1.50,1,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,1,6,0.0,0,0
90,2013,2013-12-22,15,28.029,CAR,,NOR,W 17-13,*,1,1,1.00,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,,0,0,0.0,0,0
91,2013,2013-12-29,16,28.036,CAR,@,ATL,W 21-20,*,7,29,4.14,0,3,3,10,3.33,0,100.0%,3.33,0,0,,0,,0,0,0.0,0,0
92,2014,2014-09-07,1,28.288,CAR,@,TAM,W 20-14,*,7,11,1.57,0,4,2,6,3.00,0,50.0%,1.50,0,0,,0,,0,0,0.0,0,0
93,2014,2014-09-14,2,28.295,CAR,,DET,W 24-7,*,4,-5,-1.25,0,4,3,33,11.00,0,75.0%,8.25,0,0,,0,,0,0,0.0,0,0
94,2014,2014-09-21,3,28.302,CAR,,PIT,L 19-37,*,3,4,1.33,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,,0,0,0.0,0,0
95,2014,2014-11-30,12,29.007,CAR,@,MIN,L 13-31,*,2,5,2.50,0,2,2,0,0.00,0,100.0%,0.00,0,0,,0,,0,0,0.0,0,0
96,2014,2014-12-07,13,29.014,CAR,@,NOR,W 41-10,*,5,28,5.60,0,3,2,34,17.00,0,66.7%,11.33,0,0,,0,,0,0,0.0,1,0
97,2014,2014-12-14,14,29.021,CAR,,TAM,W 19-17,,2,4,2.00,0,0,0,0,,0,0.0%,,1,2,2.00,0,,0,0,0.0,0,0
98,2014,2014-12-21,15,29.028,CAR,,CLE,W 17-13,*,7,19,2.71,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
99,2014,2014-12-28,16,29.035,CAR,@,ATL,W 34-3,,7,12,1.71,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
100,2015,2015-09-13,1,29.294,CAR,@,JAX,W 20-9,,1,12,12.00,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,0,0
101,2015,2015-09-20,2,29.301,CAR,,HOU,W 24-17,,5,31,6.20,0,3,2,4,2.00,0,66.7%,1.33,0,0,,0,,0,0,0.0,0,0
102,2015,2015-09-27,3,29.308,CAR,,NOR,W 27-22,,5,16,3.20,0,3,3,28,9.33,0,100.0%,9.33,0,0,,0,,0,0,0.0,0,0
103,2015,2015-10-04,4,29.315,CAR,@,TAM,W 37-23,,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
104,2015,2015-10-18,5,29.329,CAR,@,SEA,W 27-23,*,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
105,2015,2015-10-25,6,29.336,CAR,,PHI,W 27-16,,3,16,5.33,1,1,1,2,2.00,1,100.0%,2.00,0,0,,0,,2,12,0.0,0,0
106,2015,2015-11-02,7,29.344,CAR,,IND,W 29-26,,0,0,,0,1,1,40,40.00,0,100.0%,40.00,0,0,,0,,0,0,0.0,0,0
107,2015,2015-11-08,8,29.350,CAR,,GNB,W 37-29,,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
108,2015,2015-11-15,9,29.357,CAR,@,TEN,W 27-10,,3,5,1.67,0,1,1,16,16.00,0,100.0%,16.00,0,0,,0,,0,0,0.0,0,0
109,2015,2015-11-22,10,29.364,CAR,,WAS,W 44-16,,7,5,0.71,0,2,2,5,2.50,1,100.0%,2.50,1,8,8.00,0,,1,6,0.0,0,0
110,2015,2015-11-26,11,30.003,CAR,@,DAL,W 33-14,,4,16,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
111,2015,2015-12-06,12,30.013,CAR,@,NOR,W 41-38,,2,33,16.50,0,3,2,18,9.00,1,66.7%,6.00,0,0,,0,,1,6,0.0,0,0
112,2015,2015-12-13,13,30.020,CAR,,ATL,W 38-0,,6,17,2.83,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,,0,0,0.0,0,0
113,2015,2015-12-20,14,30.027,CAR,@,NYG,W 38-35,*,5,10,2.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
114,2015,2015-12-27,15,30.034,CAR,@,ATL,L 13-20,,2,12,6.00,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,,0,0,0.0,0,0
115,2015,2016-01-03,16,30.041,CAR,,TAM,W 38-10,*,10,59,5.90,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0
116,2016,2016-09-08,1,30.290,CAR,@,DEN,L 20-21,,2,6,3.00,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,,0,0,0.0,0,0
117,2016,2016-09-18,2,30.300,CAR,,SFO,W 46-27,,9,25,2.78,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
118,2016,2016-09-25,3,30.307,CAR,,MIN,L 10-22,,2,5,2.50,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,,0,0,0.0,0,0
119,2016,2016-10-02,4,30.314,CAR,@,ATL,L 33-48,,1,1,1.00,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,,0,0,0.0,0,0
120,2016,2016-10-10,5,30.322,CAR,,TAM,L 14-17,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
121,2016,2016-10-16,6,30.328,CAR,@,NOR,L 38-41,,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
122,2016,2016-10-30,7,30.342,CAR,,ARI,W 30-20,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
123,2016,2016-11-06,8,30.349,CAR,@,LAR,W 13-10,,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
124,2016,2016-11-13,9,30.356,CAR,,KAN,L 17-20,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
125,2016,2016-11-17,10,30.360,CAR,,NOR,W 23-20,,2,-1,-0.50,0,2,1,17,17.00,0,50.0%,8.50,0,0,,0,,0,0,0.0,0,0
126,2016,2016-11-27,11,31.004,CAR,@,OAK,L 32-35,,0,0,,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
127,2016,2016-12-04,12,31.011,CAR,@,SEA,L 7-40,*,4,21,5.25,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
128,2016,2016-12-11,13,31.018,CAR,,SDG,W 28-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
129,2016,2016-12-19,14,31.026,CAR,@,WAS,W 26-15,*,2,13,6.50,0,3,3,28,9.33,1,100.0%,9.33,0,0,,0,,1,6,0.0,0,0
130,2016,2016-12-24,15,31.031,CAR,,ATL,L 16-33,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
131,2016,2017-01-01,16,31.039,CAR,@,TAM,L 16-17,,3,24,8.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
132,2017,2017-09-10,1,31.291,BUF,,NYJ,W 21-12,,12,42,3.50,1,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,1,6,0.0,0,0
133,2017,2017-09-17,2,31.298,BUF,@,CAR,L 3-9,,3,5,1.67,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0
134,2017,2017-09-24,3,31.305,BUF,,DEN,W 26-16,,11,41,3.73,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
135,2017,2017-10-01,4,31.312,BUF,@,ATL,W 23-17,,8,31,3.88,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
136,2017,2017-10-08,5,31.319,BUF,@,CIN,L 16-20,,3,16,5.33,0,3,3,18,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
137,2017,2017-10-22,6,31.333,BUF,,TAM,W 30-27,,3,29,9.67,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,,0,0,0.0,0,0
138,2017,2017-10-29,7,31.340,BUF,,OAK,W 34-14,,4,14,3.50,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,,0,0,0.0,0,0
139,2017,2017-11-02,8,31.344,BUF,@,NYJ,L 21-34,,4,3,0.75,0,3,3,13,4.33,0,100.0%,4.33,0,0,,0,,0,0,0.0,0,0
140,2017,2017-11-12,9,31.354,BUF,,NOR,L 10-47,,2,-2,-1.00,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,,0,0,0.0,0,0
141,2017,2017-12-10,13,32.017,BUF,,IND,W 13-7,,6,32,5.33,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
142,2017,2017-12-24,15,32.031,BUF,@,NWE,L 16-37,,3,-3,-1.00,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,,0,0,0.0,0,0
143,2017,2017-12-31,16,32.038,BUF,@,MIA,W 22-16,,7,39,5.57,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,0,0
