ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1980,1980-09-07,1,22.253,GNB,,CHI,W 12-6,,,,,,,,,,
2,1980,1980-09-14,2,22.260,GNB,,DET,L 7-29,,,,,,,,,,
3,1980,1980-09-21,3,22.267,GNB,@,RAM,L 21-51,,,,,,,,,,
4,1980,1980-09-28,4,22.274,GNB,,DAL,L 7-28,,,,,,,,,,
5,1980,1980-10-05,5,22.281,GNB,,CIN,W 14-9,,,,,,,,,,
6,1980,1980-10-12,6,22.288,GNB,@,TAM,T 14-14,,,,,,,,,,
7,1980,1980-10-19,7,22.295,GNB,@,CLE,L 21-26,,,,,,,,,,
8,1980,1980-10-26,8,22.302,GNB,,MIN,W 16-3,,,,,,,,,,
9,1980,1980-11-02,9,22.309,GNB,@,PIT,L 20-22,,,,,,,,,,
10,1980,1980-11-09,10,22.316,GNB,,SFO,W 23-16,,,,,,,,,,
11,1980,1980-11-16,11,22.323,GNB,@,NYG,L 21-27,,,,,,,,,,
12,1980,1980-11-23,12,22.330,GNB,@,MIN,W 25-13,,,,,,,,,,
13,1980,1980-11-30,13,22.337,GNB,,TAM,L 17-20,,,,,,,,,,
14,1980,1980-12-07,14,22.344,GNB,@,CHI,L 7-61,,,,,,,,,,
15,1980,1980-12-14,15,22.351,GNB,,HOU,L 3-22,,,,,,,,,,
16,1980,1980-12-21,16,22.358,GNB,@,DET,L 3-24,,,,,,,,,,
17,1981,1981-09-06,1,23.251,GNB,@,CHI,W 16-9,,,,,0,0,,0,,
18,1981,1981-09-13,2,23.258,GNB,,ATL,L 17-31,0,0,,0,1,2,2.00,1,1,6
19,1981,1981-09-20,3,23.265,GNB,@,RAM,L 23-35,,,,,0,0,,0,,
20,1981,1981-09-27,4,23.272,GNB,,MIN,L 13-30,,,,,0,0,,0,,
21,1982,1982-09-12,1,24.257,GNB,,RAM,W 35-23,,,,,,,,,,
22,1982,1982-09-20,2,24.265,GNB,@,NYG,W 27-19,,,,,,,,,,
23,1982,1982-11-21,3,24.327,GNB,,MIN,W 26-7,,,,,,,,,,
24,1982,1982-11-28,4,24.334,GNB,@,NYJ,L 13-15,,,,,,,,,,
25,1982,1982-12-05,5,24.341,GNB,,BUF,W 33-21,,,,,,,,,,
26,1982,1982-12-12,6,24.348,GNB,,DET,L 10-30,,,,,,,,,,
27,1982,1982-12-19,7,24.355,GNB,@,BAL,T 20-20,,,,,,,,,,
28,1982,1982-12-26,8,24.362,GNB,@,ATL,W 38-7,,,,,,,,,,
29,1983,1983-09-04,1,25.249,GNB,@,HOU,W 41-38,,,,,,,,,,
30,1983,1983-09-11,2,25.256,GNB,,PIT,L 21-25,,,,,,,,,,
31,1983,1983-09-18,3,25.263,GNB,,RAM,W 27-24,,,,,,,,,,
32,1983,1983-09-26,4,25.271,GNB,@,NYG,L 3-27,,,,,,,,,,
33,1983,1983-10-02,5,25.277,GNB,,TAM,W 55-14,,,,,,,,,,
34,1983,1983-10-09,6,25.284,GNB,@,DET,L 14-38,,,,,,,,,,
35,1983,1983-10-17,7,25.292,GNB,,WAS,W 48-47,,,,,,,,,,
36,1983,1983-10-23,8,25.298,GNB,,MIN,L 17-20,,,,,,,,,,
37,1983,1983-10-30,9,25.305,GNB,@,CIN,L 14-34,,,,,,,,,,
38,1983,1983-11-06,10,25.312,GNB,,CLE,W 35-21,,,,,,,,,,
39,1983,1983-11-13,11,25.319,GNB,@,MIN,W 29-21,,,,,,,,,,
40,1983,1983-11-20,12,25.326,GNB,,DET,L 20-23,,,,,,,,,,
41,1983,1983-11-27,13,25.333,GNB,@,ATL,L 41-47,,,,,,,,,,
42,1983,1983-12-04,14,25.340,GNB,,CHI,W 31-28,,,,,,,,,,
43,1983,1983-12-12,15,25.348,GNB,@,TAM,W 12-9,,,,,,,,,,
44,1983,1983-12-18,16,25.354,GNB,@,CHI,L 21-23,,,,,,,,,,
45,1984,1984-09-02,1,26.248,GNB,,STL,W 24-23,,,,,,,,,,
46,1984,1984-09-09,2,26.255,GNB,@,RAI,L 7-28,,,,,,,,,,
47,1984,1984-09-16,3,26.262,GNB,,CHI,L 7-9,,,,,,,,,,
48,1984,1984-09-23,4,26.269,GNB,@,DAL,L 6-20,,,,,,,,,,
49,1984,1984-09-30,5,26.276,GNB,@,TAM,L 27-30,,,,,,,,,,
50,1984,1984-10-07,6,26.283,GNB,,SDG,L 28-34,,,,,,,,,,
51,1984,1984-10-15,7,26.291,GNB,@,DEN,L 14-17,,,,,,,,,,
52,1984,1984-10-21,8,26.297,GNB,,SEA,L 24-30,,,,,,,,,,
53,1984,1984-10-28,9,26.304,GNB,,DET,W 41-9,,,,,,,,,,
54,1984,1984-11-04,10,26.311,GNB,@,NOR,W 23-13,,,,,,,,,,
55,1984,1984-11-11,11,26.318,GNB,,MIN,W 45-17,,,,,,,,,,
56,1984,1984-11-18,12,26.325,GNB,,RAM,W 31-6,,,,,,,,,,
57,1984,1984-11-22,13,26.329,GNB,@,DET,L 28-31,,,,,,,,,,
58,1984,1984-12-09,15,26.346,GNB,@,CHI,W 20-14,,,,,,,,,,
59,1984,1984-12-16,16,26.353,GNB,@,MIN,W 38-14,,,,,,,,,,
60,1985,1985-09-08,1,27.253,GNB,@,NWE,L 20-26,,,,,,,,,,
