ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1995,1995-09-03,1,23.042,ARI,@,WAS,L 7-27,2,1,3,3.00,1,50.0%,1.50,1,6
2,1995,1995-09-10,2,23.049,ARI,,PHI,L 19-31,,,,,,0.0%,,,
3,1995,1995-09-17,3,23.056,ARI,@,DET,W 20-17,,,,,,0.0%,,,
4,1995,1995-09-24,4,23.063,ARI,@,DAL,L 20-34,1,1,12,12.00,0,100.0%,12.00,0,0
5,1995,1995-10-01,5,23.070,ARI,,KAN,L 3-24,,,,,,0.0%,,,
6,1995,1995-10-08,6,23.077,ARI,@,NYG,L 21-27,,,,,,0.0%,,,
7,1995,1995-10-15,7,23.084,ARI,,WAS,W 24-20,2,2,31,15.50,0,100.0%,15.50,0,0
8,1995,1995-10-29,8,23.098,ARI,,SEA,W 20-14,,,,,,0.0%,,,
9,1995,1995-11-05,9,23.105,ARI,@,DEN,L 6-38,1,1,10,10.00,0,100.0%,10.00,0,0
10,1995,1995-11-12,10,23.112,ARI,,MIN,L 24-30,,,,,,0.0%,,,
11,1995,1995-11-19,11,23.119,ARI,@,CAR,L 7-27,1,1,3,3.00,0,100.0%,3.00,0,0
12,1995,1995-11-26,12,23.126,ARI,,ATL,W 40-37,3,1,2,2.00,1,33.3%,0.67,1,6
13,1995,1995-11-30,13,23.130,ARI,,NYG,L 6-10,,,,,,0.0%,,,
14,1995,1995-12-09,14,23.139,ARI,@,SDG,L 25-28,6,3,14,4.67,0,50.0%,2.33,0,0
15,1995,1995-12-17,15,23.147,ARI,@,PHI,L 20-21,3,2,26,13.00,0,66.7%,8.67,0,0
16,1995,1995-12-25,16,23.155,ARI,,DAL,L 13-37,1,1,11,11.00,0,100.0%,11.00,0,0
17,1996,1996-09-01,1,24.040,ARI,@,IND,L 13-20,,,,,,0.0%,,,
18,1996,1996-09-08,2,24.047,ARI,,MIA,L 10-38,,,,,,0.0%,,,
