ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2012,2012-09-16,2,24.125,STL,,WAS,W 31-28,,,,,
2,2012,2012-09-23,3,24.132,STL,@,CHI,L 6-23,,,,,
3,2012,2012-09-30,4,24.139,STL,,SEA,W 19-13,,,,,
4,2012,2012-10-04,5,24.143,STL,,ARI,W 17-3,,,,,
5,2012,2012-10-14,6,24.153,STL,@,MIA,L 14-17,,,,,
6,2012,2012-10-21,7,24.160,STL,,GNB,L 20-30,,,,,
7,2012,2012-10-28,8,24.167,STL,,NWE,L 7-45,,,,,
8,2012,2012-11-11,9,24.181,STL,@,SFO,T 24-24,,,,,
9,2012,2012-11-18,10,24.188,STL,,NYJ,L 13-27,,,,,
10,2012,2012-11-25,11,24.195,STL,@,ARI,W 31-17,,,,,
11,2012,2012-12-02,12,24.202,STL,,SFO,W 16-13,,,,,
12,2012,2012-12-09,13,24.209,STL,@,BUF,W 15-12,,,,,
13,2012,2012-12-16,14,24.216,STL,,MIN,L 22-36,,,,,
14,2012,2012-12-23,15,24.223,STL,@,TAM,W 28-13,,,,,
15,2012,2012-12-30,16,24.230,STL,@,SEA,L 13-20,,,,,
16,2013,2013-09-08,1,25.117,STL,,ARI,W 27-24,,1,0,0.00,0
17,2013,2013-09-15,2,25.124,STL,@,ATL,L 24-31,,,,,
18,2013,2013-09-22,3,25.131,STL,@,DAL,L 7-31,,,,,
19,2013,2013-09-26,4,25.135,STL,,SFO,L 11-35,,,,,
20,2013,2013-10-06,5,25.145,STL,,JAX,W 34-20,,,,,
21,2013,2013-10-13,6,25.152,STL,@,HOU,W 38-13,,,,,
22,2013,2013-10-20,7,25.159,STL,@,CAR,L 15-30,,,,,
23,2013,2013-10-28,8,25.167,STL,,SEA,L 9-14,,,,,
24,2013,2013-11-03,9,25.173,STL,,TEN,L 21-28,,,,,
25,2013,2013-11-10,10,25.180,STL,@,IND,W 38-8,,,,,
26,2013,2013-11-24,11,25.194,STL,,CHI,W 42-21,,,,,
27,2013,2013-12-01,12,25.201,STL,@,SFO,L 13-23,,,,,
28,2013,2013-12-08,13,25.208,STL,@,ARI,L 10-30,*,,,,
29,2013,2013-12-15,14,25.215,STL,,NOR,W 27-16,*,,,,
30,2013,2013-12-22,15,25.222,STL,,TAM,W 23-13,*,,,,
31,2013,2013-12-29,16,25.229,STL,@,SEA,L 9-27,*,,,,
32,2014,2014-09-07,1,26.116,STL,,MIN,L 6-34,,,,,
33,2014,2014-09-14,2,26.123,STL,@,TAM,W 19-17,,,,,
34,2014,2014-09-21,3,26.130,STL,,DAL,L 31-34,,,,,
35,2014,2014-10-05,4,26.144,STL,@,PHI,L 28-34,,,,,
36,2014,2014-10-13,5,26.152,STL,,SFO,L 17-31,,,,,
37,2014,2014-11-02,8,26.172,STL,@,SFO,W 13-10,,,,,
38,2014,2014-11-09,9,26.179,STL,@,ARI,L 14-31,,,,,
39,2014,2014-11-16,10,26.186,STL,,DEN,W 22-7,,,,,
40,2014,2014-11-23,11,26.193,STL,@,SDG,L 24-27,,,,,
41,2014,2014-11-30,12,26.200,STL,,OAK,W 52-0,,,,,
42,2014,2014-12-07,13,26.207,STL,@,WAS,W 24-0,,,,,
43,2014,2014-12-11,14,26.211,STL,,ARI,L 6-12,,,,,
44,2014,2014-12-21,15,26.221,STL,,NYG,L 27-37,,1,7,7.00,0
45,2014,2014-12-28,16,26.228,STL,@,SEA,L 6-20,,,,,
46,2015,2015-09-13,1,27.122,STL,,SEA,W 34-31,*,0,0,,0
47,2015,2015-09-20,2,27.129,STL,@,WAS,L 10-24,*,0,0,,0
48,2015,2015-09-27,3,27.136,STL,,PIT,L 6-12,*,0,0,,0
49,2015,2015-10-04,4,27.143,STL,@,ARI,W 24-22,*,0,0,,0
50,2015,2015-10-11,5,27.150,STL,@,GNB,L 10-24,*,0,0,,0
51,2015,2015-10-25,6,27.164,STL,,CLE,W 24-6,*,0,0,,0
52,2015,2015-11-01,7,27.171,STL,,SFO,W 27-6,*,0,0,,0
53,2015,2015-11-08,8,27.178,STL,@,MIN,L 18-21,*,0,0,,0
54,2015,2015-11-15,9,27.185,STL,,CHI,L 13-37,*,0,0,,0
55,2015,2015-11-22,10,27.192,STL,@,BAL,L 13-16,*,0,0,,0
56,2015,2015-11-29,11,27.199,STL,@,CIN,L 7-31,*,0,0,,0
57,2015,2015-12-06,12,27.206,STL,,ARI,L 3-27,*,0,0,,0
58,2015,2015-12-13,13,27.213,STL,,DET,W 21-14,*,0,0,,0
59,2015,2015-12-17,14,27.217,STL,,TAM,W 31-23,*,0,0,,0
60,2015,2015-12-27,15,27.227,STL,@,SEA,W 23-17,*,0,0,,0
61,2015,2016-01-03,16,27.234,STL,@,SFO,L 16-19,*,0,0,,0
62,2016,2016-09-12,1,28.121,LAR,@,SFO,L 0-28,*,0,0,,0
63,2016,2016-09-18,2,28.127,LAR,,SEA,W 9-3,*,0,0,,0
64,2016,2016-09-25,3,28.134,LAR,@,TAM,W 37-32,*,0,0,,0
65,2016,2016-10-02,4,28.141,LAR,@,ARI,W 17-13,*,0,0,,0
66,2016,2016-10-09,5,28.148,LAR,,BUF,L 19-30,*,0,0,,0
67,2016,2016-10-16,6,28.155,LAR,@,DET,L 28-31,*,0,0,,0
68,2016,2016-10-23,7,28.162,LAR,,NYG,L 10-17,*,0,0,,0
69,2016,2016-11-06,8,28.176,LAR,,CAR,L 10-13,*,0,0,,0
70,2016,2016-11-13,9,28.183,LAR,@,NYJ,W 9-6,*,0,0,,0
71,2016,2016-11-20,10,28.190,LAR,,MIA,L 10-14,*,0,0,,0
72,2016,2016-11-27,11,28.197,LAR,@,NOR,L 21-49,*,0,0,,0
73,2016,2016-12-04,12,28.204,LAR,@,NWE,L 10-26,*,0,0,,0
74,2016,2016-12-11,13,28.211,LAR,,ATL,L 14-42,*,0,0,,0
75,2016,2016-12-15,14,28.215,LAR,@,SEA,L 3-24,*,0,0,,0
76,2016,2016-12-24,15,28.224,LAR,,SFO,L 21-22,*,0,0,,0
77,2016,2017-01-01,16,28.232,LAR,,ARI,L 6-44,*,0,0,,0
78,2017,2017-12-31,16,29.231,SFO,@,LAR,W 34-13,,0,0,,0
