ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2000,2000-10-23,7,23.279,NYJ,,MIA,W 40-37,,,,,,,0.0%,,,,,
2,2000,2000-10-29,8,23.285,NYJ,@,BUF,L 20-23,,0,,,,,0.0%,,,,,
3,2000,2000-11-26,12,23.313,NYJ,,CHI,W 17-10,,,,,,,0.0%,,,,,
4,2000,2000-12-03,13,23.320,NYJ,,IND,W 27-17,,,,,,,0.0%,,,,,
5,2000,2000-12-10,14,23.327,NYJ,@,OAK,L 7-31,,,,,,,0.0%,,,,,
6,2000,2000-12-17,15,23.334,NYJ,,DET,L 7-10,,,,,,,0.0%,,,,,
7,2000,2000-12-24,16,23.341,NYJ,@,BAL,L 20-34,,,,,,,0.0%,,,,,
8,2001,2001-12-16,13,24.332,CLE,,JAX,L 10-15,,,,,,,0.0%,,,,,
9,2001,2001-12-23,14,24.339,CLE,@,GNB,L 7-30,,1,,,,,0.0%,,,,,
10,2001,2001-12-30,15,24.346,CLE,@,TEN,W 41-38,,1,1,5,5.00,0,100.0%,5.00,0,0,,0
11,2001,2002-01-06,16,24.353,CLE,@,PIT,L 7-28,,2,2,10,5.00,0,100.0%,5.00,1,14,14.00,0
