ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
90,1988,1988-12-18,16,28.107,IND,,BUF,W 17-14,36,166,4.61,0,,3,28,9.33,0,,,0,0,,0,0,0,,,,,,0,0
91,1989,1989-09-10,1,29.008,IND,,SFO,L 24-30,19,106,5.58,0,,1,-1,-1.00,0,,,0,0,,0,0,0,,0,,,,0,0
92,1989,1989-09-17,2,29.015,IND,@,RAM,L 17-31,21,116,5.52,1,,5,45,9.00,0,,,0,0,,0,0,0,,0,,,,1,6
93,1989,1989-09-24,3,29.022,IND,,ATL,W 13-9,22,80,3.64,0,,1,5,5.00,0,,,0,0,,0,0,0,,0,,,,0,0
94,1989,1989-10-01,4,29.029,IND,@,NYJ,W 17-10,18,52,2.89,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0
95,1989,1989-10-08,5,29.036,IND,,BUF,W 37-14,22,92,4.18,2,,0,0,,0,,,0,0,,0,0,0,,0,,,,2,12
96,1989,1989-10-15,6,29.043,IND,@,DEN,L 3-14,13,35,2.69,0,,2,8,4.00,0,,,0,0,,0,0,0,,0,,,,0,0
97,1989,1989-10-22,7,29.050,IND,@,CIN,W 23-12,31,152,4.90,1,,0,0,,0,,,0,0,,0,0,0,,0,,,,1,6
98,1989,1989-10-29,8,29.057,IND,,NWE,L 20-23,14,60,4.29,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0
99,1989,1989-11-12,10,29.071,IND,@,BUF,L 7-30,19,79,4.16,0,,2,8,4.00,0,,,0,0,,0,0,0,,0,,,,0,0
100,1989,1989-11-19,11,29.078,IND,,NYJ,W 27-10,31,131,4.23,1,,1,-2,-2.00,0,,,0,0,,0,0,0,,0,,,,1,6
101,1989,1989-11-26,12,29.085,IND,,SDG,W 10-6,17,30,1.76,0,,1,1,1.00,0,,,0,0,,0,0,0,,0,,,,0,0
102,1989,1989-12-03,13,29.092,IND,@,NWE,L 16-22,24,80,3.33,0,,3,31,10.33,1,,,0,0,,0,0,0,,0,,,,1,6
103,1989,1989-12-10,14,29.099,IND,,CLE,W 23-17,26,137,5.27,0,,3,34,11.33,0,,,0,0,,0,0,0,,0,,,,0,0
104,1989,1989-12-17,15,29.106,IND,,MIA,W 42-13,21,107,5.10,2,,9,63,7.00,0,,,0,0,,0,0,0,,0,,,,2,12
105,1989,1989-12-24,16,29.113,IND,@,NOR,L 6-41,16,54,3.38,0,,2,19,9.50,0,,,0,0,,0,0,0,,0,,,,0,0
106,1990,1990-10-21,6,30.049,IND,,DEN,L 17-27,9,55,6.11,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0
107,1990,1990-10-28,7,30.056,IND,,MIA,L 7-27,10,27,2.70,0,,2,16,8.00,0,,,0,0,,0,0,0,,,,,,0,0
108,1990,1990-11-05,8,30.064,IND,,NYG,L 7-24,9,26,2.89,0,,4,3,0.75,0,,,0,0,,0,0,0,,,,,,0,0
109,1990,1990-11-11,9,30.070,IND,@,NWE,W 13-10,14,25,1.79,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0
110,1990,1990-11-18,10,30.077,IND,,NYJ,W 17-14,15,50,3.33,0,,1,8,8.00,0,,,0,0,,0,0,0,,,,,,0,0
111,1990,1990-11-25,11,30.084,IND,@,CIN,W 34-20,22,143,6.50,1,,2,3,1.50,0,,,0,0,,0,0,0,,,,,,1,6
112,1990,1990-12-02,12,30.091,IND,@,PHO,L 17-20,17,60,3.53,0,,1,-1,-1.00,0,,,0,0,,0,0,0,,,,,,0,0
113,1990,1990-12-09,13,30.098,IND,,BUF,L 7-31,12,33,2.75,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0
114,1990,1990-12-16,14,30.105,IND,@,NYJ,W 29-21,28,117,4.18,2,,5,45,9.00,0,,,0,0,,0,0,0,,,,,,2,12
115,1990,1990-12-22,15,30.111,IND,,WAS,W 35-28,10,31,3.10,1,,1,6,6.00,0,,,0,0,,0,0,0,,,,,,1,6
116,1990,1990-12-30,16,30.119,IND,@,MIA,L 17-23,20,110,5.50,0,,2,12,6.00,0,,,0,0,,0,0,0,,,,,,0,0
117,1991,1991-09-01,1,30.364,IND,,NWE,L 7-16,15,64,4.27,0,,8,66,8.25,0,,,0,0,,0,0,0,,,,,,0,0
118,1991,1991-09-08,2,31.006,IND,@,MIA,L 6-17,19,60,3.16,0,,7,35,5.00,0,,,0,0,,0,0,0,,,,,,0,0
119,1991,1991-09-15,3,31.013,IND,@,RAI,L 0-16,20,77,3.85,0,,5,38,7.60,0,,,0,0,,0,0,0,,,,,,0,0
120,1991,1991-09-22,4,31.020,IND,,DET,L 24-33,13,17,1.31,1,,6,34,5.67,1,,,0,0,,0,0,0,,,,,,2,12
121,1991,1991-09-29,5,31.027,IND,@,SEA,L 3-31,13,42,3.23,0,,4,17,4.25,0,,,0,0,,0,0,0,,,,,,0,0
122,1991,1991-10-06,6,31.034,IND,,PIT,L 3-21,13,24,1.85,0,,2,7,3.50,0,,,0,0,,0,0,0,,,,,,0,0
123,1991,1991-11-03,9,31.062,IND,,MIA,L 6-10,17,63,3.71,0,,2,16,8.00,0,,,0,0,,0,0,0,,,,,,0,0
124,1991,1991-12-01,13,31.090,IND,,CLE,L 0-31,16,117,7.31,0,,2,0,0.00,0,,,0,0,,0,0,0,,,,,,0,0
125,1991,1991-12-08,14,31.097,IND,@,NWE,L 17-23,30,53,1.77,1,,2,24,12.00,0,,,0,0,,0,0,0,,,,,,1,6
126,1991,1991-12-22,16,31.111,IND,@,TAM,L 3-17,11,19,1.73,0,,3,32,10.67,0,,,0,0,,0,0,0,,,,,,0,0
127,1992,1992-09-06,1,32.004,RAI,@,DEN,L 13-17,22,58,2.64,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0
128,1992,1992-09-13,2,32.011,RAI,@,CIN,L 21-24,10,28,2.80,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,0,,,0,0
129,1992,1992-09-20,3,32.018,RAI,,CLE,L 16-28,6,22,3.67,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,0,,,0,0
130,1992,1992-09-28,4,32.026,RAI,@,KAN,L 7-27,12,69,5.75,1,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,0,,,1,6
131,1992,1992-10-04,5,32.032,RAI,,NYG,W 13-10,12,52,4.33,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,0,,,0,0
132,1992,1992-10-11,6,32.039,RAI,,BUF,W 20-3,16,52,3.25,0,2,2,11,5.50,1,100.0%,5.50,0,0,,0,0,0,,,0,,,1,6
133,1992,1992-10-18,7,32.046,RAI,@,SEA,W 19-0,9,24,2.67,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,,0,,,0,0
134,1992,1992-10-25,8,32.053,RAI,,DAL,L 13-28,8,42,5.25,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0
135,1992,1992-11-08,9,32.067,RAI,@,PHI,L 10-31,9,28,3.11,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,0,,,0,0
136,1992,1992-11-15,10,32.074,RAI,,SEA,W 20-3,10,31,3.10,1,,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,1,6
137,1992,1992-11-22,11,32.081,RAI,,DEN,W 24-0,16,107,6.69,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,,0,,,0,0
138,1992,1992-11-29,12,32.088,RAI,@,SDG,L 3-27,17,103,6.06,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0
139,1992,1992-12-06,13,32.095,RAI,,KAN,W 28-7,23,77,3.35,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0
140,1992,1992-12-14,14,32.103,RAI,@,MIA,L 7-20,11,25,2.27,0,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,,0,,,0,0
141,1992,1992-12-20,15,32.109,RAI,,SDG,L 14-36,6,11,1.83,0,5,3,16,5.33,0,60.0%,3.20,0,0,,0,0,0,,,0,,,0,0
142,1992,1992-12-26,16,32.115,RAI,@,WAS,W 21-20,,,,,,,,,,0.0%,,,,,,,,,,,,,,
143,1993,1993-09-05,1,33.003,ATL,@,DET,L 13-30,6,10,1.67,0,4,3,8,2.67,0,75.0%,2.00,0,0,,0,0,0,,,,,,0,0
144,1993,1993-09-12,2,33.010,ATL,,NOR,L 31-34,17,77,4.53,0,3,2,41,20.50,0,66.7%,13.67,0,0,,0,0,0,,,,,,0,0
145,1993,1993-09-27,4,33.025,ATL,,PIT,L 17-45,1,7,7.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
146,1993,1993-10-03,5,33.031,ATL,@,CHI,L 0-6,2,-3,-1.50,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,0,0
