ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1975,1975-09-21,1,22.233,BAL,@,CHI,W 35-7,5,14,2.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
2,1975,1975-09-28,2,22.240,BAL,,OAK,L 20-31,,,,,,,,,,,,,,,,,,,,,
3,1975,1975-10-05,3,22.247,BAL,@,RAM,L 13-24,,,,,,,,,,,,,,,,,,,,,
4,1975,1975-10-12,4,22.254,BAL,,BUF,L 31-38,,,,,,,,,,,,,,,,,,,,,
5,1975,1975-10-19,5,22.261,BAL,@,NWE,L 10-21,10,40,4.00,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0
6,1975,1975-10-26,6,22.268,BAL,@,NYJ,W 45-28,6,19,3.17,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
7,1975,1975-11-02,7,22.275,BAL,,CLE,W 21-7,3,-2,-0.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
8,1975,1975-11-09,8,22.282,BAL,@,BUF,W 42-35,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
9,1975,1975-11-16,9,22.289,BAL,,NYJ,W 52-19,8,47,5.88,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
10,1975,1975-11-23,10,22.296,BAL,@,MIA,W 33-17,7,46,6.57,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
11,1975,1975-11-30,11,22.303,BAL,,KAN,W 28-14,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
12,1976,1976-09-12,1,23.225,BAL,@,NWE,W 27-13,11,39,3.55,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0
13,1976,1976-09-19,2,23.232,BAL,,CIN,W 28-27,9,9,1.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
14,1976,1976-09-26,3,23.239,BAL,@,DAL,L 27-30,4,14,3.50,1,1,5,5.00,0,0,0,,0,0,0,,0,0,,,1,6
15,1976,1976-10-03,4,23.246,BAL,,TAM,W 42-17,13,72,5.54,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
16,1976,1976-10-10,5,23.253,BAL,,MIA,W 28-14,5,26,5.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
17,1976,1976-10-17,6,23.260,BAL,@,BUF,W 31-13,10,78,7.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
18,1976,1976-10-24,7,23.267,BAL,@,NYJ,W 20-0,12,28,2.33,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0
19,1976,1976-11-01,8,23.275,BAL,,HOU,W 38-14,6,18,3.00,2,1,7,7.00,0,0,0,,0,0,0,,0,0,,,2,12
20,1976,1976-11-07,9,23.281,BAL,@,SDG,W 37-21,10,33,3.30,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0
21,1976,1976-11-14,10,23.288,BAL,,NWE,L 14-21,8,18,2.25,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0
22,1976,1976-11-22,11,23.296,BAL,@,MIA,W 17-16,17,63,3.71,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
23,1976,1976-11-28,12,23.302,BAL,,NYJ,W 33-16,8,32,4.00,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0
24,1976,1976-12-12,14,23.316,BAL,,BUF,W 58-20,5,15,3.00,1,1,8,8.00,0,0,0,,0,0,0,,0,0,,,1,6
25,1977,1977-09-18,1,24.230,BAL,@,SEA,W 29-14,8,44,5.50,1,1,14,14.00,0,0,0,,0,0,0,,0,0,,,1,6
26,1977,1977-09-25,2,24.237,BAL,@,NYJ,W 20-12,3,16,5.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
27,1977,1977-10-23,6,24.265,BAL,@,NWE,L 3-17,,,,,,,,,,,,,,,,,,,,,
28,1977,1977-10-30,7,24.272,BAL,,PIT,W 31-21,3,5,1.67,0,1,26,26.00,1,0,0,,0,0,0,,0,0,,,1,6
29,1977,1977-11-07,8,24.280,BAL,,WAS,W 10-3,11,36,3.27,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
30,1977,1977-11-13,9,24.286,BAL,@,BUF,W 31-13,14,38,2.71,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
31,1977,1977-11-20,10,24.293,BAL,,NYJ,W 33-12,7,26,3.71,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0
32,1977,1977-11-27,11,24.300,BAL,@,DEN,L 13-27,5,16,3.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
33,1977,1977-12-05,12,24.308,BAL,@,MIA,L 6-17,3,7,2.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
34,1977,1977-12-11,13,24.314,BAL,,DET,L 10-13,4,10,2.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
35,1977,1977-12-18,14,24.321,BAL,,NWE,W 30-24,1,39,39.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
36,1978,1978-09-04,1,25.216,BAL,@,DAL,L 0-38,9,34,3.78,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
37,1978,1978-09-10,2,25.222,BAL,,MIA,L 0-42,5,3,0.60,0,1,19,19.00,0,0,0,,0,0,0,,0,0,,,0,0
38,1978,1978-09-18,3,25.230,BAL,@,NWE,W 34-27,8,27,3.38,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0
39,1978,1978-09-24,4,25.236,BAL,@,BUF,L 17-24,1,9,9.00,0,2,28,14.00,1,0,0,,0,0,0,,0,0,,,1,6
40,1978,1978-10-01,5,25.243,BAL,,PHI,L 14-17,10,23,2.30,1,3,17,5.67,1,0,0,,0,0,0,,0,0,,,2,12
41,1978,1978-10-08,6,25.250,BAL,@,STL,W 30-17,3,9,3.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
42,1978,1978-10-15,7,25.257,BAL,,NYJ,L 10-33,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
43,1978,1978-10-22,8,25.264,BAL,,DEN,W 7-6,13,57,4.38,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0
44,1978,1978-10-29,9,25.271,BAL,@,MIA,L 8-26,3,8,2.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
45,1978,1978-11-06,10,25.279,BAL,,WAS,W 21-17,17,55,3.24,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
46,1978,1978-11-12,11,25.285,BAL,@,SEA,W 17-14,6,11,1.83,0,1,27,27.00,0,0,0,,0,0,0,,0,0,,,0,0
47,1978,1978-11-19,12,25.292,BAL,,CLE,L 24-45,6,18,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
48,1979,1979-09-23,4,26.235,BAL,@,PIT,L 13-17,10,22,2.20,0,2,8,4.00,0,0,0,,0,0,0,,0,0,,,0,0
