ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1951,1951-09-30,1,25.342,WAS,@,DET,L 17-35,3,21,7.00,0
2,1951,1951-10-14,3,25.356,WAS,@,CLE,L 0-45,1,14,14.00,0
3,1951,1951-11-04,6,26.012,WAS,,CHI,L 0-27,3,48,16.00,0
4,1951,1951-11-11,7,26.019,WAS,@,NYG,L 14-28,1,38,38.00,0
5,1951,1951-11-25,9,26.033,WAS,,RAM,W 31-21,1,15,15.00,0
6,1951,1951-12-16,12,26.054,WAS,,PIT,L 10-20,3,30,10.00,0
7,1952,1952-10-19,4,26.362,WAS,@,PIT,W 28-24,1,9,9.00,0
8,1952,1952-10-26,5,27.003,WAS,@,CLE,L 15-19,3,48,16.00,0
9,1952,1952-11-02,6,27.010,WAS,,PIT,L 23-24,0,0,,0
10,1952,1952-11-09,7,27.017,WAS,@,PHI,L 20-38,1,11,11.00,0
11,1952,1952-11-16,8,27.024,WAS,,SFO,L 17-23,2,39,19.50,1
12,1952,1952-11-23,9,27.031,WAS,,NYG,L 10-14,1,11,11.00,0
13,1952,1952-11-30,10,27.038,WAS,,CLE,L 24-48,1,6,6.00,0
14,1952,1952-12-14,12,27.052,WAS,,PHI,W 27-21,1,23,23.00,1
15,1953,1953-10-02,2,27.344,WAS,@,PHI,T 21-21,2,35,17.50,0
