ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1993,1993-09-05,1,22.144,DET,,ATL,W 30-13,
2,1993,1993-09-12,2,22.151,DET,@,NWE,W 19-16,
3,1993,1993-09-19,3,22.158,DET,@,NOR,L 3-14,
4,1993,1993-09-26,4,22.165,DET,,PHO,W 26-20,
5,1993,1993-10-03,5,22.172,DET,@,TAM,L 10-27,1.0
6,1993,1993-10-24,7,22.193,DET,@,RAM,W 16-13,
7,1993,1993-10-31,8,22.200,DET,@,MIN,W 30-27,
8,1993,1993-11-07,9,22.207,DET,,TAM,W 23-0,
9,1993,1993-11-21,10,22.221,DET,@,GNB,L 17-26,
10,1993,1993-12-05,12,22.235,DET,,MIN,L 0-13,
11,1993,1993-12-12,13,22.242,DET,@,PHO,W 21-14,
12,1993,1993-12-19,14,22.249,DET,,SFO,L 17-55,
13,1993,1993-12-26,15,22.256,DET,@,CHI,W 20-14,
14,1993,1994-01-02,16,22.263,DET,,GNB,W 30-20,
15,1994,1994-09-04,1,23.143,DET,,ATL,W 31-28,
16,1994,1994-09-11,2,23.150,DET,@,MIN,L 3-10,
17,1994,1994-09-19,3,23.158,DET,@,DAL,W 20-17,
18,1994,1994-09-25,4,23.164,DET,,NWE,L 17-23,
19,1994,1994-10-02,5,23.171,DET,@,TAM,L 14-24,
20,1994,1994-10-09,6,23.178,DET,,SFO,L 21-27,
21,1994,1994-10-23,7,23.192,DET,,CHI,W 21-16,
22,1994,1994-10-30,8,23.199,DET,@,NYG,W 28-25,
23,1994,1994-11-06,9,23.206,DET,@,GNB,L 30-38,
24,1994,1994-11-13,10,23.213,DET,,TAM,W 14-9,
25,1994,1994-11-20,11,23.220,DET,@,CHI,L 10-20,
26,1994,1994-11-24,12,23.224,DET,,BUF,W 35-21,
27,1994,1994-12-04,13,23.234,DET,,GNB,W 34-31,
28,1994,1994-12-10,14,23.240,DET,@,NYJ,W 18-7,
29,1994,1994-12-17,15,23.247,DET,,MIN,W 41-19,
30,1994,1994-12-25,16,23.255,DET,@,MIA,L 20-27,
31,1995,1995-09-03,1,24.142,DET,@,PIT,L 20-23,
32,1995,1995-09-10,2,24.149,DET,@,MIN,L 10-20,
33,1995,1995-09-17,3,24.156,DET,,ARI,L 17-20,
34,1995,1995-09-25,4,24.164,DET,,SFO,W 27-24,
35,1995,1995-10-08,5,24.177,DET,,CLE,W 38-20,
36,1995,1995-10-15,6,24.184,DET,@,GNB,L 21-30,
37,1995,1995-10-29,8,24.198,DET,,GNB,W 24-16,
38,1995,1995-11-05,9,24.205,DET,@,ATL,L 22-34,
39,1995,1995-11-12,10,24.212,DET,,TAM,W 27-24,1.0
40,1995,1995-11-19,11,24.219,DET,@,CHI,W 24-17,
41,1995,1995-11-23,12,24.223,DET,,MIN,W 44-38,3.0
42,1995,1995-12-04,13,24.234,DET,,CHI,W 27-7,1.0
43,1995,1995-12-10,14,24.240,DET,@,HOU,W 24-17,1.0
44,1995,1995-12-17,15,24.247,DET,,JAX,W 44-0,
45,1995,1995-12-23,16,24.253,DET,@,TAM,W 37-10,1.0
46,1996,1996-09-01,1,25.140,DET,@,MIN,L 13-17,
47,1996,1996-09-08,2,25.147,DET,,TAM,W 21-6,
48,1996,1996-09-15,3,25.154,DET,@,PHI,L 17-24,1.0
49,1996,1996-09-22,4,25.161,DET,,CHI,W 35-16,
50,1996,1996-10-13,7,25.182,DET,@,OAK,L 21-37,
51,1996,1996-10-27,8,25.196,DET,,NYG,L 7-35,1.0
52,1996,1996-11-03,9,25.203,DET,@,GNB,L 18-28,1.0
53,1996,1996-11-11,10,25.211,DET,@,SDG,L 21-27,
54,1996,1996-11-17,11,25.217,DET,,SEA,W 17-16,
55,1996,1996-11-24,12,25.224,DET,@,CHI,L 14-31,
56,1996,1996-11-28,13,25.228,DET,,KAN,L 24-28,
57,1996,1996-12-08,14,25.238,DET,,MIN,L 22-24,
58,1996,1996-12-15,15,25.245,DET,,GNB,L 3-31,
59,1996,1996-12-23,16,25.253,DET,@,SFO,L 14-24,
60,1997,1997-08-31,1,26.139,DET,,ATL,W 28-17,0.5
61,1997,1997-09-07,2,26.146,DET,,TAM,L 17-24,
62,1997,1997-09-14,3,26.153,DET,@,CHI,W 32-7,0.5
63,1997,1997-09-21,4,26.160,DET,@,NOR,L 17-35,
64,1997,1997-09-28,5,26.167,DET,,GNB,W 26-15,
65,1997,1997-10-05,6,26.174,DET,@,BUF,L 13-22,1.0
66,1997,1997-10-12,7,26.181,DET,@,TAM,W 27-9,
67,1997,1997-10-19,8,26.188,DET,,NYG,L 20-26,
68,1997,1997-11-02,9,26.202,DET,@,GNB,L 10-20,
69,1997,1997-11-09,10,26.209,DET,@,WAS,L 7-30,
70,1997,1997-11-16,11,26.216,DET,,MIN,W 38-15,
71,1997,1997-11-23,12,26.223,DET,,IND,W 32-10,
72,1997,1997-11-27,13,26.227,DET,,CHI,W 55-20,
73,1997,1997-12-07,14,26.237,DET,@,MIA,L 30-33,
74,1997,1997-12-14,15,26.244,DET,@,MIN,W 14-13,
75,1997,1997-12-21,16,26.251,DET,,NYJ,W 13-10,
76,1998,1998-09-06,1,27.145,GNB,,DET,W 38-19,
