ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
63,1983,1983-10-16,7,27.102,CLE,@,PIT,L 17-44,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
64,1983,1983-10-23,8,27.109,CLE,@,CIN,L 21-28,0,0,,0,3,3,100.0,,,,0,3,,,,
65,1983,1983-10-30,9,27.116,CLE,,HOU,W 25-19,0,0,,0,1,1,100.0,4,4,100.0,0,13,0,0,,0
66,1983,1983-11-06,10,27.123,CLE,@,GNB,L 21-35,0,0,,0,3,3,100.0,,,,0,3,,,,
67,1983,1983-11-13,11,27.130,CLE,,TAM,W 20-0,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
68,1983,1983-11-20,12,27.137,CLE,@,NWE,W 30-0,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
69,1983,1983-11-27,13,27.144,CLE,,BAL,W 41-23,0,0,,0,5,5,100.0,2,2,100.0,0,11,0,0,,0
70,1983,1983-12-04,14,27.151,CLE,@,DEN,L 6-27,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
71,1983,1983-12-11,15,27.158,CLE,@,HOU,L 27-34,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
72,1983,1983-12-18,16,27.165,CLE,,PIT,W 30-17,0,0,,0,3,4,75.0,1,1,100.0,0,6,0,0,,0
73,1984,1984-09-03,1,28.059,CLE,@,SEA,L 0-33,0,0,,0,,,,,1,0.0,0,0,0,0,,0
74,1984,1984-09-09,2,28.065,CLE,@,RAM,L 17-20,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
75,1984,1984-09-16,3,28.072,CLE,,DEN,L 14-24,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
76,1984,1984-09-23,4,28.079,CLE,,PIT,W 20-10,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
77,1984,1984-09-30,5,28.086,CLE,@,KAN,L 6-10,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
78,1984,1984-10-07,6,28.093,CLE,,NWE,L 16-17,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
79,1984,1984-10-14,7,28.100,CLE,,NYJ,L 20-24,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
80,1984,1984-10-21,8,28.107,CLE,@,CIN,L 9-12,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
81,1984,1984-10-28,9,28.114,CLE,,NOR,L 14-16,0,0,,0,2,2,100.0,,2,0.0,0,2,0,0,,0
82,1984,1984-11-04,10,28.121,CLE,@,BUF,W 13-10,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
83,1984,1984-11-11,11,28.128,CLE,,SFO,L 7-41,0,0,,0,1,1,100.0,,,,0,1,,,,
84,1984,1984-11-18,12,28.135,CLE,@,ATL,W 23-7,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
85,1984,1984-11-25,13,28.142,CLE,,HOU,W 27-10,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
86,1984,1984-12-02,14,28.149,CLE,,CIN,L 17-20,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
87,1984,1984-12-09,15,28.156,CLE,@,PIT,L 20-23,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
88,1984,1984-12-16,16,28.163,CLE,@,HOU,W 27-20,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
89,1985,1985-09-08,1,29.064,CLE,,STL,L 24-27,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
90,1985,1985-09-16,2,29.072,CLE,,PIT,W 17-7,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
91,1985,1985-09-22,3,29.078,CLE,@,DAL,L 7-20,0,0,,0,1,1,100.0,,,,0,1,,,,
92,1985,1985-09-29,4,29.085,CLE,@,SDG,W 21-7,0,0,,0,3,3,100.0,,,,0,3,,,,
93,1985,1985-10-06,5,29.092,CLE,,NWE,W 24-20,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
94,1985,1985-10-13,6,29.099,CLE,@,HOU,W 21-6,0,0,,0,3,3,100.0,,,,0,3,,,,
95,1985,1985-10-20,7,29.106,CLE,,RAI,L 20-21,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
96,1985,1985-10-27,8,29.113,CLE,,WAS,L 7-14,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
97,1985,1985-11-03,9,29.120,CLE,@,PIT,L 9-10,0,0,,0,,,,3,4,75.0,0,9,0,0,,0
98,1985,1985-11-10,10,29.127,CLE,@,CIN,L 10-27,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
99,1985,1985-11-17,11,29.134,CLE,,BUF,W 17-7,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
100,1985,1985-11-24,12,29.141,CLE,,CIN,W 24-6,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
101,1985,1985-12-01,13,29.148,CLE,@,NYG,W 35-33,0,0,,0,5,5,100.0,,,,0,5,,,,
102,1985,1985-12-08,14,29.155,CLE,@,SEA,L 13-31,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
103,1985,1985-12-15,15,29.162,CLE,,HOU,W 28-21,0,0,,0,4,4,100.0,,1,0.0,0,4,0,0,,0
104,1985,1985-12-22,16,29.169,CLE,@,NYJ,L 10-37,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
105,1986,1986-09-07,1,30.063,CLE,@,CHI,L 31-41,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
106,1986,1986-09-14,2,30.070,CLE,@,HOU,W 23-20,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
107,1986,1986-09-18,3,30.074,CLE,,CIN,L 13-30,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
108,1986,1986-09-28,4,30.084,CLE,,DET,W 24-21,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
109,1986,1986-10-05,5,30.091,CLE,@,PIT,W 27-24,0,0,,0,3,3,100.0,2,4,50.0,0,9,0,0,,0
110,1986,1986-10-12,6,30.098,CLE,,KAN,W 20-7,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
111,1986,1986-10-19,7,30.105,CLE,,GNB,L 14-17,0,0,,0,2,2,100.0,,,,0,2,,,,
112,1986,1986-10-26,8,30.112,CLE,@,MIN,W 23-20,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
113,1986,1986-11-02,9,30.119,CLE,@,IND,W 24-9,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
114,1986,1986-11-10,10,30.127,CLE,,MIA,W 26-16,0,0,,0,2,2,100.0,4,5,80.0,0,14,0,0,,0
115,1986,1986-11-16,11,30.133,CLE,@,RAI,L 14-27,0,0,,0,2,2,100.0,,,,0,2,,,,
116,1986,1986-11-23,12,30.140,CLE,,PIT,W 37-31,0,0,,0,4,4,100.0,1,3,33.3,0,7,0,0,,0
117,1987,1987-12-13,13,31.160,CLE,,CIN,W 38-24,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
118,1987,1987-12-20,14,31.167,CLE,@,RAI,W 24-17,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
119,1987,1987-12-26,15,31.173,CLE,@,PIT,W 19-13,0,0,,0,1,2,50.0,2,2,100.0,0,7,0,0,,0
120,1988,1988-09-04,1,32.060,CLE,@,KAN,W 6-3,0,0,,0,,,,2,3,66.7,0,6,0,0,,0
121,1988,1988-09-11,2,32.067,CLE,,NYJ,L 3-23,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
122,1988,1988-09-19,3,32.075,CLE,,IND,W 23-17,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
123,1988,1988-09-25,4,32.081,CLE,@,CIN,L 17-24,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
124,1988,1988-10-02,5,32.088,CLE,@,PIT,W 23-9,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
125,1988,1988-10-09,6,32.095,CLE,,SEA,L 10-16,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
126,1988,1988-10-16,7,32.102,CLE,,PHI,W 19-3,0,0,,0,1,2,50.0,2,3,66.7,0,7,0,0,,0
127,1988,1988-10-23,8,32.109,CLE,@,PHO,W 29-21,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
128,1988,1988-10-30,9,32.116,CLE,,CIN,W 23-16,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
129,1988,1988-11-07,10,32.124,CLE,@,HOU,L 17-24,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
130,1988,1988-11-13,11,32.130,CLE,@,DEN,L 7-30,0,0,,0,1,1,100.0,,,,0,1,,,,
131,1988,1988-11-20,12,32.137,CLE,,PIT,W 27-7,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
132,1988,1988-11-27,13,32.144,CLE,@,WAS,W 17-13,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
133,1988,1988-12-04,14,32.151,CLE,,DAL,W 24-21,1,-8,-8.00,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
134,1988,1988-12-12,15,32.159,CLE,@,MIA,L 31-38,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
135,1988,1988-12-18,16,32.165,CLE,,HOU,W 28-23,0,0,,0,4,4,100.0,,,,0,4,,,,
136,1989,1989-09-10,1,33.066,CLE,@,PIT,W 51-0,0,0,,0,6,6,100.0,3,3,100.0,0,15,0,0,,0
137,1989,1989-09-17,2,33.073,CLE,,NYJ,W 38-24,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
138,1989,1989-09-25,3,33.081,CLE,@,CIN,L 14-21,0,0,,0,2,2,100.0,,,,0,2,,,,
139,1989,1989-10-01,4,33.087,CLE,,DEN,W 16-13,0,0,,0,1,1,100.0,3,5,60.0,0,10,0,0,,0
140,1989,1989-10-08,5,33.094,CLE,@,MIA,L 10-13,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
141,1989,1989-10-15,6,33.101,CLE,,PIT,L 7-17,0,0,,0,1,1,100.0,,,,0,1,,,,
142,1989,1989-10-23,7,33.109,CLE,,CHI,W 27-7,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
143,1989,1989-10-29,8,33.115,CLE,,HOU,W 28-17,0,0,,0,4,4,100.0,,,,0,4,,,,
144,1989,1989-11-05,9,33.122,CLE,@,TAM,W 42-31,0,0,,0,6,6,100.0,,,,0,6,,,,
145,1989,1989-11-12,10,33.129,CLE,@,SEA,W 17-7,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
146,1989,1989-11-19,11,33.136,CLE,,KAN,T 10-10,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
147,1989,1989-11-23,12,33.140,CLE,@,DET,L 10-13,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
148,1989,1989-12-03,13,33.150,CLE,,CIN,L 0-21,0,0,,0,,,,,2,0.0,0,0,0,0,,0
149,1989,1989-12-10,14,33.157,CLE,@,IND,L 17-23,0,0,,0,2,2,100.0,1,3,33.3,0,5,0,0,,0
150,1989,1989-12-17,15,33.164,CLE,,MIN,W 23-17,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
151,1989,1989-12-23,16,33.170,CLE,@,HOU,W 24-20,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
152,1990,1990-09-30,4,34.086,NYG,,DAL,W 31-17,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
153,1990,1990-10-14,5,34.100,NYG,@,WAS,W 24-20,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
154,1990,1990-10-21,6,34.107,NYG,,PHO,W 20-19,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
155,1990,1990-10-28,7,34.114,NYG,,WAS,W 21-10,0,0,,0,3,3,100.0,,,,0,3,,,,
156,1990,1990-11-05,8,34.122,NYG,@,IND,W 24-7,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
157,1990,1990-11-11,9,34.128,NYG,@,RAM,W 31-7,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
158,1990,1990-11-18,10,34.135,NYG,,DET,W 20-0,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
159,1990,1990-11-25,11,34.142,NYG,@,PHI,L 13-31,0,0,,0,1,2,50.0,,,,0,1,,,,
160,1990,1990-12-03,12,34.150,NYG,@,SFO,L 3-7,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
161,1990,1990-12-09,13,34.156,NYG,,MIN,W 23-15,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
162,1990,1990-12-15,14,34.162,NYG,,BUF,L 13-17,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
163,1990,1990-12-23,15,34.170,NYG,@,PHO,W 24-21,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
164,1990,1990-12-30,16,34.177,NYG,@,NWE,W 13-10,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
165,1991,1991-09-02,1,35.058,NYG,,SFO,W 16-14,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
166,1991,1991-09-08,2,35.064,NYG,,RAM,L 13-19,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
167,1991,1991-09-15,3,35.071,NYG,@,CHI,L 17-20,0,0,,0,2,2,100.0,1,3,33.3,0,5,0,0,,0
168,1991,1991-09-22,4,35.078,NYG,,CLE,W 13-10,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
169,1991,1991-09-29,5,35.085,NYG,@,DAL,L 16-21,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
170,1991,1991-10-06,6,35.092,NYG,,PHO,W 20-9,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
171,1991,1991-10-14,7,35.100,NYG,@,PIT,W 23-20,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
172,1991,1991-11-17,11,35.134,NYG,,DAL,W 22-9,0,0,,0,1,2,50.0,3,3,100.0,0,10,0,0,,0
173,1991,1991-11-24,12,35.141,NYG,@,TAM,W 21-14,0,0,,0,3,3,100.0,,,,0,3,,,,
174,1991,1991-12-01,13,35.148,NYG,@,CIN,L 24-27,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
175,1991,1991-12-08,14,35.155,NYG,,PHI,L 14-19,0,0,,0,2,2,100.0,,2,0.0,0,2,0,0,,0
176,1991,1991-12-15,15,35.162,NYG,@,WAS,L 17-34,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
177,1991,1991-12-21,16,35.168,NYG,,HOU,W 24-20,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
178,1992,1992-09-06,1,36.062,NYG,,SFO,L 14-31,0,0,,0,2,2,100.0,,,,0,2,,,,
179,1992,1992-09-13,2,36.069,NYG,,DAL,L 28-34,0,0,,0,4,4,100.0,,,,0,4,,,,
180,1992,1992-09-21,3,36.077,NYG,@,CHI,W 27-14,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
181,1992,1992-10-04,4,36.090,NYG,@,RAI,L 10-13,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
182,1992,1992-10-11,5,36.097,NYG,,PHO,W 31-21,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
183,1992,1992-10-18,6,36.104,NYG,@,RAM,L 17-38,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
184,1992,1992-10-25,7,36.111,NYG,,SEA,W 23-10,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
185,1992,1992-11-01,8,36.118,NYG,@,WAS,W 24-7,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
186,1992,1992-11-08,9,36.125,NYG,,GNB,W 27-7,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
187,1992,1992-11-15,10,36.132,NYG,@,DEN,L 13-27,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
188,1992,1992-11-22,11,36.139,NYG,,PHI,L 34-47,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
189,1992,1992-11-26,12,36.143,NYG,@,DAL,L 3-30,0,0,,0,,,,1,3,33.3,0,3,0,0,,0
190,1993,1993-09-19,3,37.075,PHI,,WAS,W 34-31,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
191,1993,1993-10-03,4,37.089,PHI,@,NYJ,W 35-30,0,0,,0,5,5,100.0,,,,0,5,,,,
192,1993,1993-10-10,5,37.096,PHI,,CHI,L 6-17,0,0,,0,,1,0.0,,,,0,0,,,,
193,1993,1993-10-17,6,37.103,PHI,@,NYG,L 10-21,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
194,1993,1993-10-31,7,37.117,PHI,,DAL,L 10-23,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
195,1993,1993-11-07,8,37.124,PHI,@,PHO,L 3-16,0,0,,0,,,,1,2,50.0,0,3,0,0,,0
196,1993,1993-11-14,9,37.131,PHI,,MIA,L 14-19,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
197,1993,1993-11-21,10,37.138,PHI,,NYG,L 3-7,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
198,1993,1993-11-28,11,37.145,PHI,@,WAS,W 17-14,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
199,1993,1993-12-06,12,37.153,PHI,@,DAL,L 17-23,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
200,1993,1993-12-12,13,37.159,PHI,,BUF,L 7-10,0,0,,0,1,1,100.0,,2,0.0,0,1,0,0,,0
201,1993,1993-12-19,14,37.166,NWE,@,CLE,W 20-17,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
202,1993,1993-12-26,15,37.173,NWE,,IND,W 38-0,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
203,1993,1994-01-02,16,37.180,NWE,,MIA,W 33-27,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
204,1994,1994-09-04,1,38.060,NWE,@,MIA,L 35-39,0,0,,0,5,5,100.0,,,,0,5,,,,
205,1994,1994-09-11,2,38.067,NWE,,BUF,L 35-38,0,0,,0,5,5,100.0,,,,0,5,,,,
206,1994,1994-09-18,3,38.074,NWE,@,CIN,W 31-28,0,0,,0,1,1,100.0,4,4,100.0,0,13,0,0,,0
207,1994,1994-09-25,4,38.081,NWE,@,DET,W 23-17,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
208,1994,1994-10-02,5,38.088,NWE,,GNB,W 17-16,0,0,,0,2,2,100.0,1,3,33.3,0,5,0,0,,0
209,1994,1994-10-09,6,38.095,NWE,,RAI,L 17-21,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
