ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1999,1999-09-12,1,23.249,NYJ,,NWE,L 28-30,,,,,
2,1999,1999-09-26,3,23.263,NYJ,,WAS,L 20-27,,,,,
3,1999,1999-10-03,4,23.270,NYJ,@,DEN,W 21-13,,,,,
4,1999,1999-10-24,7,23.291,NYJ,@,OAK,L 23-24,,,,,
5,1999,1999-11-15,9,23.313,NYJ,@,NWE,W 24-17,,,,,
6,2000,2000-09-03,1,24.241,NYJ,@,GNB,W 20-16,,,,,
7,2000,2000-09-11,2,24.249,NYJ,,NWE,W 20-19,,,,,
8,2000,2000-09-17,3,24.255,NYJ,,BUF,W 27-14,,,,,
9,2000,2000-09-24,4,24.262,NYJ,@,TAM,W 21-17,,,,,
10,2000,2000-10-08,5,24.276,NYJ,,PIT,L 3-20,,,,,
11,2000,2000-10-15,6,24.283,NYJ,@,NWE,W 34-17,,,,,
12,2000,2000-10-23,7,24.291,NYJ,,MIA,W 40-37,,,,,
13,2000,2000-10-29,8,24.297,NYJ,@,BUF,L 20-23,,,,,
14,2000,2000-11-05,9,24.304,NYJ,,DEN,L 23-30,,,,,
15,2000,2000-11-12,10,24.311,NYJ,@,IND,L 15-23,,,,,
16,2000,2000-11-19,11,24.318,NYJ,@,MIA,W 20-3,,,,,
17,2000,2000-11-26,12,24.325,NYJ,,CHI,W 17-10,,,,,
18,2000,2000-12-03,13,24.332,NYJ,,IND,W 27-17,,,,,
19,2000,2000-12-10,14,24.339,NYJ,@,OAK,L 7-31,,,,,
20,2000,2000-12-17,15,24.346,NYJ,,DET,L 7-10,,,,,
21,2000,2000-12-24,16,24.353,NYJ,@,BAL,L 20-34,,,,,
22,2001,2001-09-09,1,25.246,NYJ,,IND,L 24-45,,,,,
23,2001,2001-09-23,2,25.260,NYJ,@,NWE,W 10-3,,,,,
24,2001,2001-10-01,3,25.268,NYJ,,SFO,L 17-19,,,,,
25,2001,2001-10-07,4,25.274,NYJ,@,BUF,W 42-36,,,,,
26,2001,2001-10-14,5,25.281,NYJ,,MIA,W 21-17,,,,,
27,2001,2001-10-21,6,25.288,NYJ,,STL,L 14-34,,,,,
28,2001,2001-10-28,7,25.295,NYJ,@,CAR,W 13-12,,,,,
29,2001,2001-11-04,8,25.302,NYJ,@,NOR,W 16-9,*,,,,
30,2001,2001-11-11,9,25.309,NYJ,,KAN,W 27-7,*,,,,
31,2001,2001-11-18,10,25.316,NYJ,@,MIA,W 24-0,*,,,,
32,2001,2001-12-02,11,25.330,NYJ,,NWE,L 16-17,,,,,
33,2001,2001-12-09,12,25.337,NYJ,@,PIT,L 7-18,,,,,
34,2001,2001-12-16,13,25.344,NYJ,,CIN,W 15-14,,,,,
35,2001,2001-12-23,14,25.351,NYJ,@,IND,W 29-28,,,,,
36,2001,2001-12-30,15,25.358,NYJ,,BUF,L 9-14,,,,,
37,2001,2002-01-06,16,26.000,NYJ,@,OAK,W 24-22,,,,,
38,2002,2002-09-08,1,26.245,NYJ,@,BUF,W 37-31,*,,,,
39,2002,2002-09-15,2,26.252,NYJ,,NWE,L 7-44,*,,,,
40,2002,2002-09-22,3,26.259,NYJ,@,MIA,L 3-30,*,,,,
41,2002,2002-09-29,4,26.266,NYJ,@,JAX,L 3-28,*,,,,
42,2002,2002-10-06,5,26.273,NYJ,,KAN,L 25-29,*,,,,
43,2002,2002-10-20,6,26.287,NYJ,,MIN,W 20-7,*,,,,
44,2002,2002-10-27,7,26.294,NYJ,,CLE,L 21-24,*,,,,
45,2002,2002-11-03,8,26.301,NYJ,@,SDG,W 44-13,*,,,,
46,2002,2002-11-10,9,26.308,NYJ,,MIA,W 13-10,*,,,,
47,2002,2002-11-17,10,26.315,NYJ,@,DET,W 31-14,*,,,,
48,2002,2002-11-24,11,26.322,NYJ,,BUF,W 31-13,*,,,,
49,2002,2002-12-02,12,26.330,NYJ,@,OAK,L 20-26,*,,,,
50,2002,2002-12-08,13,26.336,NYJ,,DEN,W 19-13,,,,,
51,2002,2002-12-15,14,26.343,NYJ,@,CHI,L 13-20,,,,,
52,2002,2002-12-22,15,26.350,NYJ,@,NWE,W 30-17,,,,,
53,2002,2002-12-29,16,26.357,NYJ,,GNB,W 42-17,,,,,
54,2003,2003-09-04,1,27.241,NYJ,@,WAS,L 13-16,,,,,
55,2003,2003-09-14,2,27.251,NYJ,,MIA,L 10-21,,,,,
56,2003,2003-09-21,3,27.258,NYJ,@,NWE,L 16-23,,,,,
57,2003,2003-09-28,4,27.265,NYJ,,DAL,L 6-17,,,,,
58,2003,2003-10-12,5,27.279,NYJ,,BUF,W 30-3,,,,,
59,2003,2003-10-19,6,27.286,NYJ,@,HOU,W 19-14,,,,,
60,2003,2003-10-26,7,27.293,NYJ,@,PHI,L 17-24,,,,,
