ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1990,1990-09-09,1,24.084,PHI,@,NYG,L 20-27,,2,15,7.50,0,,,0,0,,0,4,65,16.25,0,0,0
2,1990,1990-09-16,2,24.091,PHI,,PHO,L 21-23,,0,0,,0,,,0,0,,0,0,0,,0,0,
3,1990,1990-09-23,3,24.098,PHI,@,RAM,W 27-21,,2,39,19.50,0,,,0,0,,0,0,0,,0,0,0
4,1990,1990-09-30,4,24.105,PHI,,IND,L 23-24,,1,21,21.00,1,,,0,0,,0,0,0,,0,1,6
5,1990,1990-10-15,5,24.120,PHI,,MIN,W 32-24,,4,114,28.50,1,,,0,0,,0,0,0,,0,1,6
6,1990,1990-10-21,6,24.126,PHI,@,WAS,L 7-13,,1,9,9.00,1,,,1,1,1.00,0,0,0,,0,1,6
7,1990,1990-10-28,7,24.133,PHI,@,DAL,W 21-20,,1,14,14.00,0,,,0,0,,0,0,0,,0,0,0
8,1990,1990-11-04,8,24.140,PHI,,NWE,W 48-20,,3,55,18.33,1,,,1,12,12.00,0,0,0,,0,1,6
9,1990,1990-11-12,9,24.148,PHI,,WAS,W 28-14,,2,34,17.00,0,,,0,0,,0,0,0,,0,0,0
10,1990,1990-11-18,10,24.154,PHI,@,ATL,W 24-23,,3,44,14.67,0,,,0,0,,0,0,0,,0,0,0
11,1990,1990-11-25,11,24.161,PHI,,NYG,W 31-13,,2,54,27.00,1,,,0,0,,0,0,0,,0,1,6
12,1990,1990-12-02,12,24.168,PHI,@,BUF,L 23-30,,2,112,56.00,1,,,0,0,,0,0,0,,0,1,6
13,1990,1990-12-09,13,24.175,PHI,@,MIA,L 20-23,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0
14,1990,1990-12-16,14,24.182,PHI,,GNB,W 31-0,,5,108,21.60,0,,,0,0,,0,0,0,,0,0,0
15,1990,1990-12-23,15,24.189,PHI,,DAL,W 17-3,,2,16,8.00,0,,,0,0,,0,0,0,,0,0,0
16,1990,1990-12-29,16,24.195,PHI,@,PHO,W 23-21,,5,76,15.20,2,,,0,0,,0,0,0,,0,2,12
17,1991,1991-09-01,1,25.076,PHI,@,GNB,W 20-3,,2,83,41.50,1,,,0,0,,0,0,0,,0,1,6
18,1991,1991-09-08,2,25.083,PHI,,PHO,L 10-26,,6,67,11.17,0,,,0,0,,0,0,0,,0,0,0
19,1991,1991-09-15,3,25.090,PHI,@,DAL,W 24-0,,7,111,15.86,1,,,0,0,,0,0,0,,0,1,6
20,1991,1991-09-22,4,25.097,PHI,,PIT,W 23-14,,6,42,7.00,0,,,0,0,,0,0,0,,0,0,0
21,1991,1991-09-30,5,25.105,PHI,@,WAS,L 0-23,,2,19,9.50,0,,,0,0,,0,0,0,,0,0,0
22,1991,1991-10-13,7,25.118,PHI,,NOR,L 6-13,,3,34,11.33,0,,,0,0,,0,0,0,,0,0,0
23,1991,1991-10-27,8,25.132,PHI,,SFO,L 7-23,,2,12,6.00,0,,,0,0,,0,0,0,,0,0,0
24,1991,1991-11-04,9,25.140,PHI,,NYG,W 30-7,,3,61,20.33,0,,,0,0,,0,0,0,,0,0,0
25,1991,1991-11-10,10,25.146,PHI,@,CLE,W 32-30,,8,146,18.25,1,,,0,0,,0,0,0,,0,1,6
26,1991,1991-11-17,11,25.153,PHI,,CIN,W 17-10,,6,108,18.00,0,,,0,0,,0,0,0,,0,0,0
27,1991,1991-11-24,12,25.160,PHI,@,PHO,W 34-14,,4,90,22.50,1,,,1,0,0.00,0,0,0,,0,1,6
28,1991,1991-12-02,13,25.168,PHI,@,HOU,W 13-6,,3,36,12.00,0,,,0,0,,0,0,0,,0,0,0
29,1991,1991-12-08,14,25.174,PHI,@,NYG,W 19-14,,2,68,34.00,0,,,0,0,,0,0,0,,0,0,0
30,1991,1991-12-15,15,25.181,PHI,,DAL,L 13-25,,4,22,5.50,0,,,0,0,,0,0,0,,0,0,0
31,1991,1991-12-22,16,25.188,PHI,,WAS,W 24-22,,4,49,12.25,0,,,0,0,,0,0,0,,0,0,0
32,1992,1992-09-06,1,26.081,PHI,,NOR,W 15-13,5,4,50,12.50,1,80.0%,10.00,0,0,,0,0,0,,0,1,6
33,1992,1992-09-13,2,26.088,PHI,@,PHO,W 31-14,11,8,193,24.13,2,72.7%,17.55,0,0,,0,0,0,,0,2,12
34,1992,1992-09-20,3,26.095,PHI,,DEN,W 30-0,8,5,102,20.40,1,62.5%,12.75,0,0,,0,0,0,,0,1,6
35,1992,1992-10-05,4,26.110,PHI,,DAL,W 31-7,5,5,76,15.20,0,100.0%,15.20,0,0,,0,0,0,,0,0,0
36,1992,1992-10-11,5,26.116,PHI,@,KAN,L 17-24,10,6,86,14.33,0,60.0%,8.60,0,0,,0,0,0,,0,0,0
37,1992,1992-10-18,6,26.123,PHI,@,WAS,L 12-16,9,6,51,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0
38,1992,1992-10-25,7,26.130,PHI,,PHO,W 7-3,6,1,16,16.00,0,16.7%,2.67,0,0,,0,0,0,,0,0,0
39,1992,1992-11-01,8,26.137,PHI,@,DAL,L 10-20,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0,,0,0,0
40,1992,1992-11-08,9,26.144,PHI,,RAI,W 31-10,8,3,63,21.00,1,37.5%,7.88,1,-15,-15.00,0,0,0,,0,1,6
41,1992,1992-11-15,10,26.151,PHI,@,GNB,L 24-27,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,0,0
42,1992,1992-11-22,11,26.158,PHI,@,NYG,W 47-34,6,2,62,31.00,0,33.3%,10.33,0,0,,0,0,0,,0,0,0
43,1992,1992-11-29,12,26.165,PHI,@,SFO,L 14-20,11,6,70,11.67,1,54.5%,6.36,0,0,,0,0,0,,0,1,6
44,1992,1992-12-06,13,26.172,PHI,,MIN,W 28-17,6,5,49,9.80,0,83.3%,8.17,0,0,,0,0,0,,0,0,0
45,1992,1992-12-13,14,26.179,PHI,@,SEA,W 20-17,13,9,161,17.89,0,69.2%,12.38,0,0,,0,0,0,,0,0,0
46,1992,1992-12-20,15,26.186,PHI,,WAS,W 17-13,9,3,59,19.67,0,33.3%,6.56,0,0,,0,0,0,,0,0,0
47,1992,1992-12-27,16,26.193,PHI,,NYG,W 20-10,4,1,15,15.00,0,25.0%,3.75,0,0,,0,0,0,,0,0,0
48,1993,1993-09-05,1,27.080,PHI,,PHO,W 23-17,8,7,76,10.86,0,87.5%,9.50,0,0,,0,0,0,,0,0,0
49,1993,1993-09-12,2,27.087,PHI,@,GNB,W 20-17,5,3,25,8.33,0,60.0%,5.00,0,0,,0,0,0,,0,0,0
50,1993,1993-09-19,3,27.094,PHI,,WAS,W 34-31,6,4,26,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0
51,1993,1993-10-03,4,27.108,PHI,@,NYJ,W 35-30,4,3,43,14.33,0,75.0%,10.75,0,0,,0,0,0,,0,0,0
52,1994,1994-09-04,1,28.079,PHI,@,NYG,L 23-28,5,4,61,15.25,0,80.0%,12.20,0,0,,0,0,0,,0,0,0
53,1994,1994-09-12,2,28.087,PHI,,CHI,W 30-22,14,8,102,12.75,0,57.1%,7.29,0,0,,0,0,0,,0,0,0
54,1994,1994-09-18,3,28.093,PHI,,GNB,W 13-7,10,5,68,13.60,0,50.0%,6.80,0,0,,0,0,0,,0,0,0
55,1994,1994-10-02,4,28.107,PHI,@,SFO,W 40-8,6,1,5,5.00,0,16.7%,0.83,0,0,,0,0,0,,0,0,0
56,1994,1994-10-09,5,28.114,PHI,,WAS,W 21-17,10,4,90,22.50,1,40.0%,9.00,0,0,,0,0,0,,0,1,6
57,1994,1994-10-16,6,28.121,PHI,@,DAL,L 13-24,9,3,33,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0
58,1994,1994-10-24,7,28.129,PHI,,HOU,W 21-6,10,5,187,37.40,1,50.0%,18.70,0,0,,0,0,0,,0,1,6
59,1994,1994-10-30,8,28.135,PHI,@,WAS,W 31-29,5,2,32,16.00,0,40.0%,6.40,0,0,,0,0,0,,0,0,0
60,1994,1994-11-06,9,28.142,PHI,,ARI,W 17-7,13,11,173,15.73,2,84.6%,13.31,0,0,,0,0,0,,0,2,12
61,1994,1994-11-13,10,28.149,PHI,,CLE,L 7-26,11,7,57,8.14,0,63.6%,5.18,0,0,,0,0,0,,0,0,0
62,1994,1994-11-20,11,28.156,PHI,@,ARI,L 6-12,10,4,24,6.00,0,40.0%,2.40,0,0,,0,0,0,,0,0,0
63,1994,1994-11-27,12,28.163,PHI,@,ATL,L 21-28,9,3,47,15.67,0,33.3%,5.22,0,0,,0,0,0,,0,0,0
64,1994,1994-12-04,13,28.170,PHI,,DAL,L 19-31,10,7,99,14.14,1,70.0%,9.90,0,0,,0,0,0,,0,1,6
65,1994,1994-12-11,14,28.177,PHI,@,PIT,L 3-14,10,4,26,6.50,0,40.0%,2.60,0,0,,0,0,0,,0,0,0
66,1994,1994-12-18,15,28.184,PHI,,NYG,L 13-16,6,3,33,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0
67,1994,1994-12-24,16,28.190,PHI,@,CIN,L 30-33,10,7,90,12.86,0,70.0%,9.00,0,0,,0,0,0,,0,0,0
68,1995,1995-09-03,1,29.078,PHI,,TAM,L 6-21,6,5,47,9.40,0,83.3%,7.83,0,0,,0,0,0,,0,0,0
69,1995,1995-09-10,2,29.085,PHI,@,ARI,W 31-19,7,5,97,19.40,1,71.4%,13.86,0,0,,0,0,0,,0,1,6
70,1995,1995-09-17,3,29.092,PHI,,SDG,L 21-27,8,4,23,5.75,1,50.0%,2.88,0,0,,0,0,0,,0,1,6
71,1995,1995-09-24,4,29.099,PHI,@,OAK,L 17-48,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0
72,1995,1995-10-01,5,29.106,PHI,@,NOR,W 15-10,8,5,34,6.80,0,62.5%,4.25,0,0,,0,0,0,,0,0,0
73,1995,1995-10-08,6,29.113,PHI,,WAS,W 37-34,6,6,56,9.33,1,100.0%,9.33,0,0,,0,0,0,,0,1,6
74,1995,1995-10-15,7,29.120,PHI,@,NYG,W 17-14,3,0,0,,0,0.0%,0.00,,,,,,,,,,
75,1995,1995-11-12,10,29.148,PHI,,DEN,W 31-13,10,7,105,15.00,0,70.0%,10.50,0,0,,0,0,0,,0,0,0
