ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1958,1958-09-28,1,23.114,CLE,@,RAM,W 30-27,5,26,5.20,1,10,50,5.00,0,0,0,,0,0,,,,,,,,,,,,,,,1,
2,1958,1958-10-05,2,23.121,CLE,@,PIT,W 45-12,2,36,18.00,1,8,65,8.13,0,0,0,,0,0,,,,,,,,,,,,,,,1,
3,1958,1958-10-12,3,23.128,CLE,,CRD,W 35-28,0,0,,0,11,147,13.36,1,0,0,,0,0,,,,,,,,,,,,,,,1,
4,1958,1958-10-19,4,23.135,CLE,,PIT,W 27-10,3,38,12.67,1,13,108,8.31,0,0,0,,0,0,,,,,,,,,,,,,,,1,
5,1958,1958-10-26,5,23.142,CLE,@,CRD,W 38-24,1,3,3.00,0,11,44,4.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
6,1958,1958-11-02,6,23.149,CLE,,NYG,L 17-21,1,1,1.00,0,13,65,5.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
7,1958,1958-11-09,7,23.156,CLE,,DET,L 10-30,2,7,3.50,0,9,39,4.33,0,0,0,,0,0,,,,,,,,,,,,,,,0,
8,1958,1958-11-23,9,23.170,CLE,,PHI,W 28-14,2,20,10.00,0,4,-1,-0.25,0,0,0,,0,0,,,,,,,,,,,,,,,0,
9,1958,1958-12-07,11,23.184,CLE,@,PHI,W 21-14,0,0,,0,1,-17,-17.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
10,1959,1959-09-26,1,24.112,CLE,@,PIT,L 7-17,3,8,2.67,0,9,46,5.11,0,0,0,,0,0,,,,,,,,,,,,,,,0,
11,1959,1959-10-04,2,24.120,CLE,@,CRD,W 34-7,1,24,24.00,0,7,12,1.71,0,0,0,,0,0,,,,,,,,,,,,,,,0,
