ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2013,2013-10-20,6,23.231,GNB,,CLE,W 31-13,,2,1,9,9.00,0,50.0%,4.50,0,0
2,2013,2013-10-27,7,23.238,GNB,@,MIN,W 44-31,,7,5,35,7.00,0,71.4%,5.00,0,0
3,2013,2013-11-04,8,23.246,GNB,,CHI,L 20-27,,1,1,8,8.00,0,100.0%,8.00,0,0
4,2013,2013-11-10,9,23.252,GNB,,PHI,L 13-27,,1,1,9,9.00,0,100.0%,9.00,0,0
5,2013,2013-11-24,11,23.266,GNB,,MIN,T 26-26,,,,,,,0.0%,,,
6,2013,2013-11-28,12,23.270,GNB,@,DET,L 10-40,,,,,,,0.0%,,,
7,2013,2013-12-08,13,23.280,GNB,,ATL,W 22-21,,1,1,5,5.00,0,100.0%,5.00,0,0
8,2015,2015-10-11,5,25.222,NYG,,SFO,W 30-27,,4,0,0,,0,0.0%,0.00,0,0
9,2015,2015-10-19,6,25.230,NYG,@,PHI,L 7-27,,1,0,0,,0,0.0%,0.00,0,0
10,2015,2015-10-25,7,25.236,NYG,,DAL,W 27-20,,0,0,0,,0,0.0%,,0,0
11,2015,2015-11-01,8,25.243,NYG,@,NOR,L 49-52,,1,1,8,8.00,0,100.0%,8.00,0,0
12,2015,2015-11-08,9,25.250,NYG,@,TAM,W 32-18,,1,1,3,3.00,0,100.0%,3.00,0,0
13,2015,2015-11-15,10,25.257,NYG,,NWE,L 26-27,,3,1,28,28.00,0,33.3%,9.33,0,0
14,2015,2015-11-29,11,25.271,NYG,@,WAS,L 14-20,,0,0,0,,0,0.0%,,0,0
15,2015,2015-12-06,12,25.278,NYG,,NYJ,L 20-23,,2,1,5,5.00,0,50.0%,2.50,0,0
16,2015,2015-12-14,13,25.286,NYG,@,MIA,W 31-24,,0,0,0,,0,0.0%,,0,0
17,2015,2015-12-20,14,25.292,NYG,,CAR,L 35-38,,1,1,10,10.00,0,100.0%,10.00,0,0
18,2015,2015-12-27,15,25.299,NYG,@,MIN,L 17-49,,4,2,34,17.00,1,50.0%,8.50,1,6
19,2015,2016-01-03,16,25.306,NYG,,PHI,L 30-35,,3,0,0,,0,0.0%,0.00,0,0
