ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1993,1993-09-05,1,23.231,ATL,@,DET,L 13-30,,,,,,,
2,1993,1993-09-12,2,23.238,ATL,,NOR,L 31-34,,,,,,,
3,1993,1993-09-27,4,23.253,ATL,,PIT,L 17-45,,,,,,,
4,1993,1993-10-03,5,23.259,ATL,@,CHI,L 0-6,,,,,,,
5,1993,1993-10-14,6,23.270,ATL,,RAM,W 30-24,,0,0,0.0,2,7,0
6,1993,1993-10-24,7,23.280,ATL,@,NOR,W 26-15,,0,0,0.0,1,0,0
7,1993,1993-10-31,8,23.287,ATL,,TAM,L 24-31,,,,,,,
8,1993,1993-11-14,9,23.301,ATL,@,RAM,W 13-0,,,,,,,
9,1993,1993-11-21,10,23.308,ATL,,DAL,W 27-14,,,,,,,
10,1993,1993-11-28,11,23.315,ATL,,CLE,W 17-14,,,,,,,
11,1993,1993-12-05,12,23.322,ATL,@,HOU,L 17-33,,,,,,,
12,1993,1993-12-11,13,23.328,ATL,,SFO,W 27-24,,,,,,,
13,1993,1993-12-19,14,23.336,ATL,@,WAS,L 17-30,,,,,,,
14,1993,1993-12-26,15,23.343,ATL,@,CIN,L 17-21,,,,,,,
15,1993,1994-01-02,16,23.350,ATL,,PHO,L 10-27,,,,,,,
16,1994,1994-09-04,1,24.230,ATL,@,DET,L 28-31,,,,,0,3,0
17,1994,1994-09-11,2,24.237,ATL,,RAM,W 31-13,,1,6,1.0,1,44,1
18,1994,1994-09-18,3,24.244,ATL,,KAN,L 10-30,,,,,,,
19,1994,1994-09-25,4,24.251,ATL,@,WAS,W 27-20,,0,0,0.0,1,25,0
20,1994,1994-10-02,5,24.258,ATL,@,RAM,W 8-5,,,,,,,
21,1994,1994-10-09,6,24.265,ATL,,TAM,W 34-13,,,,,,,
22,1994,1994-10-16,7,24.272,ATL,,SFO,L 3-42,,,,,,,
23,1994,1994-10-23,8,24.279,ATL,@,RAI,L 17-30,,,,,,,
24,1994,1994-11-06,9,24.293,ATL,,SDG,W 10-9,,,,,,,
25,1994,1994-11-13,10,24.300,ATL,@,NOR,L 32-33,,,,,,,
26,1994,1994-11-20,11,24.307,ATL,@,DEN,L 28-32,,,,,,,
27,1994,1994-11-27,12,24.314,ATL,,PHI,W 28-21,,,,,,,
28,1994,1994-12-04,13,24.321,ATL,@,SFO,L 14-50,,,,,,,
29,1994,1994-12-11,14,24.328,ATL,,NOR,L 20-29,,,,,,,
30,1994,1994-12-18,15,24.335,ATL,@,GNB,L 17-21,,0,0,0.0,1,33,0
31,1994,1994-12-24,16,24.341,ATL,,ARI,W 10-6,,,,,,,
32,1995,1995-09-03,1,25.229,ATL,,CAR,W 23-20,,,,,,,
33,1995,1995-09-10,2,25.236,ATL,@,SFO,L 10-41,,,,,,,
34,1995,1995-09-17,3,25.243,ATL,@,NOR,W 27-24,,,,,,,
35,1995,1995-09-24,4,25.250,ATL,,NYJ,W 13-3,,,,,,,
36,1995,1995-10-01,5,25.257,ATL,,NWE,W 30-17,,,,,,,
37,1995,1995-10-12,6,25.268,ATL,@,STL,L 19-21,,,,,,,
38,1995,1995-10-22,7,25.278,ATL,@,TAM,W 24-21,,,,,,,
39,1995,1995-10-29,8,25.285,ATL,,DAL,L 13-28,,,,,,,
40,1995,1995-11-05,9,25.292,ATL,,DET,W 34-22,,,,,,,
41,1995,1995-11-12,10,25.299,ATL,@,BUF,L 17-23,,,,,,,
42,1995,1995-11-19,11,25.306,ATL,,STL,W 31-6,,,,,,,
43,1995,1995-11-26,12,25.313,ATL,@,ARI,L 37-40,,,,,,,
44,1995,1995-12-03,13,25.320,ATL,@,MIA,L 20-21,,,,,,,
45,1995,1995-12-10,14,25.327,ATL,,NOR,W 19-14,,,,,,,
46,1995,1995-12-17,15,25.334,ATL,@,CAR,L 17-21,,,,,,,
47,1995,1995-12-24,16,25.341,ATL,,SFO,W 28-27,,,,,,,
48,1996,1996-09-01,1,26.228,ATL,@,CAR,L 6-29,,,,,,,
49,1996,1996-09-08,2,26.235,ATL,,MIN,L 17-23,,0,0,0.0,1,0,0
50,1996,1996-09-22,3,26.249,ATL,,PHI,L 18-33,,,,,,,
51,1996,1996-09-29,4,26.256,ATL,@,SFO,L 17-39,,,,,,,
52,1996,1996-10-06,5,26.263,ATL,@,DET,L 24-28,,,,,,,
53,1996,1996-10-13,6,26.270,ATL,,HOU,L 13-23,,,,,,,
54,1996,1996-10-27,8,26.284,ATL,,PIT,L 17-20,,,,,,,
55,1996,1996-11-03,9,26.291,ATL,,CAR,W 20-17,,,,,,,
56,1996,1996-11-10,10,26.298,ATL,@,STL,L 16-59,,,,,,,
57,1996,1996-11-17,11,26.305,ATL,,NOR,W 17-15,,,,,,,
58,1996,1996-11-24,12,26.312,ATL,@,CIN,L 31-41,,,,,,,
