ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2010,2010-09-12,1,25.176,DEN,@,JAX,L 17-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,4,172,43.00,0
2,2010,2010-09-19,2,25.183,DEN,,SEA,W 31-14,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,4,205,51.25,0
3,2010,2010-09-26,3,25.190,DEN,,IND,L 13-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,3,143,47.67,0
4,2010,2010-10-03,4,25.197,DEN,@,TEN,W 26-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,5,208,41.60,0
5,2010,2010-10-10,5,25.204,DEN,@,BAL,L 17-31,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,7,281,40.14,0
6,2010,2010-10-17,6,25.211,DEN,,NYJ,L 20-24,,1,0,0.00,0,0,0,,0,0,0,,,,,,0.0,0,0,6,301,50.17,0
7,2010,2010-10-24,7,25.218,DEN,,OAK,L 14-59,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,7,364,52.00,0
8,2010,2010-10-31,8,25.225,DEN,@,SFO,L 16-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,7,236,33.71,0
9,2010,2010-11-14,9,25.239,DEN,,KAN,W 49-29,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,1,2,82,41.00,0
10,2010,2010-11-22,10,25.247,DEN,@,SDG,L 14-35,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,9,335,37.22,0
11,2010,2010-11-28,11,25.253,DEN,,STL,L 33-36,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,4,201,50.25,0
12,2010,2010-12-05,12,25.260,DEN,@,KAN,L 6-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,7,288,41.14,0
13,2010,2010-12-12,13,25.267,DEN,@,ARI,L 13-43,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,5,281,56.20,0
14,2010,2010-12-19,14,25.274,DEN,@,OAK,L 23-39,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,7,307,43.86,0
15,2010,2010-12-26,15,25.281,DEN,,HOU,W 24-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,4,174,43.50,0
16,2010,2011-01-02,16,25.288,DEN,,SDG,L 28-33,,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,5,257,51.40,0
17,2011,2011-09-12,1,26.176,DEN,,OAK,L 20-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,165,41.25,0
18,2011,2011-09-18,2,26.182,DEN,,CIN,W 24-22,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,335,55.83,0
19,2011,2011-09-25,3,26.189,DEN,@,TEN,L 14-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,246,49.20,0
20,2011,2011-10-02,4,26.196,DEN,@,GNB,L 23-49,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,98,49.00,0
21,2011,2011-10-09,5,26.203,DEN,,SDG,L 24-29,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,322,53.67,0
22,2011,2011-10-23,6,26.217,DEN,@,MIA,W 18-15,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,9,435,48.33,0
23,2011,2011-10-30,7,26.224,DEN,,DET,L 10-45,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,353,50.43,0
24,2011,2011-11-06,8,26.231,DEN,@,OAK,W 38-24,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0.0,0,0,5,238,47.60,0
25,2011,2011-11-13,9,26.238,DEN,@,KAN,W 17-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,307,43.86,0
26,2011,2011-11-17,10,26.242,DEN,,NYJ,W 17-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,350,43.75,0
27,2011,2011-11-27,11,26.252,DEN,@,SDG,W 16-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,9,391,43.44,0
28,2011,2011-12-04,12,26.259,DEN,@,MIN,W 35-32,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,307,51.17,0
29,2011,2011-12-11,13,26.266,DEN,,CHI,W 13-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,363,45.38,0
30,2011,2011-12-18,14,26.273,DEN,,NWE,L 23-41,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,165,55.00,0
31,2011,2011-12-24,15,26.279,DEN,@,BUF,L 14-40,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,306,43.71,0
32,2011,2012-01-01,16,26.287,DEN,,KAN,L 3-7,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,9,402,44.67,0
33,2012,2012-09-09,1,27.173,DEN,,PIT,W 31-19,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,90,45.00,0
34,2012,2012-09-17,2,27.181,DEN,@,ATL,L 21-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,251,50.20,0
35,2012,2012-09-23,3,27.187,DEN,,HOU,L 25-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,379,47.38,0
36,2012,2012-09-30,4,27.194,DEN,,OAK,W 37-6,,,,,,,,,,,,,,,,,,,,,,,
37,2012,2012-10-07,5,27.201,DEN,@,NWE,L 21-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,137,45.67,0
38,2012,2012-10-15,6,27.209,DEN,@,SDG,W 35-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,223,44.60,0
39,2012,2012-10-28,7,27.222,DEN,,NOR,W 34-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,232,46.40,0
40,2012,2012-11-04,8,27.229,DEN,@,CIN,W 31-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,140,46.67,0
41,2012,2012-11-11,9,27.236,DEN,@,CAR,W 36-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,288,48.00,0
42,2012,2012-11-18,10,27.243,DEN,,SDG,W 30-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,252,50.40,0
43,2012,2012-11-25,11,27.250,DEN,@,KAN,W 17-9,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,169,42.25,0
44,2012,2012-12-02,12,27.257,DEN,,TAM,W 31-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,224,44.80,0
45,2012,2012-12-06,13,27.261,DEN,@,OAK,W 26-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,89,44.50,0
46,2012,2012-12-16,14,27.271,DEN,@,BAL,W 34-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,344,43.00,0
47,2012,2012-12-23,15,27.278,DEN,,CLE,W 34-12,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,147,49.00,0
