ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2010,2010-11-21,10,27.107,BUF,@,CIN,W 49-31,,1,2,2.00,0,0,0,,0
2,2010,2011-01-02,16,27.149,BUF,@,NYJ,L 7-38,,0,0,,0,2,28,14.00,0
