ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2004,2004-09-19,2,22.312,NYG,,WAS,W 20-14,,,0,0,0.0,,,1,0,0
2,2004,2004-09-26,3,22.319,NYG,,CLE,W 27-10,*,,0,0,0.0,,,1,0,0
3,2004,2004-10-03,4,22.326,NYG,@,GNB,W 14-7,*,,,,,,,,,
4,2004,2004-10-10,5,22.333,NYG,@,DAL,W 26-10,*,,0,0,1.0,,,0,0,0
5,2004,2004-10-24,6,22.347,NYG,,DET,L 13-28,*,,0,0,1.0,,,0,0,0
6,2004,2004-10-31,7,22.354,NYG,@,MIN,W 34-13,*,,0,0,0.0,,,1,39,0
7,2004,2004-11-07,8,22.361,NYG,,CHI,L 21-28,*,,0,0,1.0,,,0,0,0
8,2004,2004-11-14,9,23.002,NYG,@,ARI,L 14-17,*,,,,,,,,,
9,2005,2005-09-11,1,23.303,NYG,,ARI,W 42-19,*,,0,0,0.0,,,1,17,0
10,2005,2005-09-19,2,23.311,NYG,@,NOR,W 27-10,*,,,,,,,,,
11,2005,2005-09-25,3,23.317,NYG,@,SDG,L 23-45,*,,,,,,,,,
12,2005,2005-10-02,4,23.324,NYG,,STL,W 44-24,*,,,,,,,,,
13,2005,2005-10-16,5,23.338,NYG,@,DAL,L 13-16,*,,,,,,,,,
14,2005,2005-10-23,6,23.345,NYG,,DEN,W 24-23,*,,,,,,,,,
15,2005,2005-10-30,7,23.352,NYG,,WAS,W 36-0,*,,,,,,,,,
16,2005,2005-11-06,8,23.359,NYG,@,SFO,W 24-6,*,,0,0,1.0,,,0,0,0
17,2005,2005-11-13,9,24.001,NYG,,MIN,L 21-24,*,,0,0,1.0,,,0,0,0
18,2005,2005-11-20,10,24.008,NYG,,PHI,W 27-17,*,,0,0,0.0,,,1,19,0
19,2005,2005-11-27,11,24.015,NYG,@,SEA,L 21-24,*,,,,,,,,,
20,2005,2005-12-04,12,24.022,NYG,,DAL,W 17-10,*,,,,,,,,,
21,2005,2005-12-11,13,24.029,NYG,@,PHI,W 26-23,*,,0,0,1.0,,,0,0,0
22,2005,2005-12-17,14,24.035,NYG,,KAN,W 27-17,*,,,,,,,,,
23,2005,2005-12-24,15,24.042,NYG,@,WAS,L 20-35,*,,,,,,,,,
24,2005,2005-12-31,16,24.049,NYG,@,OAK,W 30-21,*,,,,,,,,,
25,2006,2006-09-10,1,24.302,NYG,,IND,L 21-26,*,,,,,,,,,
26,2006,2006-09-17,2,24.309,NYG,@,PHI,W 30-24,*,,,,,,,,,
27,2006,2006-09-24,3,24.316,NYG,@,SEA,L 30-42,*,,,,,,,,,
28,2006,2006-10-08,4,24.330,NYG,,WAS,W 19-3,*,,,,,,,,,
29,2006,2006-10-23,6,24.345,NYG,@,DAL,W 36-22,*,,,,,,,,,
30,2006,2006-10-29,7,24.351,NYG,,TAM,W 17-3,*,,,,,,,,,
31,2006,2006-11-05,8,24.358,NYG,,HOU,W 14-10,*,,,,,,,,,
32,2006,2006-11-12,9,25.000,NYG,,CHI,L 20-38,*,,,,,,,,,
33,2006,2006-11-20,10,25.008,NYG,@,JAX,L 10-26,*,,,,,,,,,
34,2006,2006-11-26,11,25.014,NYG,@,TEN,L 21-24,*,,,,,,,,,
35,2006,2006-12-03,12,25.021,NYG,,DAL,L 20-23,*,,,,,,,,,
36,2006,2006-12-10,13,25.028,NYG,@,CAR,W 27-13,*,,0,0,0.0,,,2,25,0
37,2006,2006-12-17,14,25.035,NYG,,PHI,L 22-36,*,,,,,,,,,
38,2006,2006-12-24,15,25.042,NYG,,NOR,L 7-30,*,,,,,,,,,
39,2006,2006-12-30,16,25.048,NYG,@,WAS,W 34-28,*,,,,,,,,,
40,2007,2007-09-09,1,25.301,NYG,@,DAL,L 35-45,*,,0,0,0.0,,,1,10,0
41,2007,2007-09-16,2,25.308,NYG,,GNB,L 13-35,*,,0,0,0.0,,,1,0,0
42,2007,2007-09-23,3,25.315,NYG,@,WAS,W 24-17,*,,,,,,,,,
43,2007,2007-09-30,4,25.322,NYG,,PHI,W 16-3,*,,,,,,,,,
44,2007,2007-10-07,5,25.329,NYG,,NYJ,W 35-24,*,,,,,,,,,
45,2007,2007-10-15,6,25.337,NYG,@,ATL,W 31-10,*,,,,,,,,,
46,2007,2007-10-21,7,25.343,NYG,,SFO,W 33-15,*,,,,,,,,,
47,2007,2007-10-28,8,25.350,NYG,@,MIA,W 13-10,*,,,,,,,,,
48,2007,2007-11-11,9,25.364,NYG,,DAL,L 20-31,*,,0,0,0.0,,,1,0,0
49,2007,2007-11-18,10,26.006,NYG,@,DET,W 16-10,*,,0,0,0.0,,,1,2,0
50,2007,2007-11-25,11,26.013,NYG,,MIN,L 17-41,*,,,,,,,,,
51,2007,2007-12-23,15,26.041,NYG,@,BUF,W 38-21,*,,,,,,,,,
52,2007,2007-12-29,16,26.047,NYG,,NWE,L 35-38,*,,,,,,,,,
53,2008,2008-09-08,1,26.301,OAK,,DEN,L 14-41,*,,0,0,0.0,6,5,0,0,0
