ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-11-10,9,23.050,CHI,,NWE,L 30-33,,,,,,,0.0%,,,,,,,,,,
2,2002,2002-11-18,10,23.058,CHI,@,STL,L 16-21,,,,,,,0.0%,,,,,,,,,,
3,2002,2002-11-24,11,23.064,CHI,,DET,W 20-17,,,,,,,0.0%,,,,,,,,,,
4,2002,2002-12-01,12,23.071,CHI,@,GNB,L 20-30,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,0.0,,
5,2002,2002-12-09,13,23.079,CHI,@,MIA,L 9-27,*,5,2,24,12.00,0,40.0%,4.80,0,0,,0,0,0,0.0,,
6,2002,2002-12-15,14,23.085,CHI,,NYJ,W 20-13,*,3,3,28,9.33,0,100.0%,9.33,0,0,,0,0,0,0.0,,
7,2002,2002-12-22,15,23.092,CHI,@,CAR,L 14-24,*,2,2,32,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,,
8,2002,2002-12-29,16,23.099,CHI,,TAM,L 0-15,*,1,1,30,30.00,0,100.0%,30.00,0,0,,0,0,0,0.0,,
9,2003,2003-09-07,1,23.351,CHI,@,SFO,L 7-49,,,,,,,0.0%,,,,,,,,,,
10,2003,2003-09-14,2,23.358,CHI,@,MIN,L 13-24,,,,,,,0.0%,,,,,,,,,,
11,2003,2003-09-29,3,24.008,CHI,,GNB,L 23-38,,,,,,,0.0%,,,,,,,,,,
12,2003,2003-10-05,4,24.014,CHI,,OAK,W 24-21,,,,,,,0.0%,,,,,,,,,,
13,2003,2003-10-12,5,24.021,CHI,@,NOR,L 13-20,,,,,,,0.0%,,,,,,,,,,
14,2003,2003-10-19,6,24.028,CHI,@,SEA,L 17-24,,,,,,,0.0%,,,,,,,,,,
15,2003,2003-10-26,7,24.035,CHI,,DET,W 24-16,,,,,,,0.0%,,,,,,,,,,
16,2003,2003-11-02,8,24.042,CHI,,SDG,W 20-7,,0,0,0,,0,0.0%,,1,7,7.00,0,0,0,0.0,,
17,2003,2003-11-09,9,24.049,CHI,@,DET,L 10-12,,0,,,,,0.0%,,,,,,,,,,
18,2003,2003-11-16,10,24.056,CHI,,STL,L 21-23,,0,0,0,,0,0.0%,,1,7,7.00,0,0,0,0.0,,
19,2003,2003-11-23,11,24.063,CHI,@,DEN,W 19-10,*,0,,,,,0.0%,,,,,,,,,,
20,2003,2003-11-30,12,24.070,CHI,,ARI,W 28-3,,0,0,0,,0,0.0%,,1,11,11.00,0,0,0,0.0,,
21,2003,2003-12-07,13,24.077,CHI,@,GNB,L 21-34,,,,,,,0.0%,,,,,,,,,,
22,2003,2003-12-14,14,24.084,CHI,,MIN,W 13-10,,,,,,,0.0%,,,,,,,,,,
23,2003,2003-12-21,15,24.091,CHI,,WAS,W 27-24,,1,,,,,0.0%,,,,,,,,,,
24,2004,2004-09-12,1,24.357,CHI,,DET,L 16-20,,,,,,,0.0%,,,,,,,,,,
25,2004,2004-09-19,2,24.364,CHI,@,GNB,W 21-10,,,,,,,0.0%,,,,,,,,,,
26,2004,2004-09-26,3,25.005,CHI,@,MIN,L 22-27,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,,
27,2004,2004-10-03,4,25.012,CHI,,PHI,L 9-19,,0,,,,,0.0%,,,,,,,,,,
28,2004,2004-10-17,5,25.026,CHI,,WAS,L 10-13,,,,,,,0.0%,,,,,,,,,,
29,2004,2004-10-24,6,25.033,CHI,@,TAM,L 7-19,,,,,,,0.0%,,,,,,,,,,
30,2004,2004-10-31,7,25.040,CHI,,SFO,W 23-13,,0,,,,,0.0%,,,,,,,,,,
31,2004,2004-11-07,8,25.047,CHI,@,NYG,W 28-21,,0,,,,,0.0%,,,,,,,,,,
32,2004,2004-11-14,9,25.054,CHI,@,TEN,W 19-17,,,,,,,0.0%,,,,,,,,,,
