ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1997,1997-08-31,1,27.013,DAL,@,PIT,W 37-7,,4,4,100.0,3,3,100.0,0,13
2,1997,1997-09-07,2,27.020,DAL,@,ARI,L 22-25,,1,1,100.0,5,6,83.3,0,16
3,1997,1997-09-15,3,27.028,DAL,,PHI,W 21-20,,,,,5,5,100.0,0,15
4,1997,1997-09-28,4,27.041,DAL,,CHI,W 27-3,,3,3,100.0,2,2,100.0,0,9
5,1997,1997-10-05,5,27.048,DAL,@,NYG,L 17-20,,,,,3,4,75.0,0,9
6,1997,1997-10-13,6,27.056,DAL,@,WAS,L 16-21,,1,1,100.0,1,1,100.0,0,4
7,1997,1997-10-19,7,27.062,DAL,,JAX,W 26-22,,2,2,100.0,2,2,100.0,0,8
8,1997,1997-10-26,8,27.069,DAL,@,PHI,L 12-13,,,,,4,4,100.0,0,12
9,1997,1997-11-02,9,27.076,DAL,@,SFO,L 10-17,,1,1,100.0,1,1,100.0,0,4
10,1997,1997-11-09,10,27.083,DAL,,ARI,W 24-6,,3,3,100.0,1,1,100.0,0,6
11,1997,1997-11-16,11,27.090,DAL,,WAS,W 17-14,,,,,3,3,100.0,0,9
12,1997,1997-11-23,12,27.097,DAL,@,GNB,L 17-45,,2,2,100.0,1,1,100.0,0,5
13,1997,1997-11-27,13,27.101,DAL,,TEN,L 14-27,,2,2,100.0,,,,0,2
14,1997,1997-12-08,14,27.112,DAL,,CAR,L 13-23,,1,1,100.0,2,2,100.0,0,7
15,1997,1997-12-14,15,27.118,DAL,@,CIN,L 24-31,,3,3,100.0,1,1,100.0,0,6
16,1997,1997-12-21,16,27.125,DAL,,NYG,L 7-20,,1,1,100.0,,1,0.0,0,1
17,1998,1998-09-06,1,28.019,DAL,,ARI,W 38-10,,5,5,100.0,1,1,100.0,0,8
18,1998,1998-09-13,2,28.026,DAL,@,DEN,L 23-42,,2,2,100.0,3,3,100.0,0,11
19,1998,1998-09-21,3,28.034,DAL,@,NYG,W 31-7,,4,4,100.0,1,2,50.0,0,7
20,1998,1998-09-27,4,28.040,DAL,,OAK,L 12-13,,1,1,100.0,1,2,50.0,0,4
21,1998,1998-10-04,5,28.047,DAL,@,WAS,W 31-10,,4,4,100.0,1,1,100.0,0,7
22,1998,1998-10-11,6,28.054,DAL,,CAR,W 27-20,,3,3,100.0,2,3,66.7,0,9
23,1998,1998-10-18,7,28.061,DAL,@,CHI,L 12-13,,,,,2,2,100.0,0,6
24,1998,1998-11-02,8,28.076,DAL,@,PHI,W 34-0,,4,4,100.0,2,2,100.0,0,10
25,1998,1998-11-08,9,28.082,DAL,,NYG,W 16-6,,1,1,100.0,3,4,75.0,0,10
26,1998,1998-11-15,10,28.089,DAL,@,ARI,W 35-28,,5,5,100.0,,,,0,5
27,1998,1998-11-22,11,28.096,DAL,,SEA,W 30-22,,3,3,100.0,3,3,100.0,0,12
28,1998,1998-11-26,12,28.100,DAL,,MIN,L 36-46,,3,3,100.0,3,3,100.0,0,12
29,1998,1998-12-06,13,28.110,DAL,@,NOR,L 3-22,,,,,1,1,100.0,0,3
30,1998,1998-12-13,14,28.117,DAL,@,KAN,L 17-20,,2,2,100.0,1,1,100.0,0,5
31,1998,1998-12-20,15,28.124,DAL,,PHI,W 13-9,,1,1,100.0,2,3,66.7,0,7
32,1998,1998-12-27,16,28.131,DAL,,WAS,W 23-7,,2,2,100.0,3,4,75.0,0,11
33,1999,1999-09-12,1,29.025,DAL,@,WAS,W 41-35,,5,5,100.0,,,,0,5
34,1999,1999-09-20,2,29.033,DAL,,ATL,W 24-7,,3,3,100.0,1,2,50.0,0,6
35,1999,1999-10-03,3,29.046,DAL,,ARI,W 35-7,,5,5,100.0,,1,0.0,0,5
36,1999,1999-10-10,4,29.053,DAL,@,PHI,L 10-13,,1,1,100.0,1,2,50.0,0,4
37,1999,1999-10-18,5,29.061,DAL,@,NYG,L 10-13,,1,1,100.0,1,3,33.3,0,4
38,1999,1999-10-24,6,29.067,DAL,,WAS,W 38-20,,5,5,100.0,1,1,100.0,0,8
39,1999,1999-10-31,7,29.074,DAL,@,IND,L 24-34,,3,3,100.0,1,1,100.0,0,6
40,1999,1999-11-08,8,29.082,DAL,@,MIN,L 17-27,,2,2,100.0,1,3,33.3,0,5
41,1999,1999-11-14,9,29.088,DAL,,GNB,W 27-13,,3,3,100.0,2,3,66.7,0,9
42,1999,1999-11-21,10,29.095,DAL,@,ARI,L 9-13,,1,1,100.0,,1,0.0,0,1
43,1999,1999-11-25,11,29.099,DAL,,MIA,W 20-0,,2,2,100.0,2,2,100.0,0,8
44,1999,1999-12-05,12,29.109,DAL,@,NWE,L 6-13,,,,,2,3,66.7,0,6
45,1999,1999-12-18,14,29.122,CAR,,SFO,W 41-24,,5,5,100.0,2,2,100.0,0,11
46,1999,1999-12-26,15,29.130,CAR,@,PIT,L 20-30,,2,3,66.7,,,,0,2
47,1999,2000-01-02,16,29.137,CAR,,NOR,W 45-13,,6,6,100.0,1,1,100.0,0,9
48,2000,2000-09-03,1,30.016,CAR,@,WAS,L 17-20,,2,2,100.0,1,2,50.0,0,5
49,2000,2000-09-10,2,30.023,CAR,@,SFO,W 38-22,,5,5,100.0,1,1,100.0,0,8
50,2000,2000-09-17,3,30.030,CAR,,ATL,L 10-15,,1,1,100.0,1,2,50.0,0,4
51,2000,2000-10-01,4,30.044,CAR,,DAL,L 13-16,,1,1,100.0,2,2,100.0,0,7
52,2002,2002-12-01,12,32.105,JAX,,PIT,L 23-25,,2,2,100.0,1,1,100.0,0,5
