ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1982,1982-09-12,1,23.044,SFO,,RAI,L 17-23,1,11,11.00,0,0.0
2,1982,1982-09-19,2,23.051,SFO,@,DEN,L 21-24,1,8,8.00,0,0.0
3,1982,1982-11-21,3,23.114,SFO,@,STL,W 31-20,0,0,,0,
4,1982,1982-11-28,4,23.121,SFO,,NOR,L 20-23,0,0,,0,
5,1982,1982-12-02,5,23.125,SFO,@,RAM,W 30-24,0,0,,0,
6,1982,1982-12-11,6,23.134,SFO,,SDG,L 37-41,0,0,,0,
7,1982,1982-12-19,7,23.142,SFO,,ATL,L 7-17,0,0,,0,
8,1982,1982-12-26,8,23.149,SFO,@,KAN,W 26-13,0,0,,0,
9,1982,1983-01-02,9,23.156,SFO,,RAM,L 20-21,0,0,,0,
10,1983,1983-09-03,1,24.035,SFO,,PHI,L 17-22,,,,,
11,1983,1983-09-08,2,24.040,SFO,@,MIN,W 48-17,,,,,
12,1983,1983-09-18,3,24.050,SFO,@,STL,W 42-27,0,0,,0,3.0
13,1983,1983-09-25,4,24.057,SFO,,ATL,W 24-20,,,,,
14,1983,1983-10-02,5,24.064,SFO,@,NWE,W 33-13,,,,,
15,1983,1983-10-09,6,24.071,SFO,,RAM,L 7-10,,,,,
16,1983,1983-10-16,7,24.078,SFO,@,NOR,W 32-13,,,,,
17,1983,1983-10-23,8,24.085,SFO,@,RAM,W 45-35,,,,,
18,1983,1983-10-30,9,24.092,SFO,,NYJ,L 13-27,,,,,
19,1983,1983-11-06,10,24.099,SFO,,MIA,L 17-20,,,,,
20,1983,1983-11-13,11,24.106,SFO,,NOR,W 27-0,,,,,
21,1983,1983-11-20,12,24.113,SFO,@,ATL,L 24-28,,,,,
22,1983,1983-11-27,13,24.120,SFO,@,CHI,L 3-13,,,,,
23,1983,1983-12-04,14,24.127,SFO,,TAM,W 35-21,,,,,
24,1983,1983-12-11,15,24.134,SFO,@,BUF,W 23-10,,,,,
25,1983,1983-12-19,16,24.142,SFO,,DAL,W 42-17,,,,,
26,1984,1984-09-02,1,25.034,SFO,@,DET,W 30-27,,,,,
27,1984,1984-09-10,2,25.042,SFO,,WAS,W 37-31,,,,,
28,1984,1984-09-16,3,25.048,SFO,,NOR,W 30-20,,,,,
29,1984,1984-09-23,4,25.055,SFO,@,PHI,W 21-9,,,,,
30,1984,1984-09-30,5,25.062,SFO,,ATL,W 14-5,,,,,
31,1984,1984-10-08,6,25.070,SFO,@,NYG,W 31-10,,,,,
32,1984,1984-10-14,7,25.076,SFO,,PIT,L 17-20,,,,,
33,1984,1984-10-21,8,25.083,SFO,@,HOU,W 34-21,,,,,
34,1984,1984-10-28,9,25.090,SFO,@,RAM,W 33-0,,,,,
35,1984,1984-11-04,10,25.097,SFO,,CIN,W 23-17,0,0,,0,1.0
36,1984,1984-11-11,11,25.104,SFO,@,CLE,W 41-7,,,,,
37,1985,1985-09-08,1,26.040,SFO,@,MIN,L 21-28,,,,,
38,1985,1985-09-15,2,26.047,SFO,,ATL,W 35-16,,,,,
39,1985,1985-09-22,3,26.054,SFO,@,RAI,W 34-10,,,,,
40,1985,1985-09-29,4,26.061,SFO,,NOR,L 17-20,,,,,
41,1985,1985-10-06,5,26.068,SFO,@,ATL,W 38-17,,,,,
42,1985,1985-10-13,6,26.075,SFO,,CHI,L 10-26,,,,,
43,1985,1985-10-20,7,26.082,SFO,@,DET,L 21-23,,,,,
44,1985,1985-10-27,8,26.089,SFO,@,RAM,W 28-14,,,,,
45,1985,1985-11-03,9,26.096,SFO,,PHI,W 24-13,,,,,
46,1985,1985-11-11,10,26.104,SFO,@,DEN,L 16-17,,,,,
47,1985,1985-11-17,11,26.110,SFO,,KAN,W 31-3,,,,,
48,1985,1985-11-25,12,26.118,SFO,,SEA,W 19-6,,,,,
49,1985,1985-12-01,13,26.124,SFO,@,WAS,W 35-8,,,,,
50,1985,1985-12-09,14,26.132,SFO,,RAM,L 20-27,,,,,
51,1985,1985-12-15,15,26.138,SFO,@,NOR,W 31-19,,,,,
52,1985,1985-12-22,16,26.145,SFO,,DAL,W 31-16,,,,,
53,1986,1986-09-07,1,27.039,SFO,@,TAM,W 31-7,,,,,
54,1986,1986-09-14,2,27.046,SFO,@,RAM,L 13-16,,,,,
55,1986,1986-09-21,3,27.053,SFO,,NOR,W 26-17,,,,,
56,1986,1986-09-28,4,27.060,SFO,@,MIA,W 31-16,,,,,
57,1986,1986-10-05,5,27.067,SFO,,IND,W 35-14,,,,,
58,1986,1986-10-12,6,27.074,SFO,,MIN,L 24-27,,,,,
59,1986,1986-10-19,7,27.081,SFO,@,ATL,T 10-10,,,,,
60,1986,1986-10-26,8,27.088,SFO,@,GNB,W 31-17,,,,,
61,1986,1986-11-02,9,27.095,SFO,@,NOR,L 10-23,,,,,
62,1986,1986-11-09,10,27.102,SFO,,STL,W 43-17,,,,,
63,1986,1986-11-17,11,27.110,SFO,@,WAS,L 6-14,,,,,
64,1986,1986-11-23,12,27.116,SFO,,ATL,W 20-0,,,,,
65,1986,1986-12-01,13,27.124,SFO,,NYG,L 17-21,,,,,
66,1986,1986-12-07,14,27.130,SFO,,NYJ,W 24-10,,,,,
67,1986,1986-12-14,15,27.137,SFO,@,NWE,W 29-24,,,,,
68,1986,1986-12-19,16,27.142,SFO,,RAM,W 24-14,,,,,
