ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2004,2004-10-03,4,23.100,ATL,@,CAR,W 27-10,,0,0,,0,0,0,,0,,,,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
2,2004,2004-10-24,7,23.121,ATL,@,KAN,L 10-56,,2,4,50.00,9,0,0,56.2,0,0,2.25,2.25,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
3,2004,2004-12-05,12,23.163,ATL,@,TAM,L 0-27,,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
4,2004,2004-12-12,13,23.170,ATL,,OAK,W 35-10,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
5,2004,2004-12-26,15,23.184,ATL,@,NOR,L 13-26,*,17,41,41.46,188,0,2,35.4,3,14,4.59,2.39,4,21,5.25,0,0,0,0,,0,0.0%,,,0,0,0.0,,
6,2004,2005-01-02,16,23.191,ATL,@,SEA,L 26-28,,14,22,63.64,133,1,1,76.5,1,0,6.05,4.91,2,7,3.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
7,2005,2005-09-12,1,24.079,ATL,,PHI,W 14-10,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
8,2005,2005-09-18,2,24.085,ATL,@,SEA,L 18-21,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
9,2005,2005-09-25,3,24.092,ATL,@,BUF,W 24-16,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
10,2005,2005-10-02,4,24.099,ATL,,MIN,W 30-10,,5,14,35.71,39,0,0,44.3,0,0,2.79,2.79,4,56,14.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
11,2005,2005-10-09,5,24.106,ATL,,NWE,L 28-31,*,18,34,52.94,298,3,0,112.1,3,14,8.76,10.53,2,3,1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
12,2005,2005-10-16,6,24.113,ATL,@,NOR,W 34-31,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
13,2005,2005-10-24,7,24.121,ATL,,NYJ,W 27-14,,,,,,,,,0,,,,,,,,,,,,,0.0%,,,,,,,
