ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1982,1982-12-27,8,23.336,MIA,,BUF,W 27-10,,,,,,,,,,,,,
2,1982,1983-01-02,9,23.342,MIA,@,BAL,W 34-7,,,,,,,,,,,,,
3,1983,1983-09-04,1,24.222,MIA,@,BUF,W 12-0,,0,0,,0,,,,,,,,
4,1983,1983-09-11,2,24.229,MIA,,NWE,W 34-24,,0,0,,0,,,,,,,,
5,1983,1983-09-19,3,24.237,MIA,@,RAI,L 14-27,,3,22,7.33,1,,,0,0,,0,1,6
6,1983,1983-09-25,4,24.243,MIA,,KAN,W 14-6,,0,0,,0,,,,,,,,
7,1983,1983-10-02,5,24.250,MIA,@,NOR,L 7-17,,3,34,11.33,1,,,0,0,,0,1,6
8,1983,1983-10-09,6,24.257,MIA,,BUF,L 35-38,,7,202,28.86,2,,,0,0,,0,2,12
9,1983,1983-10-16,7,24.264,MIA,@,NYJ,W 32-14,,1,12,12.00,0,,,0,0,,0,0,0
10,1983,1983-10-23,8,24.271,MIA,@,BAL,W 21-7,,2,92,46.00,1,,,0,0,,0,1,6
11,1983,1983-10-30,9,24.278,MIA,,RAM,W 30-14,,7,134,19.14,1,,,0,0,,0,1,6
12,1983,1983-11-06,10,24.285,MIA,@,SFO,W 20-17,,1,15,15.00,0,,,0,0,,0,0,0
13,1983,1983-11-13,11,24.292,MIA,@,NWE,L 6-17,,3,40,13.33,0,,,0,0,,0,0,0
14,1983,1983-11-20,12,24.299,MIA,,BAL,W 37-0,,5,121,24.20,1,,,0,0,,0,1,6
15,1983,1983-11-28,13,24.307,MIA,,CIN,W 38-14,,5,84,16.80,2,,,0,0,,0,2,12
16,1983,1983-12-04,14,24.313,MIA,@,HOU,W 24-17,,6,80,13.33,0,,,0,0,,0,0,0
17,1983,1983-12-10,15,24.319,MIA,,ATL,W 31-24,,4,96,24.00,0,,,0,0,,0,0,0
18,1983,1983-12-16,16,24.325,MIA,,NYJ,W 34-14,,4,71,17.75,1,,,0,0,,0,1,6
19,1984,1984-09-02,1,25.221,MIA,@,WAS,W 35-17,,6,178,29.67,2,,,0,0,,0,2,12
20,1984,1984-09-09,2,25.228,MIA,,NWE,W 28-7,,4,66,16.50,1,,,0,0,,0,1,6
21,1984,1984-09-17,3,25.236,MIA,@,BUF,W 21-17,,5,68,13.60,1,,,0,0,,0,1,6
22,1984,1984-09-23,4,25.242,MIA,,IND,W 44-7,,7,173,24.71,2,,,0,0,,0,2,12
23,1984,1984-09-30,5,25.249,MIA,@,STL,W 36-28,,8,164,20.50,0,,,0,0,,0,0,0
24,1984,1984-10-07,6,25.256,MIA,@,PIT,W 31-7,,2,20,10.00,0,,,0,0,,0,0,0
25,1984,1984-10-14,7,25.263,MIA,,HOU,W 28-10,,6,83,13.83,1,,,0,0,,0,1,6
26,1984,1984-10-21,8,25.270,MIA,@,NWE,W 44-24,,1,15,15.00,0,,,0,0,,0,0,0
27,1984,1984-10-28,9,25.277,MIA,,BUF,W 38-7,,5,74,14.80,0,,,0,0,,0,0,0
28,1984,1984-11-04,10,25.284,MIA,@,NYJ,W 31-17,,7,155,22.14,0,,,0,0,,0,0,0
29,1984,1984-11-11,11,25.291,MIA,,PHI,W 24-23,,2,26,13.00,0,,,0,0,,0,0,0
30,1984,1984-11-18,12,25.298,MIA,@,SDG,L 28-34,,5,99,19.80,0,,,0,0,,0,0,0
31,1984,1984-11-26,13,25.306,MIA,,NYJ,W 28-17,,1,11,11.00,0,,,0,0,,0,0,0
32,1984,1984-12-02,14,25.312,MIA,,RAI,L 34-45,,5,76,15.20,1,,,0,0,,0,1,6
33,1984,1984-12-09,15,25.319,MIA,@,IND,W 35-17,,3,41,13.67,0,,,0,0,,0,0,0
34,1984,1984-12-17,16,25.327,MIA,,DAL,W 28-21,,4,57,14.25,0,,,0,0,,0,0,0
35,1985,1985-09-08,1,26.226,MIA,@,HOU,L 23-26,,4,95,23.75,1,,,0,0,,0,1,6
36,1985,1985-09-15,2,26.233,MIA,,IND,W 30-13,,0,0,,0,,,,,,,,
37,1985,1985-11-10,10,26.289,MIA,,NYJ,W 21-17,,8,217,27.13,2,,,0,0,,0,2,12
