ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1987,1987-10-04,3,23.024,PIT,@,ATL,W 28-12,4,146,36.50,0
2,1987,1987-10-11,4,23.031,PIT,@,RAM,L 21-31,6,222,37.00,1
3,1987,1987-10-18,5,23.038,PIT,,IND,W 21-7,6,251,41.83,0
