ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1995,1995-09-03,1,23.047,NWE,,CLE,W 17-14
2,1995,1995-09-10,2,23.054,NWE,,MIA,L 3-20
3,1995,1995-10-08,5,23.082,NWE,,DEN,L 3-37
4,1995,1995-10-15,6,23.089,NWE,@,KAN,L 26-31
5,1995,1995-10-23,7,23.097,NWE,,BUF,W 27-14
6,1995,1995-10-29,8,23.103,NWE,,CAR,L 17-20
7,1995,1995-11-05,9,23.110,NWE,@,NYJ,W 20-7
8,1995,1995-11-12,10,23.117,NWE,@,MIA,W 34-17
9,1995,1995-11-19,11,23.124,NWE,,IND,L 10-24
10,1995,1995-11-26,12,23.131,NWE,@,BUF,W 35-25
11,1995,1995-12-03,13,23.138,NWE,,NOR,L 17-31
