ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2007,2007-09-06,1,22.121,NOR,@,IND,L 10-41,,,,,,,,,,,
2,2007,2007-09-16,2,22.131,NOR,@,TAM,L 14-31,,,,,,,,,,,
3,2007,2007-09-24,3,22.139,NOR,,TEN,L 14-31,,,,,,,,,,,
4,2007,2007-10-07,4,22.152,NOR,,CAR,L 13-16,,,,,,,,,,,
5,2007,2007-10-14,5,22.159,NOR,@,SEA,W 28-17,,,,,,,,,,,
6,2007,2007-10-21,6,22.166,NOR,,ATL,W 22-16,,,,,,,,,,,
7,2007,2007-10-28,7,22.173,NOR,@,SFO,W 31-10,,,,,,,,,,,
8,2007,2007-11-04,8,22.180,NOR,,JAX,W 41-24,,,,,,,,,,,
9,2007,2007-11-25,11,22.201,NOR,@,CAR,W 31-6,,,,,,,,,,,
10,2007,2007-12-02,12,22.208,NOR,,TAM,L 23-27,,,,,,,,,,,
11,2007,2007-12-10,13,22.216,NOR,@,ATL,W 34-14,,,,,,,,,,,
12,2007,2007-12-16,14,22.222,NOR,,ARI,W 31-24,,,,,,,,,,,
13,2007,2007-12-23,15,22.229,NOR,,PHI,L 23-38,,,,,,,,,,,
14,2007,2007-12-30,16,22.236,NOR,@,CHI,L 25-33,,,,,,,,,,,
15,2008,2008-09-14,2,23.129,NOR,@,WAS,L 24-29,,0,0,,0,0.0,1,3,0,0,0
16,2008,2008-09-21,3,23.136,NOR,@,DEN,L 32-34,,0,0,,0,0.0,0,1,0,0,0
17,2008,2008-09-28,4,23.143,NOR,,SFO,W 31-17,,0,0,,0,0.0,1,0,0,0,0
18,2008,2008-10-06,5,23.151,NOR,,MIN,L 27-30,,,,,,,,,,,
19,2008,2008-10-12,6,23.157,NOR,,OAK,W 34-3,,0,0,,0,0.0,2,0,0,0,0
20,2008,2008-10-19,7,23.164,NOR,@,CAR,L 7-30,,,,,,,,,,,
21,2008,2008-10-26,8,23.171,NOR,,SDG,W 37-32,,0,0,,0,0.0,1,0,0,0,0
