ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1982,1982-09-12,1,22.104,SEA,,CLE,L 7-21,,0,0,,0,0,,,0,,,,1,1,100.0,,,,0,1,,,,
2,1982,1982-09-19,2,22.111,SEA,@,HOU,L 21-23,,0,0,,0,0,,,0,,,,3,3,100.0,,,,0,3,,,,
3,1982,1982-11-21,3,22.174,SEA,@,DEN,W 17-10,,0,0,,0,0,0,,0,,,,2,2,100.0,1,4,25.0,0,5,0,0,,0
4,1982,1982-11-28,4,22.181,SEA,,PIT,W 16-0,,0,0,,0,0,0,,0,,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
5,1982,1982-12-05,5,22.188,SEA,@,RAI,L 23-28,,0,0,,0,0,0,,0,,,,2,3,66.7,1,1,100.0,0,5,0,0,,0
6,1982,1982-12-12,6,22.195,SEA,,CHI,W 20-14,,0,0,,0,0,0,,0,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
7,1982,1982-12-19,7,22.202,SEA,,NWE,L 0-16,,0,0,,0,0,0,,0,,,,,,,,1,0.0,0,0,0,0,,0
8,1982,1982-12-26,8,22.209,SEA,@,CIN,L 10-24,,0,0,,0,0,0,,0,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
9,1982,1983-01-02,9,22.216,SEA,,DEN,W 13-11,,1,1,100.00,27,0,0,118.7,0,0,27.00,27.00,1,1,100.0,2,2,100.0,0,7,0,0,,0
10,1983,1983-09-04,1,23.096,SEA,@,KAN,L 13-17,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
11,1983,1983-09-11,2,23.103,SEA,@,NYJ,W 17-10,,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
12,1983,1983-09-18,3,23.110,SEA,,SDG,W 34-31,,0,0,,0,0,0,,,,,,4,4,100.0,2,3,66.7,0,10,0,0,,0
13,1983,1983-09-25,4,23.117,SEA,,WAS,L 17-27,,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
14,1983,1983-10-02,5,23.124,SEA,@,CLE,W 24-9,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
15,1983,1983-10-09,6,23.131,SEA,@,SDG,L 21-28,,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,
16,1983,1983-10-16,7,23.138,SEA,,RAI,W 38-36,,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0,0,,0
17,1983,1983-10-23,8,23.145,SEA,,PIT,L 21-27,,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,
18,1983,1983-10-30,9,23.152,SEA,@,RAI,W 34-21,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
19,1983,1983-11-06,10,23.159,SEA,,DEN,W 27-19,,0,0,,0,0,0,,,,,,3,3,100.0,2,4,50.0,0,9,0,0,,0
20,1983,1983-11-13,11,23.166,SEA,@,STL,L 28-33,,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,
21,1983,1983-11-20,12,23.173,SEA,@,DEN,L 27-38,,0,0,,0,0,,,,,,,3,4,75.0,,,,0,3,,,,
22,1983,1983-11-27,13,23.180,SEA,,KAN,W 51-48,,0,0,,0,0,0,,,,,,6,6,100.0,3,4,75.0,0,15,0,0,,0
23,1983,1983-12-04,14,23.187,SEA,,DAL,L 10-35,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
24,1983,1983-12-11,15,23.194,SEA,@,NYG,W 17-12,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
25,1983,1983-12-18,16,23.201,SEA,,NWE,W 24-6,,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
26,1984,1984-09-03,1,24.095,SEA,,CLE,W 33-0,,0,0,,0,0,0,,,,,,3,3,100.0,4,4,100.0,0,15,0,0,,0
27,1984,1984-09-09,2,24.101,SEA,,SDG,W 31-17,,0,0,,0,0,0,,,,,,4,4,100.0,1,2,50.0,0,7,0,0,,0
28,1984,1984-09-16,3,24.108,SEA,@,NWE,L 23-38,,0,0,,0,0,0,,,,,,2,3,66.7,1,1,100.0,0,5,0,0,,0
29,1984,1984-09-23,4,24.115,SEA,,CHI,W 38-9,,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0,0,,0
