ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-11-23,11,23.052,JAX,@,IND,L 3-23,,0,0,0.0,1,0
2,2014,2014-11-30,12,23.059,JAX,,NYG,W 25-24,,0,6,0.0,3,1
3,2014,2014-12-07,13,23.066,JAX,,HOU,L 13-27,,0,0,0.0,5,1
4,2014,2014-12-14,14,23.073,JAX,@,BAL,L 12-20,,0,0,0.0,4,1
5,2014,2014-12-18,15,23.077,JAX,,TEN,W 21-13,,0,0,0.0,7,0
6,2014,2014-12-28,16,23.087,JAX,@,HOU,L 17-23,*,0,0,0.0,3,1
7,2015,2015-09-13,1,23.346,JAX,,CAR,L 9-20,*,0,0,0.0,1,1
8,2015,2015-09-20,2,23.353,JAX,,MIA,W 23-20,*,0,0,0.0,5,1
9,2015,2015-09-27,3,23.360,JAX,@,NWE,L 17-51,*,0,0,0.0,2,0
10,2015,2015-10-04,4,24.002,JAX,@,IND,L 13-16,*,0,0,1.0,5,1
11,2015,2015-10-11,5,24.009,JAX,@,TAM,L 31-38,*,0,0,1.0,5,1
12,2015,2015-10-18,6,24.016,JAX,,HOU,L 20-31,*,0,0,0.0,4,0
13,2015,2015-10-25,7,24.023,JAX,,BUF,W 34-31,*,0,0,1.0,6,0
14,2015,2015-11-08,8,24.037,JAX,@,NYJ,L 23-28,*,0,0,0.0,5,3
15,2015,2015-11-15,9,24.044,JAX,@,BAL,W 22-20,*,0,0,0.0,3,1
16,2015,2015-11-19,10,24.048,JAX,,TEN,W 19-13,*,0,0,1.0,7,0
17,2015,2015-11-29,11,24.058,JAX,,SDG,L 25-31,*,0,0,0.0,3,0
18,2015,2015-12-06,12,24.065,JAX,@,TEN,L 39-42,,0,0,0.0,0,0
19,2015,2015-12-13,13,24.072,JAX,,IND,W 51-16,*,0,0,0.0,2,0
20,2015,2015-12-20,14,24.079,JAX,,ATL,L 17-23,*,0,0,0.0,3,0
21,2015,2015-12-27,15,24.086,JAX,@,NOR,L 27-38,*,0,0,0.0,5,4
22,2015,2016-01-03,16,24.093,JAX,@,HOU,L 6-30,*,0,0,0.0,4,1
23,2016,2016-10-16,5,25.014,JAX,@,CHI,W 17-16,,0,0,0.0,5,0
24,2016,2016-10-23,6,25.021,JAX,,OAK,L 16-33,,0,0,0.0,3,0
25,2016,2016-10-27,7,25.025,JAX,@,TEN,L 22-36,*,0,0,0.0,1,1
26,2016,2016-11-06,8,25.035,JAX,@,KAN,L 14-19,,0,0,0.0,5,2
27,2016,2016-11-13,9,25.042,JAX,,HOU,L 21-24,,0,0,1.0,1,0
28,2016,2016-11-20,10,25.049,JAX,@,DET,L 19-26,*,0,0,0.0,2,0
29,2016,2016-11-27,11,25.056,JAX,@,BUF,L 21-28,,0,0,0.0,0,0
30,2016,2016-12-04,12,25.063,JAX,,DEN,L 10-20,,0,0,0.0,1,0
31,2016,2016-12-11,13,25.070,JAX,,MIN,L 16-25,*,0,0,0.0,0,1
32,2016,2016-12-18,14,25.077,JAX,@,HOU,L 20-21,*,0,0,0.0,0,0
33,2017,2017-09-10,1,25.343,JAX,@,HOU,W 29-7,,0,0,0.0,1,0
34,2017,2017-09-17,2,25.350,JAX,,TEN,L 16-37,,0,0,0.0,3,0
35,2017,2017-09-24,3,25.357,JAX,,BAL,W 44-7,,0,0,0.0,1,0
36,2017,2017-10-01,4,25.364,JAX,@,NYJ,L 20-23,,0,0,0.0,2,1
37,2017,2017-10-08,5,26.006,JAX,@,PIT,W 30-9,,0,0,0.0,9,1
38,2017,2017-10-15,6,26.013,JAX,,LAR,L 17-27,,0,0,0.0,2,0
39,2017,2017-10-22,7,26.020,JAX,@,IND,W 27-0,*,0,0,0.0,1,1
40,2017,2017-11-05,8,26.034,JAX,,CIN,W 23-7,,0,0,0.0,1,0
41,2017,2017-11-12,9,26.041,JAX,,LAC,W 20-17,*,0,0,0.0,1,2
42,2017,2017-11-19,10,26.048,JAX,@,CLE,W 19-7,,0,0,0.0,1,1
43,2017,2017-11-26,11,26.055,JAX,@,ARI,L 24-27,*,0,0,0.0,1,0
44,2017,2017-12-03,12,26.062,JAX,,IND,W 30-10,,0,0,0.0,1,0
45,2017,2017-12-10,13,26.069,JAX,,SEA,W 30-24,,0,0,0.0,6,0
46,2017,2017-12-17,14,26.076,JAX,,HOU,W 45-7,*,0,0,0.0,2,1
47,2017,2017-12-24,15,26.083,JAX,@,SFO,L 33-44,*,0,0,0.0,3,0
48,2017,2017-12-31,16,26.090,JAX,@,TEN,L 10-15,,0,0,0.0,2,0
49,2018,2018-09-09,1,26.342,HOU,@,NWE,L 20-27,,0,0,0.0,2,2
50,2018,2018-09-16,2,26.349,HOU,@,TEN,L 17-20,,0,0,0.0,2,1
51,2018,2018-09-23,3,26.356,HOU,,NYG,L 22-27,*,0,0,0.0,5,2
