ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2008,2008-09-14,2,21.035,TAM,,ATL,W 24-9,,0,0,0.0,1,0,0,0,0
2,2008,2008-09-21,3,21.042,TAM,@,CHI,W 27-24,,0,0,0.0,1,1,0,0,0
3,2008,2008-09-28,4,21.049,TAM,,GNB,W 30-21,,0,0,0.0,0,0,0,0,0
4,2008,2008-10-05,5,21.056,TAM,@,DEN,L 13-16,,,,,,,,,
5,2008,2008-10-12,6,21.063,TAM,,CAR,W 27-3,,0,0,0.0,2,0,0,0,0
6,2008,2008-10-19,7,21.070,TAM,,SEA,W 20-10,,0,0,0.0,0,1,0,0,0
7,2008,2008-10-26,8,21.077,TAM,@,DAL,L 9-13,,,,,,,,,
8,2008,2008-11-02,9,21.084,TAM,@,KAN,W 30-27,,0,0,0.0,0,0,0,0,0
9,2008,2008-11-16,10,21.098,TAM,,MIN,W 19-13,,0,0,0.0,0,1,0,0,0
10,2009,2009-09-13,1,22.034,TAM,,DAL,L 21-34,,0,0,0.0,5,1,0,0,0
11,2009,2009-09-20,2,22.041,TAM,@,BUF,L 20-33,*,0,0,0.0,6,4,0,0,0
12,2009,2009-09-27,3,22.048,TAM,,NYG,L 0-24,*,0,0,0.0,5,0,0,0,0
13,2009,2009-10-04,4,22.055,TAM,@,WAS,L 13-16,*,0,0,0.0,4,3,0,0,0
14,2009,2009-10-11,5,22.062,TAM,@,PHI,L 14-33,*,0,0,0.0,2,0,0,0,0
15,2009,2009-10-18,6,22.069,TAM,,CAR,L 21-28,*,0,0,0.0,2,3,0,0,0
16,2009,2009-10-25,7,22.076,TAM,,NWE,L 7-35,*,0,0,0.0,4,1,0,0,0
17,2009,2009-11-08,8,22.090,TAM,,GNB,W 38-28,*,0,0,0.0,5,2,0,0,0
18,2009,2009-11-15,9,22.097,TAM,@,MIA,L 23-25,*,0,0,0.0,6,1,0,0,0
19,2009,2009-11-22,10,22.104,TAM,,NOR,L 7-38,*,0,0,0.0,3,2,0,0,0
20,2009,2009-11-29,11,22.111,TAM,@,ATL,L 17-20,*,0,0,0.0,9,0,0,0,0
21,2009,2009-12-06,12,22.118,TAM,@,CAR,L 6-16,*,0,0,0.0,4,0,1,20,0
22,2009,2009-12-20,14,22.132,TAM,@,SEA,W 24-7,*,0,0,1.0,4,0,1,1,0
23,2009,2009-12-27,15,22.139,TAM,@,NOR,W 20-17,,0,0,1.0,9,1,0,0,0
24,2009,2010-01-03,16,22.146,TAM,,ATL,L 10-20,*,0,0,1.0,12,0,0,0,0
25,2010,2010-09-12,1,23.033,TAM,,CLE,W 17-14,*,0,0,0.0,7,1,0,0,0
26,2010,2010-09-19,2,23.040,TAM,@,CAR,W 20-7,*,0,0,0.0,6,2,0,0,0
27,2010,2010-09-26,3,23.047,TAM,,PIT,L 13-38,*,0,0,0.0,5,0,0,0,0
28,2010,2010-10-10,4,23.061,TAM,@,CIN,W 24-21,*,0,0,0.0,3,0,0,0,0
29,2010,2010-10-17,5,23.068,TAM,,NOR,L 6-31,*,0,0,0.0,5,0,0,0,0
30,2010,2010-10-24,6,23.075,TAM,,STL,W 18-17,*,0,0,0.0,4,0,0,0,0
31,2010,2010-10-31,7,23.082,TAM,@,ARI,W 38-35,*,1,6,0.0,5,0,1,41,1
32,2010,2010-11-07,8,23.089,TAM,@,ATL,L 21-27,*,0,0,0.0,5,0,0,0,0
